"Código","Unidade Territorial","UF","Referência","Valor repassado às pessoas com deficiência (PCD) via Benefício de Prestação Continuada (BPC) por município pagador"
"311880","CORAÇÃO DE JESUS","MG","06/2018","671988.80"
"311880","CORAÇÃO DE JESUS","MG","07/2018","672942.8"
"311880","CORAÇÃO DE JESUS","MG","08/2018","671988.8"
"311880","CORAÇÃO DE JESUS","MG","09/2018","673896.8"
"311880","CORAÇÃO DE JESUS","MG","10/2018","673896.8"
"311880","CORAÇÃO DE JESUS","MG","11/2018","672933.8"
"311880","CORAÇÃO DE JESUS","MG","12/2018","674850.8"
"311880","CORAÇÃO DE JESUS","MG","01/2019","681635.38"
"311880","CORAÇÃO DE JESUS","MG","02/2019","696605.38"
"311880","CORAÇÃO DE JESUS","MG","03/2019","694609.38"
"311880","CORAÇÃO DE JESUS","MG","04/2019","697603.38"
"311880","CORAÇÃO DE JESUS","MG","05/2019","697603.38"
"311880","CORAÇÃO DE JESUS","MG","06/2019","694609.38"
"311880","CORAÇÃO DE JESUS","MG","07/2019","691615.38"
"311880","CORAÇÃO DE JESUS","MG","08/2019","687623.38"
"311880","CORAÇÃO DE JESUS","MG","09/2019","686625.38"
"311880","CORAÇÃO DE JESUS","MG","10/2019","683631.38"
"311880","CORAÇÃO DE JESUS","MG","11/2019","682805.54"
"311880","CORAÇÃO DE JESUS","MG","01/2020","704443.09"
"311880","CORAÇÃO DE JESUS","MG","02/2020","708510.5"
"311880","CORAÇÃO DE JESUS","MG","03/2020","706420"
"311880","CORAÇÃO DE JESUS","MG","04/2020","708510"
"311880","CORAÇÃO DE JESUS","MG","05/2020","707465"
"311880","CORAÇÃO DE JESUS","MG","06/2020","707465.00"
"311880","CORAÇÃO DE JESUS","MG","07/2020","703285"
"311880","CORAÇÃO DE JESUS","MG","08/2020","703285"
"311880","CORAÇÃO DE JESUS","MG","10/2020","702240"
"311880","CORAÇÃO DE JESUS","MG","11/2020","704497.79"
"311880","CORAÇÃO DE JESUS","MG","12/2020","698060"
"311880","CORAÇÃO DE JESUS","MG","02/2021","734800"
"311880","CORAÇÃO DE JESUS","MG","03/2021","735900"
"311880","CORAÇÃO DE JESUS","MG","04/2021","740300"
"311880","CORAÇÃO DE JESUS","MG","05/2021","741400"
"311880","CORAÇÃO DE JESUS","MG","06/2021","741400"
"311880","CORAÇÃO DE JESUS","MG","07/2021","741400"
"311880","CORAÇÃO DE JESUS","MG","08/2021","751300"
"311880","CORAÇÃO DE JESUS","MG","09/2021","748000"
"311880","CORAÇÃO DE JESUS","MG","10/2021","740300"
"311880","CORAÇÃO DE JESUS","MG","11/2021","742655.43"
"311880","CORAÇÃO DE JESUS","MG","12/2021","749100"
"311890","CORDISBURGO","MG","02/2020","108594"
"311890","CORDISBURGO","MG","01/2018","104940"
"311890","CORDISBURGO","MG","02/2018","105894"
"311890","CORDISBURGO","MG","03/2018","105894"
"311890","CORDISBURGO","MG","04/2018","105894"
"311890","CORDISBURGO","MG","05/2018","105894"
"311890","CORDISBURGO","MG","06/2018","105894.00"
"311890","CORDISBURGO","MG","07/2018","105894"
"311890","CORDISBURGO","MG","08/2018","104940"
"311890","CORDISBURGO","MG","09/2018","105894"
"311890","CORDISBURGO","MG","10/2018","104940"
"311890","CORDISBURGO","MG","11/2018","105892.64"
"311890","CORDISBURGO","MG","12/2018","106848"
"311890","CORDISBURGO","MG","01/2019","108782"
"311890","CORDISBURGO","MG","02/2019","109780"
"311890","CORDISBURGO","MG","03/2019","108700"
"311890","CORDISBURGO","MG","04/2019","109698"
"311890","CORDISBURGO","MG","05/2019","109698"
"311890","CORDISBURGO","MG","06/2019","108700"
"311890","CORDISBURGO","MG","07/2019","106704"
"311890","CORDISBURGO","MG","08/2019","104708"
"311890","CORDISBURGO","MG","09/2019","104708"
"311890","CORDISBURGO","MG","10/2019","103710"
"311890","CORDISBURGO","MG","11/2019","103737.49"
"311890","CORDISBURGO","MG","01/2020","107970"
"311890","CORDISBURGO","MG","12/2019","102712"
"311890","CORDISBURGO","MG","03/2020","106504"
"311890","CORDISBURGO","MG","04/2020","103369"
"311890","CORDISBURGO","MG","05/2020","105459"
"311890","CORDISBURGO","MG","06/2020","104414.00"
"311890","CORDISBURGO","MG","07/2020","104414"
"311890","CORDISBURGO","MG","08/2020","104414"
"311890","CORDISBURGO","MG","09/2020","103369"
"311890","CORDISBURGO","MG","10/2020","102324"
"311890","CORDISBURGO","MG","11/2020","100257.58"
"311890","CORDISBURGO","MG","12/2020","100234"
"311890","CORDISBURGO","MG","01/2021","104409"
"311890","CORDISBURGO","MG","02/2021","105509"
"311890","CORDISBURGO","MG","03/2021","105509"
"311890","CORDISBURGO","MG","04/2021","107709"
"311890","CORDISBURGO","MG","05/2021","108809"
"311890","CORDISBURGO","MG","06/2021","106609"
"311890","CORDISBURGO","MG","07/2021","107709"
"311890","CORDISBURGO","MG","08/2021","107709"
"311890","CORDISBURGO","MG","09/2021","107709"
"311890","CORDISBURGO","MG","10/2021","105509"
"311890","CORDISBURGO","MG","12/2021","102209"
"311890","CORDISBURGO","MG","11/2021","105528.76"
"311900","CORDISLÂNDIA","MG","02/2018","35298"
"311900","CORDISLÂNDIA","MG","03/2018","34344"
"311900","CORDISLÂNDIA","MG","04/2018","33390"
"311900","CORDISLÂNDIA","MG","05/2018","33390"
"311900","CORDISLÂNDIA","MG","06/2018","33390.00"
"311900","CORDISLÂNDIA","MG","07/2018","33390"
"311900","CORDISLÂNDIA","MG","08/2018","33390"
"311900","CORDISLÂNDIA","MG","09/2018","32436"
"311900","CORDISLÂNDIA","MG","10/2018","32436"
"311900","CORDISLÂNDIA","MG","11/2018","32436"
"311900","CORDISLÂNDIA","MG","12/2018","32436"
"311900","CORDISLÂNDIA","MG","01/2019","32934"
"311900","CORDISLÂNDIA","MG","02/2019","32934"
"311900","CORDISLÂNDIA","MG","03/2019","32934"
"311900","CORDISLÂNDIA","MG","04/2019","32934"
"311900","CORDISLÂNDIA","MG","05/2019","32934"
"311900","CORDISLÂNDIA","MG","06/2019","32934"
"311900","CORDISLÂNDIA","MG","07/2019","32934"
"311900","CORDISLÂNDIA","MG","08/2019","32934"
"311900","CORDISLÂNDIA","MG","09/2019","32934"
"311900","CORDISLÂNDIA","MG","10/2019","32934"
"311900","CORDISLÂNDIA","MG","11/2019","32941.03"
"311900","CORDISLÂNDIA","MG","01/2020","32209"
"311900","CORDISLÂNDIA","MG","02/2020","31350"
"311900","CORDISLÂNDIA","MG","03/2020","31350"
"311900","CORDISLÂNDIA","MG","04/2020","30305"
"311900","CORDISLÂNDIA","MG","05/2020","30305"
"311900","CORDISLÂNDIA","MG","06/2020","30305.00"
"311900","CORDISLÂNDIA","MG","07/2020","31350"
"311900","CORDISLÂNDIA","MG","08/2020","31350"
"311900","CORDISLÂNDIA","MG","09/2020","31350"
"311900","CORDISLÂNDIA","MG","10/2020","31350"
"311900","CORDISLÂNDIA","MG","11/2020","29265.87"
"311900","CORDISLÂNDIA","MG","12/2020","28215"
"311900","CORDISLÂNDIA","MG","01/2021","29700"
"311900","CORDISLÂNDIA","MG","02/2021","29700"
"311900","CORDISLÂNDIA","MG","03/2021","29700"
"311900","CORDISLÂNDIA","MG","04/2021","30800"
"311900","CORDISLÂNDIA","MG","05/2021","30800"
"311900","CORDISLÂNDIA","MG","06/2021","30800"
"311900","CORDISLÂNDIA","MG","07/2021","30800"
"311900","CORDISLÂNDIA","MG","08/2021","30800"
"311900","CORDISLÂNDIA","MG","09/2021","28600"
"311900","CORDISLÂNDIA","MG","10/2021","28600"
"311900","CORDISLÂNDIA","MG","12/2019","31936"
"311900","CORDISLÂNDIA","MG","11/2021","28605.52"
"311900","CORDISLÂNDIA","MG","12/2021","29700"
"311900","CORDISLÂNDIA","MG","01/2018","35298"
"311910","CORINTO","MG","11/2020","911343.39"
"311910","CORINTO","MG","02/2020","933185.75"
"311910","CORINTO","MG","12/2019","888220.9"
"311910","CORINTO","MG","01/2018","811807.1"
"311910","CORINTO","MG","02/2018","812761.1"
"311910","CORINTO","MG","03/2018","815336.9"
"311910","CORINTO","MG","04/2018","819200.09"
"311910","CORINTO","MG","05/2018","822062.6"
"311910","CORINTO","MG","06/2018","823016.60"
"311910","CORINTO","MG","07/2018","824924.6"
"311910","CORINTO","MG","08/2018","832556.6"
"311910","CORINTO","MG","09/2018","837326.6"
"311910","CORINTO","MG","10/2018","842096.6"
"311910","CORINTO","MG","11/2018","844918.14"
"311910","CORINTO","MG","12/2018","844673.1"
"311910","CORINTO","MG","01/2019","891215.5"
"311910","CORINTO","MG","02/2019","887223.17"
"311910","CORINTO","MG","03/2019","890216.7"
"311910","CORINTO","MG","04/2019","889218.7"
"311910","CORINTO","MG","05/2019","894208.7"
"311910","CORINTO","MG","06/2019","893210.7"
"311910","CORINTO","MG","07/2019","900196.7"
"311910","CORINTO","MG","08/2019","893210.7"
"311910","CORINTO","MG","09/2019","893210.7"
"311910","CORINTO","MG","10/2019","897202.7"
"311910","CORINTO","MG","11/2019","889328.61"
"311910","CORINTO","MG","01/2020","928867.45"
"311910","CORINTO","MG","03/2020","922735.75"
"311910","CORINTO","MG","04/2020","930050.75"
"311910","CORINTO","MG","05/2020","927960.75"
"311910","CORINTO","MG","06/2020","924825.75"
"311910","CORINTO","MG","07/2020","922735.75"
"311910","CORINTO","MG","08/2020","922735.75"
"311910","CORINTO","MG","09/2020","917510.75"
"311910","CORINTO","MG","10/2020","917510.75"
"311910","CORINTO","MG","12/2020","906015.75"
"311910","CORINTO","MG","01/2021","947100"
"311910","CORINTO","MG","02/2021","943800"
"311910","CORINTO","MG","03/2021","941600"
"311910","CORINTO","MG","04/2021","940500"
"311910","CORINTO","MG","05/2021","940500"
"311910","CORINTO","MG","06/2021","936100"
"311910","CORINTO","MG","07/2021","932800"
"311910","CORINTO","MG","08/2021","937200"
"311910","CORINTO","MG","09/2021","935000"
"311910","CORINTO","MG","10/2021","922900"
"311910","CORINTO","MG","11/2021","917489.96"
"311910","CORINTO","MG","12/2021","921800"
"311920","COROACI","MG","04/2021","165000"
"311920","COROACI","MG","05/2021","167200"
"311920","COROACI","MG","06/2021","168300"
"311920","COROACI","MG","07/2021","168300"
"311920","COROACI","MG","08/2021","169400"
"311920","COROACI","MG","09/2021","169400"
"311920","COROACI","MG","10/2021","168300"
"311920","COROACI","MG","11/2021","166126.43"
"311920","COROACI","MG","12/2021","163900"
"311920","COROACI","MG","09/2018","147870"
"311920","COROACI","MG","10/2018","147870"
"311920","COROACI","MG","11/2018","145959.5"
"311920","COROACI","MG","12/2018","145008"
"311920","COROACI","MG","01/2019","151696"
"311920","COROACI","MG","02/2019","149700"
"311920","COROACI","MG","03/2019","149700"
"311920","COROACI","MG","04/2019","150698"
"311920","COROACI","MG","05/2019","150698"
"311920","COROACI","MG","06/2019","150698"
"311920","COROACI","MG","07/2019","150698"
"311920","COROACI","MG","08/2019","149700"
"311920","COROACI","MG","09/2019","149700"
"311920","COROACI","MG","10/2019","151696"
"311920","COROACI","MG","11/2019","149728.37"
"311920","COROACI","MG","01/2020","157928"
"311920","COROACI","MG","02/2020","157795"
"311920","COROACI","MG","01/2018","141908"
"311920","COROACI","MG","02/2018","142862"
"311920","COROACI","MG","03/2018","142862"
"311920","COROACI","MG","04/2018","144770"
"311920","COROACI","MG","05/2018","143100"
"311920","COROACI","MG","06/2018","142146.00"
"311920","COROACI","MG","07/2018","142146"
"311920","COROACI","MG","08/2018","145962"
"311920","COROACI","MG","03/2020","157795"
"311920","COROACI","MG","04/2020","158840"
"311920","COROACI","MG","12/2019","149700"
"311920","COROACI","MG","05/2020","157795"
"311920","COROACI","MG","06/2020","158840.00"
"311920","COROACI","MG","07/2020","157795"
"311920","COROACI","MG","08/2020","158840"
"311920","COROACI","MG","09/2020","158840"
"311920","COROACI","MG","10/2020","157795"
"311920","COROACI","MG","11/2020","156776.83"
"311920","COROACI","MG","12/2020","152570"
"311920","COROACI","MG","01/2021","159500"
"311920","COROACI","MG","02/2021","160600"
"311920","COROACI","MG","03/2021","162800"
"311930","COROMANDEL","MG","04/2020","541310.5"
"311930","COROMANDEL","MG","12/2021","563200"
"311930","COROMANDEL","MG","11/2021","557776.7"
"311930","COROMANDEL","MG","10/2021","553300"
"311930","COROMANDEL","MG","09/2021","562100"
"311930","COROMANDEL","MG","08/2021","563200"
"311930","COROMANDEL","MG","07/2021","562100"
"311930","COROMANDEL","MG","06/2021","559900"
"311930","COROMANDEL","MG","05/2021","556600"
"311930","COROMANDEL","MG","04/2021","552200"
"311930","COROMANDEL","MG","03/2021","550000"
"311930","COROMANDEL","MG","02/2021","546700"
"311930","COROMANDEL","MG","01/2021","552200"
"311930","COROMANDEL","MG","12/2020","524590.5"
"311930","COROMANDEL","MG","11/2020","531993.23"
"311930","COROMANDEL","MG","10/2020","535040.5"
"311930","COROMANDEL","MG","09/2020","536085.5"
"311930","COROMANDEL","MG","08/2020","533995.5"
"311930","COROMANDEL","MG","07/2020","538175.5"
"311930","COROMANDEL","MG","06/2020","538175.50"
"311930","COROMANDEL","MG","05/2020","541310.5"
"311930","COROMANDEL","MG","03/2020","542355.5"
"311930","COROMANDEL","MG","02/2020","540265.5"
"311930","COROMANDEL","MG","01/2020","541319.7"
"311930","COROMANDEL","MG","11/2019","529039.79"
"311930","COROMANDEL","MG","10/2019","527942.4"
"311930","COROMANDEL","MG","09/2019","527942.4"
"311930","COROMANDEL","MG","08/2019","526944.4"
"311930","COROMANDEL","MG","07/2019","524948.4"
"311930","COROMANDEL","MG","06/2019","523950.4"
"311930","COROMANDEL","MG","05/2019","523950.4"
"311930","COROMANDEL","MG","04/2019","520956.4"
"311930","COROMANDEL","MG","03/2019","516964.4"
"311930","COROMANDEL","MG","02/2019","514968.4"
"311930","COROMANDEL","MG","01/2019","516964.4"
"311930","COROMANDEL","MG","12/2018","495794"
"311930","COROMANDEL","MG","11/2018","497688.19"
"311930","COROMANDEL","MG","10/2018","500564"
"311930","COROMANDEL","MG","09/2018","499610"
"311930","COROMANDEL","MG","08/2018","502472"
"311930","COROMANDEL","MG","07/2018","503426"
"311930","COROMANDEL","MG","06/2018","501518.00"
"311930","COROMANDEL","MG","05/2018","500468.6"
"311930","COROMANDEL","MG","04/2018","502248.5"
"311930","COROMANDEL","MG","03/2018","499227.85"
"311930","COROMANDEL","MG","12/2019","524948.4"
"311930","COROMANDEL","MG","02/2018","499610"
"311930","COROMANDEL","MG","01/2018","500564"
"311940","CORONEL FABRICIANO","MG","05/2018","1238817.7"
"311940","CORONEL FABRICIANO","MG","06/2018","1246449.70"
"311940","CORONEL FABRICIANO","MG","07/2018","1262667.7"
"311940","CORONEL FABRICIANO","MG","08/2018","1274115.7"
"311940","CORONEL FABRICIANO","MG","09/2018","1278885.7"
"311940","CORONEL FABRICIANO","MG","10/2018","1286517.7"
"311940","CORONEL FABRICIANO","MG","03/2021","1465200.71"
"311940","CORONEL FABRICIANO","MG","11/2018","1300765.18"
"311940","CORONEL FABRICIANO","MG","12/2018","1306027"
"311940","CORONEL FABRICIANO","MG","01/2019","1372250.4"
"311940","CORONEL FABRICIANO","MG","02/2019","1360274"
"311940","CORONEL FABRICIANO","MG","03/2019","1349296"
"311940","CORONEL FABRICIANO","MG","04/2019","1348298"
"311940","CORONEL FABRICIANO","MG","05/2019","1339316"
"311940","CORONEL FABRICIANO","MG","06/2021","1476200"
"311940","CORONEL FABRICIANO","MG","07/2021","1474000"
"311940","CORONEL FABRICIANO","MG","08/2021","1476200"
"311940","CORONEL FABRICIANO","MG","09/2021","1472900.62"
"311940","CORONEL FABRICIANO","MG","10/2021","1483900"
"311940","CORONEL FABRICIANO","MG","11/2021","1484164.66"
"311940","CORONEL FABRICIANO","MG","12/2021","1482800.89"
"311940","CORONEL FABRICIANO","MG","04/2021","1457500"
"311940","CORONEL FABRICIANO","MG","05/2021","1470700"
"311940","CORONEL FABRICIANO","MG","12/2019","1309376"
"311940","CORONEL FABRICIANO","MG","02/2018","1197795.7"
"311940","CORONEL FABRICIANO","MG","02/2020","1379400"
"311940","CORONEL FABRICIANO","MG","03/2020","1384625"
"311940","CORONEL FABRICIANO","MG","04/2020","1386715"
"311940","CORONEL FABRICIANO","MG","05/2020","1388805"
"311940","CORONEL FABRICIANO","MG","06/2020","1383580.00"
"311940","CORONEL FABRICIANO","MG","07/2020","1363725"
"311940","CORONEL FABRICIANO","MG","08/2020","1359545"
"311940","CORONEL FABRICIANO","MG","09/2020","1356410"
"311940","CORONEL FABRICIANO","MG","10/2020","1354320"
"311940","CORONEL FABRICIANO","MG","11/2020","1350446.38"
"311940","CORONEL FABRICIANO","MG","12/2020","1352230"
"311940","CORONEL FABRICIANO","MG","01/2021","1431100"
"311940","CORONEL FABRICIANO","MG","02/2021","1452000"
"311940","CORONEL FABRICIANO","MG","01/2020","1373558"
"311940","CORONEL FABRICIANO","MG","11/2019","1303703.06"
"311940","CORONEL FABRICIANO","MG","10/2019","1303388"
"311940","CORONEL FABRICIANO","MG","09/2019","1297400"
"311940","CORONEL FABRICIANO","MG","08/2019","1308378"
"311940","CORONEL FABRICIANO","MG","07/2019","1324346"
"311940","CORONEL FABRICIANO","MG","01/2018","1186347.7"
"311940","CORONEL FABRICIANO","MG","03/2018","1208289.7"
"311940","CORONEL FABRICIANO","MG","06/2019","1335324"
"311940","CORONEL FABRICIANO","MG","04/2018","1225461.7"
"311950","CORONEL MURTA","MG","10/2018","31482"
"311950","CORONEL MURTA","MG","09/2021","46200"
"311950","CORONEL MURTA","MG","08/2021","46200"
"311950","CORONEL MURTA","MG","07/2021","46200"
"311950","CORONEL MURTA","MG","06/2021","45100"
"311950","CORONEL MURTA","MG","05/2021","47300"
"311950","CORONEL MURTA","MG","04/2021","46200"
"311950","CORONEL MURTA","MG","03/2021","45100"
"311950","CORONEL MURTA","MG","02/2021","44000"
"311950","CORONEL MURTA","MG","01/2021","41800"
"311950","CORONEL MURTA","MG","12/2020","39710"
"311950","CORONEL MURTA","MG","11/2020","40767.51"
"311950","CORONEL MURTA","MG","10/2020","40755"
"311950","CORONEL MURTA","MG","12/2019","44910"
"311950","CORONEL MURTA","MG","01/2019","38922"
"311950","CORONEL MURTA","MG","02/2019","37924"
"311950","CORONEL MURTA","MG","03/2019","40918"
"311950","CORONEL MURTA","MG","04/2019","44910"
"311950","CORONEL MURTA","MG","05/2019","45908"
"311950","CORONEL MURTA","MG","06/2019","44910"
"311950","CORONEL MURTA","MG","07/2019","44910"
"311950","CORONEL MURTA","MG","08/2019","44910"
"311950","CORONEL MURTA","MG","09/2019","43912"
"311950","CORONEL MURTA","MG","10/2019","44910"
"311950","CORONEL MURTA","MG","11/2019","43929.15"
"311950","CORONEL MURTA","MG","01/2020","47794"
"311950","CORONEL MURTA","MG","02/2020","45980"
"311950","CORONEL MURTA","MG","03/2020","44935"
"311950","CORONEL MURTA","MG","04/2020","44935"
"311950","CORONEL MURTA","MG","05/2020","43890"
"311950","CORONEL MURTA","MG","06/2020","43890.00"
"311950","CORONEL MURTA","MG","07/2020","41800"
"311950","CORONEL MURTA","MG","08/2020","41800"
"311950","CORONEL MURTA","MG","09/2020","41800"
"311950","CORONEL MURTA","MG","12/2018","34344"
"311950","CORONEL MURTA","MG","11/2018","31482"
"311950","CORONEL MURTA","MG","10/2021","47300"
"311950","CORONEL MURTA","MG","09/2018","30528"
"311950","CORONEL MURTA","MG","08/2018","28620"
"311950","CORONEL MURTA","MG","07/2018","27666"
"311950","CORONEL MURTA","MG","06/2018","26712.00"
"311950","CORONEL MURTA","MG","05/2018","25758"
"311950","CORONEL MURTA","MG","04/2018","24804"
"311950","CORONEL MURTA","MG","03/2018","22896"
"311950","CORONEL MURTA","MG","02/2018","20988"
"311950","CORONEL MURTA","MG","01/2018","20988"
"311950","CORONEL MURTA","MG","12/2021","48400"
"311950","CORONEL MURTA","MG","11/2021","48411.53"
"311960","CORONEL PACHECO","MG","12/2018","45792"
"311960","CORONEL PACHECO","MG","02/2019","47904"
"311960","CORONEL PACHECO","MG","01/2019","47904"
"311960","CORONEL PACHECO","MG","11/2018","45791.74"
"311960","CORONEL PACHECO","MG","10/2018","46746"
"311960","CORONEL PACHECO","MG","04/2019","47904"
"311960","CORONEL PACHECO","MG","05/2020","44935"
"311960","CORONEL PACHECO","MG","04/2020","44935"
"311960","CORONEL PACHECO","MG","03/2020","44935"
"311960","CORONEL PACHECO","MG","09/2018","46746"
"311960","CORONEL PACHECO","MG","08/2018","44838"
"311960","CORONEL PACHECO","MG","03/2019","46906"
"311960","CORONEL PACHECO","MG","07/2018","43884"
"311960","CORONEL PACHECO","MG","06/2018","43884.00"
"311960","CORONEL PACHECO","MG","12/2019","42914"
"311960","CORONEL PACHECO","MG","12/2021","50600"
"311960","CORONEL PACHECO","MG","11/2021","49510.02"
"311960","CORONEL PACHECO","MG","10/2021","48400"
"311960","CORONEL PACHECO","MG","09/2021","47300"
"311960","CORONEL PACHECO","MG","08/2021","48400"
"311960","CORONEL PACHECO","MG","07/2021","48400"
"311960","CORONEL PACHECO","MG","06/2021","49500"
"311960","CORONEL PACHECO","MG","05/2021","50600"
"311960","CORONEL PACHECO","MG","04/2021","50600"
"311960","CORONEL PACHECO","MG","03/2021","49500"
"311960","CORONEL PACHECO","MG","02/2021","48400"
"311960","CORONEL PACHECO","MG","01/2021","48400"
"311960","CORONEL PACHECO","MG","12/2020","45980"
"311960","CORONEL PACHECO","MG","11/2020","45991.33"
"311960","CORONEL PACHECO","MG","10/2020","45980"
"311960","CORONEL PACHECO","MG","09/2020","45980"
"311960","CORONEL PACHECO","MG","08/2020","45980"
"311960","CORONEL PACHECO","MG","07/2020","45980"
"311960","CORONEL PACHECO","MG","06/2020","44935.00"
"311960","CORONEL PACHECO","MG","05/2018","43884"
"311960","CORONEL PACHECO","MG","04/2018","43884"
"311960","CORONEL PACHECO","MG","03/2018","43884"
"311960","CORONEL PACHECO","MG","02/2018","43884"
"311960","CORONEL PACHECO","MG","05/2019","46906"
"311960","CORONEL PACHECO","MG","01/2018","45792"
"311960","CORONEL PACHECO","MG","06/2019","47904"
"311960","CORONEL PACHECO","MG","02/2020","44935"
"311960","CORONEL PACHECO","MG","01/2020","44677"
"311960","CORONEL PACHECO","MG","11/2019","43923.33"
"311960","CORONEL PACHECO","MG","10/2019","43912"
"311960","CORONEL PACHECO","MG","09/2019","44910"
"311960","CORONEL PACHECO","MG","08/2019","45908"
"311960","CORONEL PACHECO","MG","07/2019","48902"
"311970","CORONEL XAVIER CHAVES","MG","10/2019","14970"
"311970","CORONEL XAVIER CHAVES","MG","11/2018","14881.84"
"311970","CORONEL XAVIER CHAVES","MG","12/2018","14882.4"
"311970","CORONEL XAVIER CHAVES","MG","01/2019","14970"
"311970","CORONEL XAVIER CHAVES","MG","02/2019","13972"
"311970","CORONEL XAVIER CHAVES","MG","03/2019","14970"
"311970","CORONEL XAVIER CHAVES","MG","04/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","05/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","06/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","07/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","08/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","09/2019","15968"
"311970","CORONEL XAVIER CHAVES","MG","11/2019","14970.14"
"311970","CORONEL XAVIER CHAVES","MG","01/2020","15585"
"311970","CORONEL XAVIER CHAVES","MG","02/2020","15675"
"311970","CORONEL XAVIER CHAVES","MG","03/2020","14630"
"311970","CORONEL XAVIER CHAVES","MG","04/2020","14630"
"311970","CORONEL XAVIER CHAVES","MG","05/2020","14630"
"311970","CORONEL XAVIER CHAVES","MG","06/2020","14630.00"
"311970","CORONEL XAVIER CHAVES","MG","07/2020","14630"
"311970","CORONEL XAVIER CHAVES","MG","08/2020","14630"
"311970","CORONEL XAVIER CHAVES","MG","09/2020","15675"
"311970","CORONEL XAVIER CHAVES","MG","10/2020","15675"
"311970","CORONEL XAVIER CHAVES","MG","11/2020","15675.14"
"311970","CORONEL XAVIER CHAVES","MG","12/2020","15675"
"311970","CORONEL XAVIER CHAVES","MG","01/2021","16500"
"311970","CORONEL XAVIER CHAVES","MG","02/2021","16500"
"311970","CORONEL XAVIER CHAVES","MG","03/2021","16500"
"311970","CORONEL XAVIER CHAVES","MG","04/2021","16500"
"311970","CORONEL XAVIER CHAVES","MG","05/2021","15400"
"311970","CORONEL XAVIER CHAVES","MG","06/2021","15400"
"311970","CORONEL XAVIER CHAVES","MG","07/2021","15400"
"311970","CORONEL XAVIER CHAVES","MG","08/2021","15400"
"311970","CORONEL XAVIER CHAVES","MG","09/2021","15400"
"311970","CORONEL XAVIER CHAVES","MG","10/2021","13200"
"311970","CORONEL XAVIER CHAVES","MG","11/2021","13200"
"311970","CORONEL XAVIER CHAVES","MG","12/2021","13200"
"311970","CORONEL XAVIER CHAVES","MG","12/2019","14970"
"311970","CORONEL XAVIER CHAVES","MG","06/2018","13928.40"
"311970","CORONEL XAVIER CHAVES","MG","05/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","04/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","03/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","02/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","01/2018","11448"
"311970","CORONEL XAVIER CHAVES","MG","07/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","08/2018","13928.4"
"311970","CORONEL XAVIER CHAVES","MG","09/2018","14882.4"
"311970","CORONEL XAVIER CHAVES","MG","10/2018","14882.4"
"311980","CÓRREGO DANTA","MG","08/2018","31195.8"
"311980","CÓRREGO DANTA","MG","12/2021","36300"
"311980","CÓRREGO DANTA","MG","11/2021","36302.55"
"311980","CÓRREGO DANTA","MG","10/2021","36300"
"311980","CÓRREGO DANTA","MG","09/2021","35200"
"311980","CÓRREGO DANTA","MG","08/2021","36300"
"311980","CÓRREGO DANTA","MG","07/2021","37400"
"311980","CÓRREGO DANTA","MG","06/2021","37400"
"311980","CÓRREGO DANTA","MG","05/2021","37400"
"311980","CÓRREGO DANTA","MG","04/2021","37400"
"311980","CÓRREGO DANTA","MG","03/2021","36300"
"311980","CÓRREGO DANTA","MG","02/2021","36300"
"311980","CÓRREGO DANTA","MG","01/2021","36300"
"311980","CÓRREGO DANTA","MG","12/2020","34485"
"311980","CÓRREGO DANTA","MG","11/2020","35532.55"
"311980","CÓRREGO DANTA","MG","10/2020","35530"
"311980","CÓRREGO DANTA","MG","09/2020","35530"
"311980","CÓRREGO DANTA","MG","08/2020","34485"
"311980","CÓRREGO DANTA","MG","07/2018","31195.8"
"311980","CÓRREGO DANTA","MG","06/2018","30528.00"
"311980","CÓRREGO DANTA","MG","05/2018","31482"
"311980","CÓRREGO DANTA","MG","04/2018","29574"
"311980","CÓRREGO DANTA","MG","03/2018","29574"
"311980","CÓRREGO DANTA","MG","02/2018","29574"
"311980","CÓRREGO DANTA","MG","07/2020","35530"
"311980","CÓRREGO DANTA","MG","06/2020","36575.00"
"311980","CÓRREGO DANTA","MG","05/2020","36575"
"311980","CÓRREGO DANTA","MG","04/2020","36575"
"311980","CÓRREGO DANTA","MG","03/2020","36575"
"311980","CÓRREGO DANTA","MG","02/2020","37620"
"311980","CÓRREGO DANTA","MG","01/2020","37404"
"311980","CÓRREGO DANTA","MG","11/2019","34934.07"
"311980","CÓRREGO DANTA","MG","10/2019","34930"
"311980","CÓRREGO DANTA","MG","09/2019","34930"
"311980","CÓRREGO DANTA","MG","08/2019","34930"
"311980","CÓRREGO DANTA","MG","07/2019","35928"
"311980","CÓRREGO DANTA","MG","06/2019","35928"
"311980","CÓRREGO DANTA","MG","05/2019","35928"
"311980","CÓRREGO DANTA","MG","04/2019","35928"
