"Código","Unidade Territorial","UF","Referência","Valor repassado às pessoas com deficiência (PCD) via Benefício de Prestação Continuada (BPC) por município pagador"
"313300","ITAMONTE","MG","10/2020","190190"
"313300","ITAMONTE","MG","11/2020","190215.45"
"313300","ITAMONTE","MG","12/2020","188100"
"313300","ITAMONTE","MG","01/2021","195800"
"313300","ITAMONTE","MG","02/2021","195800"
"313300","ITAMONTE","MG","03/2021","194700"
"313300","ITAMONTE","MG","04/2021","192500"
"313300","ITAMONTE","MG","05/2021","192500"
"313300","ITAMONTE","MG","06/2021","191400"
"313300","ITAMONTE","MG","07/2021","189200"
"313300","ITAMONTE","MG","08/2021","184800"
"313300","ITAMONTE","MG","09/2021","182600"
"313300","ITAMONTE","MG","10/2021","181500"
"313300","ITAMONTE","MG","11/2021","178223"
"313300","ITAMONTE","MG","12/2021","179300"
"313310","ITANHANDU","MG","12/2019","121756"
"313310","ITANHANDU","MG","02/2018","112572"
"313310","ITANHANDU","MG","03/2018","112572"
"313310","ITANHANDU","MG","04/2018","112572"
"313310","ITANHANDU","MG","05/2018","114480"
"313310","ITANHANDU","MG","06/2018","112572.00"
"313310","ITANHANDU","MG","07/2018","112572"
"313310","ITANHANDU","MG","08/2018","111618"
"313310","ITANHANDU","MG","09/2018","111618"
"313310","ITANHANDU","MG","10/2018","118296"
"313310","ITANHANDU","MG","11/2018","121149.11"
"313310","ITANHANDU","MG","12/2018","120204"
"313310","ITANHANDU","MG","01/2019","127744"
"313310","ITANHANDU","MG","02/2019","126746"
"313310","ITANHANDU","MG","03/2019","125748"
"313310","ITANHANDU","MG","04/2019","126746"
"313310","ITANHANDU","MG","05/2019","126746"
"313310","ITANHANDU","MG","06/2019","125748"
"313310","ITANHANDU","MG","07/2019","126746"
"313310","ITANHANDU","MG","08/2019","124750"
"313310","ITANHANDU","MG","09/2019","123752"
"313310","ITANHANDU","MG","10/2019","123752"
"313310","ITANHANDU","MG","11/2019","122771.24"
"313310","ITANHANDU","MG","01/2020","127797"
"313310","ITANHANDU","MG","02/2020","127490"
"313310","ITANHANDU","MG","03/2020","128535"
"313310","ITANHANDU","MG","04/2020","129580"
"313310","ITANHANDU","MG","05/2020","130625"
"313310","ITANHANDU","MG","06/2020","129580.00"
"313310","ITANHANDU","MG","07/2020","128535"
"313310","ITANHANDU","MG","08/2020","128535"
"313310","ITANHANDU","MG","09/2020","128535"
"313310","ITANHANDU","MG","10/2020","128535"
"313310","ITANHANDU","MG","11/2020","128553.52"
"313310","ITANHANDU","MG","12/2020","126445"
"313310","ITANHANDU","MG","01/2021","133100"
"313310","ITANHANDU","MG","02/2021","133100"
"313310","ITANHANDU","MG","03/2021","130900"
"313310","ITANHANDU","MG","04/2021","130900"
"313310","ITANHANDU","MG","05/2021","126500"
"313310","ITANHANDU","MG","06/2021","126500"
"313310","ITANHANDU","MG","07/2021","123200"
"313310","ITANHANDU","MG","08/2021","124300"
"313310","ITANHANDU","MG","09/2021","122100"
"313310","ITANHANDU","MG","10/2021","122100"
"313310","ITANHANDU","MG","11/2021","122112.96"
"313310","ITANHANDU","MG","12/2021","121000"
"313310","ITANHANDU","MG","01/2018","111618"
"313320","ITANHOMI","MG","01/2019","283432.6"
"313320","ITANHOMI","MG","12/2019","280438.6"
"313320","ITANHOMI","MG","12/2021","306900"
"313320","ITANHOMI","MG","11/2021","306968.31"
"313320","ITANHOMI","MG","10/2021","304700"
"313320","ITANHOMI","MG","09/2021","305800"
"313320","ITANHOMI","MG","08/2021","308000"
"313320","ITANHOMI","MG","07/2021","310200"
"313320","ITANHOMI","MG","06/2021","309100"
"313320","ITANHOMI","MG","05/2021","311300"
"313320","ITANHOMI","MG","04/2021","315700"
"313320","ITANHOMI","MG","03/2021","315700"
"313320","ITANHOMI","MG","02/2021","314600"
"313320","ITANHOMI","MG","01/2021","310200"
"313320","ITANHOMI","MG","12/2020","295735"
"313320","ITANHOMI","MG","11/2020","295811.67"
"313320","ITANHOMI","MG","10/2020","294690"
"313320","ITANHOMI","MG","09/2020","296780"
"313320","ITANHOMI","MG","08/2020","294690"
"313320","ITANHOMI","MG","07/2020","294690"
"313320","ITANHOMI","MG","06/2020","294690.00"
"313320","ITANHOMI","MG","05/2020","294690"
"313320","ITANHOMI","MG","04/2020","293645"
"313320","ITANHOMI","MG","03/2020","294690"
"313320","ITANHOMI","MG","02/2020","295735"
"313320","ITANHOMI","MG","01/2020","294037.8"
"313320","ITANHOMI","MG","11/2019","278518.76"
"313320","ITANHOMI","MG","10/2019","278442.6"
"313320","ITANHOMI","MG","09/2019","277444.6"
"313320","ITANHOMI","MG","08/2019","277444.6"
"313320","ITANHOMI","MG","07/2019","279440.6"
"313320","ITANHOMI","MG","06/2019","281436.6"
"313320","ITANHOMI","MG","05/2019","285428.6"
"313320","ITANHOMI","MG","04/2019","286427"
"313320","ITANHOMI","MG","03/2019","284431"
"313320","ITANHOMI","MG","02/2019","283433"
"313320","ITANHOMI","MG","12/2018","273083.3"
"313320","ITANHOMI","MG","11/2018","271830.8"
"313320","ITANHOMI","MG","10/2018","271843.1"
"313320","ITANHOMI","MG","09/2018","272797.1"
"313320","ITANHOMI","MG","08/2018","272797.1"
"313320","ITANHOMI","MG","07/2018","270889.1"
"313320","ITANHOMI","MG","06/2018","270889.10"
"313320","ITANHOMI","MG","05/2018","272797.1"
"313320","ITANHOMI","MG","04/2018","269935.1"
"313320","ITANHOMI","MG","03/2018","268981.1"
"313320","ITANHOMI","MG","02/2018","268981.1"
"313320","ITANHOMI","MG","01/2018","269935.1"
"313330","ITAOBIM","MG","01/2018","772263.2"
"313330","ITAOBIM","MG","12/2019","870256"
"313330","ITAOBIM","MG","10/2018","807561.2"
"313330","ITAOBIM","MG","12/2021","944900"
"313330","ITAOBIM","MG","11/2021","941726.91"
"313330","ITAOBIM","MG","10/2021","947100"
"313330","ITAOBIM","MG","09/2021","949300"
"313330","ITAOBIM","MG","08/2021","943800"
"313330","ITAOBIM","MG","07/2021","940500"
"313330","ITAOBIM","MG","06/2021","938300"
"313330","ITAOBIM","MG","05/2021","947100.42"
"313330","ITAOBIM","MG","04/2021","939400"
"313330","ITAOBIM","MG","03/2021","936100"
"313330","ITAOBIM","MG","02/2021","932800"
"313330","ITAOBIM","MG","01/2021","933900"
"313330","ITAOBIM","MG","12/2020","888250.5"
"313330","ITAOBIM","MG","11/2020","890481.15"
"313330","ITAOBIM","MG","05/2018","794205.2"
"313330","ITAOBIM","MG","10/2020","893475.5"
"313330","ITAOBIM","MG","08/2020","895565"
"313330","ITAOBIM","MG","07/2020","895565"
"313330","ITAOBIM","MG","06/2020","896610.00"
"313330","ITAOBIM","MG","05/2020","898700"
"313330","ITAOBIM","MG","04/2020","899745"
"313330","ITAOBIM","MG","03/2020","901835"
"313330","ITAOBIM","MG","02/2020","908105"
"313330","ITAOBIM","MG","01/2020","898735"
"313330","ITAOBIM","MG","11/2019","869416.93"
"313330","ITAOBIM","MG","10/2019","871254"
"313330","ITAOBIM","MG","09/2019","867262"
"313330","ITAOBIM","MG","08/2019","868260"
"313330","ITAOBIM","MG","07/2019","868260"
"313330","ITAOBIM","MG","06/2019","867262"
"313330","ITAOBIM","MG","05/2019","870256"
"313330","ITAOBIM","MG","04/2019","865266.6"
"313330","ITAOBIM","MG","06/2018","796113.20"
"313330","ITAOBIM","MG","03/2019","867262.6"
"313330","ITAOBIM","MG","02/2019","863270.6"
"313330","ITAOBIM","MG","01/2019","861274.6"
"313330","ITAOBIM","MG","12/2018","812618.2"
"313330","ITAOBIM","MG","09/2020","896610"
"313330","ITAOBIM","MG","11/2018","809673.4"
"313330","ITAOBIM","MG","09/2018","798021.2"
"313330","ITAOBIM","MG","08/2018","800883.2"
"313330","ITAOBIM","MG","07/2018","798021.2"
"313330","ITAOBIM","MG","04/2018","782757.2"
"313330","ITAOBIM","MG","03/2018","780849.2"
"313330","ITAOBIM","MG","02/2018","777033.2"
"313340","ITAPAGIPE","MG","04/2019","235528"
"313340","ITAPAGIPE","MG","12/2021","255200"
"313340","ITAPAGIPE","MG","11/2021","255238.62"
"313340","ITAPAGIPE","MG","10/2021","258500"
"313340","ITAPAGIPE","MG","09/2021","259600"
"313340","ITAPAGIPE","MG","08/2021","255200"
"313340","ITAPAGIPE","MG","07/2021","258500"
"313340","ITAPAGIPE","MG","06/2021","253000"
"313340","ITAPAGIPE","MG","05/2021","248600"
"313340","ITAPAGIPE","MG","04/2021","248600"
"313340","ITAPAGIPE","MG","03/2021","249700"
"313340","ITAPAGIPE","MG","02/2021","248600"
"313340","ITAPAGIPE","MG","01/2021","251900"
"313340","ITAPAGIPE","MG","12/2020","240350"
"313340","ITAPAGIPE","MG","11/2020","242488.97"
"313340","ITAPAGIPE","MG","10/2020","242440"
"313340","ITAPAGIPE","MG","09/2020","242440"
"313340","ITAPAGIPE","MG","08/2020","242440"
"313340","ITAPAGIPE","MG","07/2020","242440"
"313340","ITAPAGIPE","MG","06/2020","243485.00"
"313340","ITAPAGIPE","MG","05/2020","242440"
"313340","ITAPAGIPE","MG","04/2020","241395"
"313340","ITAPAGIPE","MG","03/2020","240350"
"313340","ITAPAGIPE","MG","02/2020","240350"
"313340","ITAPAGIPE","MG","01/2020","237931"
"313340","ITAPAGIPE","MG","11/2019","230596.42"
"313340","ITAPAGIPE","MG","10/2019","230538"
"313340","ITAPAGIPE","MG","09/2019","229540"
"313340","ITAPAGIPE","MG","08/2019","230538"
"313340","ITAPAGIPE","MG","07/2019","232534"
"313340","ITAPAGIPE","MG","06/2019","236526"
"313340","ITAPAGIPE","MG","05/2019","237524"
"313340","ITAPAGIPE","MG","03/2019","233532"
"313340","ITAPAGIPE","MG","02/2019","234530"
"313340","ITAPAGIPE","MG","01/2019","235528"
"313340","ITAPAGIPE","MG","12/2018","221328"
"313340","ITAPAGIPE","MG","11/2018","222278.85"
"313340","ITAPAGIPE","MG","10/2018","222282"
"313340","ITAPAGIPE","MG","09/2018","221328"
"313340","ITAPAGIPE","MG","08/2018","221328"
"313340","ITAPAGIPE","MG","02/2018","218466"
"313340","ITAPAGIPE","MG","01/2018","219420"
"313340","ITAPAGIPE","MG","05/2018","223236"
"313340","ITAPAGIPE","MG","04/2018","223236"
"313340","ITAPAGIPE","MG","07/2018","222282"
"313340","ITAPAGIPE","MG","06/2018","222282.00"
"313340","ITAPAGIPE","MG","03/2018","220374"
"313340","ITAPAGIPE","MG","12/2019","230538"
"313350","ITAPECERICA","MG","03/2018","335808.1"
"313350","ITAPECERICA","MG","12/2021","326700"
"313350","ITAPECERICA","MG","10/2018","331992.1"
"313350","ITAPECERICA","MG","11/2018","334844.43"
"313350","ITAPECERICA","MG","12/2018","331038.1"
"313350","ITAPECERICA","MG","01/2019","345308"
"313350","ITAPECERICA","MG","07/2018","331992.1"
"313350","ITAPECERICA","MG","02/2019","346306"
"313350","ITAPECERICA","MG","03/2019","340318"
"313350","ITAPECERICA","MG","04/2019","343312"
"313350","ITAPECERICA","MG","05/2019","343312"
"313350","ITAPECERICA","MG","06/2019","334330"
"313350","ITAPECERICA","MG","07/2019","332334"
"313350","ITAPECERICA","MG","08/2019","333332"
"313350","ITAPECERICA","MG","09/2019","334330"
"313350","ITAPECERICA","MG","10/2019","336326"
"313350","ITAPECERICA","MG","11/2019","336375.83"
"313350","ITAPECERICA","MG","01/2020","349104"
"313350","ITAPECERICA","MG","02/2020","351120"
"313350","ITAPECERICA","MG","03/2020","351120"
"313350","ITAPECERICA","MG","04/2020","349030"
"313350","ITAPECERICA","MG","05/2020","350075"
"313350","ITAPECERICA","MG","06/2020","346940.00"
"313350","ITAPECERICA","MG","07/2020","347985"
"313350","ITAPECERICA","MG","08/2020","345895"
"313350","ITAPECERICA","MG","09/2020","347985"
"313350","ITAPECERICA","MG","10/2020","344850"
"313350","ITAPECERICA","MG","11/2020","341757.3"
"313350","ITAPECERICA","MG","12/2020","337535"
"313350","ITAPECERICA","MG","10/2021","332200"
"313350","ITAPECERICA","MG","01/2021","354200"
"313350","ITAPECERICA","MG","02/2021","354200"
"313350","ITAPECERICA","MG","06/2018","331992.10"
"313350","ITAPECERICA","MG","12/2019","334330"
"313350","ITAPECERICA","MG","03/2021","354200"
"313350","ITAPECERICA","MG","04/2021","353100"
"313350","ITAPECERICA","MG","08/2018","332946.1"
"313350","ITAPECERICA","MG","05/2021","346500"
"313350","ITAPECERICA","MG","11/2021","328933.65"
"313350","ITAPECERICA","MG","06/2021","346500"
"313350","ITAPECERICA","MG","07/2021","346500"
"313350","ITAPECERICA","MG","04/2018","333900.1"
"313350","ITAPECERICA","MG","09/2018","333900.1"
"313350","ITAPECERICA","MG","05/2018","334854.1"
"313350","ITAPECERICA","MG","08/2021","342100"
"313350","ITAPECERICA","MG","01/2018","333900.1"
"313350","ITAPECERICA","MG","02/2018","332946.1"
"313350","ITAPECERICA","MG","09/2021","337700"
"313360","ITAPEVA","MG","05/2018","65826"
"313360","ITAPEVA","MG","12/2019","70858"
"313360","ITAPEVA","MG","06/2021","79200"
"313360","ITAPEVA","MG","01/2018","62964"
"313360","ITAPEVA","MG","02/2018","64872"
"313360","ITAPEVA","MG","03/2018","64872"
"313360","ITAPEVA","MG","04/2018","65826"
"313360","ITAPEVA","MG","06/2018","65826.00"
"313360","ITAPEVA","MG","07/2018","65826"
"313360","ITAPEVA","MG","08/2018","66780"
"313360","ITAPEVA","MG","09/2018","66780"
"313360","ITAPEVA","MG","10/2018","66780"
"313360","ITAPEVA","MG","11/2018","65824.12"
"313360","ITAPEVA","MG","12/2018","63918"
"313360","ITAPEVA","MG","01/2019","66866"
"313360","ITAPEVA","MG","02/2019","66866"
"313360","ITAPEVA","MG","03/2019","67864"
"313360","ITAPEVA","MG","04/2019","67864"
"313360","ITAPEVA","MG","05/2019","67864"
"313360","ITAPEVA","MG","06/2019","66866"
"313360","ITAPEVA","MG","07/2019","66866"
"313360","ITAPEVA","MG","08/2019","68862"
"313360","ITAPEVA","MG","09/2019","68862"
"313360","ITAPEVA","MG","10/2019","70858"
"313360","ITAPEVA","MG","11/2019","69878.87"
"313360","ITAPEVA","MG","01/2020","71691"
"313360","ITAPEVA","MG","02/2020","72105"
"313360","ITAPEVA","MG","03/2020","72105"
"313360","ITAPEVA","MG","04/2020","72105"
"313360","ITAPEVA","MG","05/2020","72105"
"313360","ITAPEVA","MG","06/2020","72105.00"
"313360","ITAPEVA","MG","07/2020","73150"
"313360","ITAPEVA","MG","08/2020","73150"
"313360","ITAPEVA","MG","09/2020","73150"
"313360","ITAPEVA","MG","10/2020","73150"
"313360","ITAPEVA","MG","11/2020","73166.98"
"313360","ITAPEVA","MG","12/2020","72105"
"313360","ITAPEVA","MG","01/2021","75900"
"313360","ITAPEVA","MG","02/2021","75900"
"313360","ITAPEVA","MG","03/2021","75900"
"313360","ITAPEVA","MG","04/2021","75900"
"313360","ITAPEVA","MG","05/2021","78100"
"313360","ITAPEVA","MG","07/2021","77000"
"313360","ITAPEVA","MG","08/2021","81400"
"313360","ITAPEVA","MG","09/2021","80300"
"313360","ITAPEVA","MG","10/2021","83600"
"313360","ITAPEVA","MG","11/2021","83610.08"
"313360","ITAPEVA","MG","12/2021","85800"
"313370","ITATIAIUÇU","MG","01/2018","65826"
"313370","ITATIAIUÇU","MG","02/2018","67734"
"313370","ITATIAIUÇU","MG","03/2018","67734"
"313370","ITATIAIUÇU","MG","04/2018","66780"
"313370","ITATIAIUÇU","MG","05/2018","66780"
"313370","ITATIAIUÇU","MG","06/2018","65826.00"
"313370","ITATIAIUÇU","MG","07/2018","65826"
"313370","ITATIAIUÇU","MG","08/2018","64872"
"313370","ITATIAIUÇU","MG","09/2018","64872"
"313370","ITATIAIUÇU","MG","10/2018","65826"
"313370","ITATIAIUÇU","MG","11/2018","67728.58"
"313370","ITATIAIUÇU","MG","12/2018","68688"
"313370","ITATIAIUÇU","MG","01/2019","72854"
"313370","ITATIAIUÇU","MG","02/2019","73852"
"313370","ITATIAIUÇU","MG","03/2019","73852"
"313370","ITATIAIUÇU","MG","04/2019","73852"
"313370","ITATIAIUÇU","MG","05/2019","73852"
"313370","ITATIAIUÇU","MG","06/2019","74850"
"313370","ITATIAIUÇU","MG","07/2019","70858"
"313370","ITATIAIUÇU","MG","08/2019","70858"
"313370","ITATIAIUÇU","MG","09/2019","69860"
"313370","ITATIAIUÇU","MG","10/2019","70858"
"313370","ITATIAIUÇU","MG","11/2019","72864.82"
"313370","ITATIAIUÇU","MG","01/2020","72730"
"313370","ITATIAIUÇU","MG","02/2020","71060"
"313370","ITATIAIUÇU","MG","03/2020","71060"
"313370","ITATIAIUÇU","MG","04/2020","72105"
"313370","ITATIAIUÇU","MG","05/2020","72105"
"313370","ITATIAIUÇU","MG","06/2020","72105.00"
"313370","ITATIAIUÇU","MG","07/2020","72105"
"313370","ITATIAIUÇU","MG","08/2020","72105"
"313370","ITATIAIUÇU","MG","09/2020","72105"
"313370","ITATIAIUÇU","MG","12/2021","85800"
"313370","ITATIAIUÇU","MG","10/2020","72105"
"313370","ITATIAIUÇU","MG","11/2020","72112.06"
"313370","ITATIAIUÇU","MG","12/2020","72105"
"313370","ITATIAIUÇU","MG","01/2021","74800"
"313370","ITATIAIUÇU","MG","02/2021","74800"
"313370","ITATIAIUÇU","MG","03/2021","75900"
"313370","ITATIAIUÇU","MG","04/2021","74800"
"313370","ITATIAIUÇU","MG","05/2021","77000"
"313370","ITATIAIUÇU","MG","06/2021","77000"
"313370","ITATIAIUÇU","MG","10/2021","85800"
"313370","ITATIAIUÇU","MG","07/2021","83600"
"313370","ITATIAIUÇU","MG","08/2021","85800"
"313370","ITATIAIUÇU","MG","09/2021","85800"
"313370","ITATIAIUÇU","MG","11/2021","86905.88"
"313370","ITATIAIUÇU","MG","12/2019","69860"
"313375","ITAÚ DE MINAS","MG","04/2018","160272"
"313375","ITAÚ DE MINAS","MG","12/2021","195800"
"313375","ITAÚ DE MINAS","MG","11/2021","195815.85"
"313375","ITAÚ DE MINAS","MG","10/2021","190300"
"313375","ITAÚ DE MINAS","MG","09/2021","191400"
"313375","ITAÚ DE MINAS","MG","08/2021","193600"
"313375","ITAÚ DE MINAS","MG","07/2021","195800"
"313375","ITAÚ DE MINAS","MG","06/2021","191400"
"313375","ITAÚ DE MINAS","MG","05/2021","192500"
"313375","ITAÚ DE MINAS","MG","04/2021","191400"
"313375","ITAÚ DE MINAS","MG","03/2021","191400"
"313375","ITAÚ DE MINAS","MG","02/2021","185900"
"313375","ITAÚ DE MINAS","MG","01/2021","190300"
"313375","ITAÚ DE MINAS","MG","12/2020","180785"
"313375","ITAÚ DE MINAS","MG","11/2020","180805.33"
"313375","ITAÚ DE MINAS","MG","10/2020","179740"
"313375","ITAÚ DE MINAS","MG","09/2020","180785"
"313375","ITAÚ DE MINAS","MG","08/2020","182875"
"313375","ITAÚ DE MINAS","MG","07/2020","182875"
"313375","ITAÚ DE MINAS","MG","06/2020","182875.00"
"313375","ITAÚ DE MINAS","MG","05/2020","174515"
"313375","ITAÚ DE MINAS","MG","04/2020","175560"
"313375","ITAÚ DE MINAS","MG","03/2020","173470"
"313375","ITAÚ DE MINAS","MG","02/2020","176605"
"313375","ITAÚ DE MINAS","MG","01/2020","173513"
"313375","ITAÚ DE MINAS","MG","11/2019","165687.33"
"313375","ITAÚ DE MINAS","MG","10/2019","166666"
"313375","ITAÚ DE MINAS","MG","09/2019","164670"
"313375","ITAÚ DE MINAS","MG","08/2019","165668"
"313375","ITAÚ DE MINAS","MG","07/2019","166666"
"313375","ITAÚ DE MINAS","MG","06/2019","168662"
"313375","ITAÚ DE MINAS","MG","05/2019","167664"
"313375","ITAÚ DE MINAS","MG","04/2019","167664"
"313375","ITAÚ DE MINAS","MG","03/2019","165668"
"313375","ITAÚ DE MINAS","MG","02/2019","166666"
"313375","ITAÚ DE MINAS","MG","01/2019","165668"
"313375","ITAÚ DE MINAS","MG","12/2018","158364"
"313375","ITAÚ DE MINAS","MG","11/2018","159302.19"
"313375","ITAÚ DE MINAS","MG","10/2018","161226"
"313375","ITAÚ DE MINAS","MG","09/2018","160272"
"313375","ITAÚ DE MINAS","MG","08/2018","160272"
"313375","ITAÚ DE MINAS","MG","07/2018","155502"
"313375","ITAÚ DE MINAS","MG","06/2018","157410.00"
"313375","ITAÚ DE MINAS","MG","05/2018","160272"
"313375","ITAÚ DE MINAS","MG","03/2018","156456"
"313375","ITAÚ DE MINAS","MG","02/2018","154548"
"313375","ITAÚ DE MINAS","MG","01/2018","155502"
"313375","ITAÚ DE MINAS","MG","12/2019","166666"
"313380","ITAÚNA","MG","01/2018","618211.08"
"313380","ITAÚNA","MG","02/2018","622981.08"
"313380","ITAÚNA","MG","03/2018","627751.08"
"313380","ITAÚNA","MG","04/2018","643015.08"
"313380","ITAÚNA","MG","05/2018","649693.08"
"313380","ITAÚNA","MG","06/2018","646831.08"
"313380","ITAÚNA","MG","07/2018","657039.08"
"313380","ITAÚNA","MG","08/2018","659901.08"
"313380","ITAÚNA","MG","09/2018","663041.08"
"313380","ITAÚNA","MG","10/2018","667819.08"
"313380","ITAÚNA","MG","11/2018","667796.33"
"313380","ITAÚNA","MG","12/2018","673543.08"
"313380","ITAÚNA","MG","01/2019","700596"
"313380","ITAÚNA","MG","02/2019","696604.6"
"313380","ITAÚNA","MG","03/2019","701594.99"
"313380","ITAÚNA","MG","04/2019","709578.2"
"313380","ITAÚNA","MG","05/2019","713570.2"
"313380","ITAÚNA","MG","06/2019","716564.2"
"313380","ITAÚNA","MG","07/2019","710576.2"
"313380","ITAÚNA","MG","08/2019","702592.2"
"313380","ITAÚNA","MG","09/2019","703590.2"
"313380","ITAÚNA","MG","10/2019","710576.2"
"313380","ITAÚNA","MG","11/2019","715757.14"
"313380","ITAÚNA","MG","01/2020","737691.1"
"313380","ITAÚNA","MG","02/2020","750310.5"
"313380","ITAÚNA","MG","03/2020","744040.5"
"313380","ITAÚNA","MG","04/2020","742995.5"
"313380","ITAÚNA","MG","05/2020","746130.5"
"313380","ITAÚNA","MG","06/2020","741950.50"
"313380","ITAÚNA","MG","07/2020","735680.5"
"313380","ITAÚNA","MG","08/2020","735680.5"
"313380","ITAÚNA","MG","09/2020","734635.5"
"313380","ITAÚNA","MG","10/2020","733590.5"
"313380","ITAÚNA","MG","11/2020","733762.53"
"313380","ITAÚNA","MG","12/2020","730456"
"313380","ITAÚNA","MG","01/2021","768900"
"313380","ITAÚNA","MG","02/2021","775500"
"313380","ITAÚNA","MG","03/2021","767800"
"313380","ITAÚNA","MG","04/2021","755700"
"313380","ITAÚNA","MG","05/2021","761200"
"313380","ITAÚNA","MG","06/2021","768900"
"313380","ITAÚNA","MG","07/2021","767800"
"313380","ITAÚNA","MG","08/2021","775500"
"313380","ITAÚNA","MG","09/2021","773300"
"313380","ITAÚNA","MG","10/2021","772200"
"313380","ITAÚNA","MG","12/2019","710576.2"
"313380","ITAÚNA","MG","12/2021","771100"
"313380","ITAÚNA","MG","11/2021","774549.11"
"313390","ITAVERAVA","MG","03/2019","46906.6"
"313390","ITAVERAVA","MG","12/2019","45908.6"
"313390","ITAVERAVA","MG","01/2018","37206.8"
"313390","ITAVERAVA","MG","02/2018","37206.8"
"313390","ITAVERAVA","MG","03/2018","37206.8"
"313390","ITAVERAVA","MG","04/2018","39114.8"
"313390","ITAVERAVA","MG","05/2018","39114.8"
"313390","ITAVERAVA","MG","06/2018","38160.80"
"313390","ITAVERAVA","MG","07/2018","41022.8"
"313390","ITAVERAVA","MG","08/2018","43884.8"
"313390","ITAVERAVA","MG","09/2018","42930.8"
"313390","ITAVERAVA","MG","10/2018","42930.8"
"313390","ITAVERAVA","MG","11/2018","43870.71"
"313390","ITAVERAVA","MG","12/2018","44838.8"
"313390","ITAVERAVA","MG","01/2019","46906.6"
"313390","ITAVERAVA","MG","02/2019","46906.6"
"313390","ITAVERAVA","MG","04/2019","46906.6"
"313390","ITAVERAVA","MG","05/2019","48902.6"
"313390","ITAVERAVA","MG","06/2019","47904.6"
"313390","ITAVERAVA","MG","07/2019","46906.6"
"313390","ITAVERAVA","MG","08/2019","46906.6"
"313390","ITAVERAVA","MG","09/2019","46906.6"
"313390","ITAVERAVA","MG","10/2019","48902.6"
"313390","ITAVERAVA","MG","11/2019","46908.21"
"313390","ITAVERAVA","MG","01/2020","47794.8"
"313390","ITAVERAVA","MG","02/2020","48070"
"313390","ITAVERAVA","MG","03/2020","49115"
"313390","ITAVERAVA","MG","04/2020","49115"
"313390","ITAVERAVA","MG","05/2020","49115"
"313390","ITAVERAVA","MG","06/2020","49115.00"
"313390","ITAVERAVA","MG","07/2020","49115"
"313390","ITAVERAVA","MG","08/2020","49115"
"313390","ITAVERAVA","MG","09/2020","49115"
"313390","ITAVERAVA","MG","10/2020","49115"
"313390","ITAVERAVA","MG","11/2020","48071.41"
"313390","ITAVERAVA","MG","12/2020","49115"
"313390","ITAVERAVA","MG","01/2021","49500"
"313390","ITAVERAVA","MG","02/2021","48400"
"313390","ITAVERAVA","MG","03/2021","47300"
"313390","ITAVERAVA","MG","04/2021","47300"
"313390","ITAVERAVA","MG","05/2021","48400"
"313390","ITAVERAVA","MG","06/2021","48400"
"313390","ITAVERAVA","MG","07/2021","48400"
"313390","ITAVERAVA","MG","08/2021","49500"
"313390","ITAVERAVA","MG","09/2021","46200"
"313390","ITAVERAVA","MG","10/2021","47300"
"313390","ITAVERAVA","MG","11/2021","48401.04"
"313390","ITAVERAVA","MG","12/2021","50600"
"313400","ITINGA","MG","07/2021","293700"
"313400","ITINGA","MG","06/2021","291500"
"313400","ITINGA","MG","09/2020","282150"
"313400","ITINGA","MG","05/2021","290400"
"313400","ITINGA","MG","04/2021","292600"
"313400","ITINGA","MG","12/2021","295900"
"313400","ITINGA","MG","06/2018","264258.00"
"313400","ITINGA","MG","05/2018","266166"
"313400","ITINGA","MG","04/2018","265212"
"313400","ITINGA","MG","03/2018","261396"
"313400","ITINGA","MG","02/2018","258534"
"313400","ITINGA","MG","01/2018","259488"
"313400","ITINGA","MG","08/2018","269982"
"313400","ITINGA","MG","09/2018","266166"
"313400","ITINGA","MG","10/2018","265212"
"313400","ITINGA","MG","11/2018","268068.43"
"313400","ITINGA","MG","12/2018","271890"
"313400","ITINGA","MG","01/2019","284430"
"313400","ITINGA","MG","11/2021","295978.45"
"313400","ITINGA","MG","10/2021","295900"
"313400","ITINGA","MG","02/2019","284430.6"
"313400","ITINGA","MG","03/2019","284430.6"
"313400","ITINGA","MG","04/2019","286426.6"
"313400","ITINGA","MG","05/2019","282434.6"
"313400","ITINGA","MG","06/2019","281436.6"
"313400","ITINGA","MG","07/2019","281436.6"
"313400","ITINGA","MG","08/2019","281436.6"
"313400","ITINGA","MG","09/2019","280438.6"
"313400","ITINGA","MG","10/2019","281436.66"
"313400","ITINGA","MG","12/2019","276446.2"
"313400","ITINGA","MG","11/2019","278533.59"
"313400","ITINGA","MG","09/2021","298100"
"313400","ITINGA","MG","01/2020","288842.6"
"313400","ITINGA","MG","02/2020","288420"
"313400","ITINGA","MG","03/2020","287375"
"313400","ITINGA","MG","04/2020","287375"
"313400","ITINGA","MG","05/2020","286330"
"313400","ITINGA","MG","06/2020","285285.00"
"313400","ITINGA","MG","07/2020","285285"
"313400","ITINGA","MG","08/2020","285285"
"313400","ITINGA","MG","10/2020","282150"
"313400","ITINGA","MG","11/2020","281192.01"
"313400","ITINGA","MG","07/2018","269982"
"313400","ITINGA","MG","12/2020","274835"
"313400","ITINGA","MG","01/2021","289300"
"313400","ITINGA","MG","02/2021","292600"
"313400","ITINGA","MG","08/2021","297000"
"313400","ITINGA","MG","03/2021","294800"
"313410","ITUETA","MG","09/2019","12974"
"313410","ITUETA","MG","11/2021","17600.67"
"313410","ITUETA","MG","10/2021","16500"
