"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"310010","ABADIA DOS DOURADOS","MG","08/2019","279","40113","143.77"
"310010","ABADIA DOS DOURADOS","MG","06/2021","272","10776","39.62"
"310010","ABADIA DOS DOURADOS","MG","12/2019","245","34731","141.76"
"310010","ABADIA DOS DOURADOS","MG","10/2021","270","11555","42.80"
"310010","ABADIA DOS DOURADOS","MG","01/2018","331","43427","131.20"
"310010","ABADIA DOS DOURADOS","MG","02/2018","329","42525","129.26"
"310010","ABADIA DOS DOURADOS","MG","03/2018","329","42319","128.63"
"310010","ABADIA DOS DOURADOS","MG","04/2018","304","39215","129.00"
"310010","ABADIA DOS DOURADOS","MG","05/2018","310","40787","131.57"
"310010","ABADIA DOS DOURADOS","MG","06/2018","304","39916","131.30"
"310010","ABADIA DOS DOURADOS","MG","07/2018","300","41281","137.60"
"310010","ABADIA DOS DOURADOS","MG","08/2018","303","42506","140.28"
"310010","ABADIA DOS DOURADOS","MG","09/2018","296","40715","137.55"
"310010","ABADIA DOS DOURADOS","MG","10/2018","302","41897","138.73"
"310010","ABADIA DOS DOURADOS","MG","11/2018","305","42723","140.08"
"310010","ABADIA DOS DOURADOS","MG","12/2018","283","39493","139.55"
"310010","ABADIA DOS DOURADOS","MG","01/2019","284","39026","137.42"
"310010","ABADIA DOS DOURADOS","MG","02/2019","291","40815.00","140.26"
"310010","ABADIA DOS DOURADOS","MG","03/2019","293","40601","138.57"
"310010","ABADIA DOS DOURADOS","MG","03/2021","273","37047","135.70"
"310010","ABADIA DOS DOURADOS","MG","04/2019","288","39519.00","137.22"
"310010","ABADIA DOS DOURADOS","MG","05/2019","291","40032","137.57"
"310010","ABADIA DOS DOURADOS","MG","06/2019","285","38712","135.83"
"310010","ABADIA DOS DOURADOS","MG","07/2019","271","37895","139.83"
"310010","ABADIA DOS DOURADOS","MG","08/2021","270","11233","41.60"
"310010","ABADIA DOS DOURADOS","MG","07/2021","272","11214","41.23"
"310010","ABADIA DOS DOURADOS","MG","04/2021","272","10037","36.90"
"310010","ABADIA DOS DOURADOS","MG","05/2021","272","10338","38.01"
"310010","ABADIA DOS DOURADOS","MG","09/2019","258","36744","142.42"
"310010","ABADIA DOS DOURADOS","MG","10/2019","254","35691","140.52"
"310010","ABADIA DOS DOURADOS","MG","11/2019","245","37990","155.06"
"310010","ABADIA DOS DOURADOS","MG","01/2020","262","35638.00","136.02"
"310010","ABADIA DOS DOURADOS","MG","02/2020","254","35669","140.43"
"310010","ABADIA DOS DOURADOS","MG","03/2020","251","34829","138.76"
"310010","ABADIA DOS DOURADOS","MG","04/2020","255","2551","10.00"
"310010","ABADIA DOS DOURADOS","MG","05/2020","258","3160","12.25"
"310010","ABADIA DOS DOURADOS","MG","06/2020","258","2770","10.74"
"310010","ABADIA DOS DOURADOS","MG","07/2020","258","2640","10.23"
"310010","ABADIA DOS DOURADOS","MG","08/2020","258","2469","9.57"
"310010","ABADIA DOS DOURADOS","MG","09/2020","258","4305","16.69"
"310010","ABADIA DOS DOURADOS","MG","10/2020","258","4346","16.84"
"310010","ABADIA DOS DOURADOS","MG","11/2020","258","4606","17.85"
"310010","ABADIA DOS DOURADOS","MG","12/2020","258","5377","20.84"
"310010","ABADIA DOS DOURADOS","MG","01/2021","254","35351","139.18"
"310010","ABADIA DOS DOURADOS","MG","02/2021","270","36727","136.03"
"310010","ABADIA DOS DOURADOS","MG","09/2021","270","11247","41.66"
"310020","ABAETÉ","MG","08/2021","856","66808","78.05"
"310020","ABAETÉ","MG","07/2021","857","65599","76.54"
"310020","ABAETÉ","MG","06/2021","857","64933","75.77"
"310020","ABAETÉ","MG","05/2021","857","64405","75.15"
"310020","ABAETÉ","MG","04/2021","857","64098","74.79"
"310020","ABAETÉ","MG","03/2021","793","111019","140.00"
"310020","ABAETÉ","MG","02/2021","796","111361","139.90"
"310020","ABAETÉ","MG","01/2021","632","97054","153.57"
"310020","ABAETÉ","MG","12/2020","634","13573","21.41"
"310020","ABAETÉ","MG","11/2020","634","13186","20.80"
"310020","ABAETÉ","MG","10/2020","634","12761","20.13"
"310020","ABAETÉ","MG","09/2020","634","11261","17.76"
"310020","ABAETÉ","MG","08/2020","633","4283","6.77"
"310020","ABAETÉ","MG","10/2021","856","68466","79.98"
"310020","ABAETÉ","MG","07/2020","633","4495","7.10"
"310020","ABAETÉ","MG","06/2020","633","4324","6.83"
"310020","ABAETÉ","MG","05/2020","633","4098","6.47"
"310020","ABAETÉ","MG","04/2020","634","4257","6.71"
"310020","ABAETÉ","MG","03/2020","603","82794","137.30"
"310020","ABAETÉ","MG","02/2020","515","68996","133.97"
"310020","ABAETÉ","MG","01/2020","515","69101.00","134.18"
"310020","ABAETÉ","MG","11/2019","459","61890","134.84"
"310020","ABAETÉ","MG","10/2019","500","67792","135.58"
"310020","ABAETÉ","MG","09/2019","509","69083","135.72"
"310020","ABAETÉ","MG","09/2021","856","67561","78.93"
"310020","ABAETÉ","MG","08/2019","547","72528","132.59"
"310020","ABAETÉ","MG","07/2019","551","73628","133.63"
"310020","ABAETÉ","MG","06/2019","556","73832","132.79"
"310020","ABAETÉ","MG","05/2019","591","79493","134.51"
"310020","ABAETÉ","MG","04/2019","583","78409.00","134.49"
"310020","ABAETÉ","MG","03/2019","579","77243","133.41"
"310020","ABAETÉ","MG","02/2019","575","76742.00","133.46"
"310020","ABAETÉ","MG","01/2019","564","74701","132.45"
"310020","ABAETÉ","MG","12/2018","583","78844","135.24"
"310020","ABAETÉ","MG","11/2018","596","80057","134.32"
"310020","ABAETÉ","MG","10/2018","578","76951","133.13"
"310020","ABAETÉ","MG","09/2018","569","75335","132.40"
"310020","ABAETÉ","MG","08/2018","609","79122","129.92"
"310020","ABAETÉ","MG","07/2018","608","79464","130.70"
"310020","ABAETÉ","MG","06/2018","601","73702","122.63"
"310020","ABAETÉ","MG","05/2018","612","74412","121.59"
"310020","ABAETÉ","MG","04/2018","607","73584","121.23"
"310020","ABAETÉ","MG","03/2018","631","77008","122.04"
"310020","ABAETÉ","MG","02/2018","622","76113","122.37"
"310020","ABAETÉ","MG","01/2018","613","76063","124.08"
"310020","ABAETÉ","MG","12/2019","454","61298","135.02"
"310030","ABRE CAMPO","MG","02/2021","1055","180562","171.15"
"310030","ABRE CAMPO","MG","12/2019","945","171267","181.23"
"310030","ABRE CAMPO","MG","10/2021","1087","77187","71.01"
"310030","ABRE CAMPO","MG","09/2021","1087","76724","70.58"
"310030","ABRE CAMPO","MG","08/2021","1087","75702","69.64"
"310030","ABRE CAMPO","MG","07/2021","1087","74925","68.93"
"310030","ABRE CAMPO","MG","06/2021","1087","74526","68.56"
"310030","ABRE CAMPO","MG","05/2021","1087","73285","67.42"
"310030","ABRE CAMPO","MG","04/2021","1087","73153","67.30"
"310030","ABRE CAMPO","MG","03/2021","1076","183094","170.16"
"310030","ABRE CAMPO","MG","01/2021","1011","180967","179.00"
"310030","ABRE CAMPO","MG","12/2020","1019","23041","22.61"
"310030","ABRE CAMPO","MG","11/2020","1019","22931","22.50"
"310030","ABRE CAMPO","MG","10/2020","1019","22141","21.73"
"310030","ABRE CAMPO","MG","09/2020","1019","21786","21.38"
"310030","ABRE CAMPO","MG","08/2020","1020","4668","4.58"
"310030","ABRE CAMPO","MG","07/2020","1020","4969","4.87"
"310030","ABRE CAMPO","MG","06/2020","1020","4839","4.74"
"310030","ABRE CAMPO","MG","05/2020","1020","4969","4.87"
"310030","ABRE CAMPO","MG","04/2020","1024","5876","5.74"
"310030","ABRE CAMPO","MG","03/2020","916","164897","180.02"
"310030","ABRE CAMPO","MG","02/2020","935","167634","179.29"
"310030","ABRE CAMPO","MG","01/2020","937","167760.00","179.04"
"310030","ABRE CAMPO","MG","11/2019","951","171511","180.35"
"310030","ABRE CAMPO","MG","10/2019","969","175316","180.92"
"310030","ABRE CAMPO","MG","09/2019","977","176293","180.44"
"310030","ABRE CAMPO","MG","08/2019","1006","182285","181.20"
"310030","ABRE CAMPO","MG","07/2019","1006","183008","181.92"
"310030","ABRE CAMPO","MG","06/2019","1016","184332","181.43"
"310030","ABRE CAMPO","MG","05/2019","1043","189328","181.52"
"310030","ABRE CAMPO","MG","04/2019","1028","186493.00","181.41"
"310030","ABRE CAMPO","MG","03/2019","1026","187386","182.64"
"310030","ABRE CAMPO","MG","02/2019","1011","186231.00","184.20"
"310030","ABRE CAMPO","MG","01/2019","1009","186814","185.15"
"310030","ABRE CAMPO","MG","12/2018","1101","206351","187.42"
"310030","ABRE CAMPO","MG","11/2018","1144","211459","184.84"
"310030","ABRE CAMPO","MG","10/2018","1076","197165","183.24"
"310030","ABRE CAMPO","MG","09/2018","1064","196585","184.76"
"310030","ABRE CAMPO","MG","08/2018","1105","203899","184.52"
"310030","ABRE CAMPO","MG","07/2018","1097","201856","184.01"
"310030","ABRE CAMPO","MG","06/2018","1107","194232","175.46"
"310030","ABRE CAMPO","MG","05/2018","1198","208887","174.36"
"310030","ABRE CAMPO","MG","04/2018","1189","204827","172.27"
"310030","ABRE CAMPO","MG","03/2018","1169","201725","172.56"
"310030","ABRE CAMPO","MG","02/2018","1241","218274","175.89"
"310030","ABRE CAMPO","MG","01/2018","1167","204401","175.15"
"310040","ACAIACA","MG","05/2021","469","45773","97.60"
"310040","ACAIACA","MG","04/2021","469","45496","97.01"
"310040","ACAIACA","MG","03/2021","469","96335","205.41"
"310040","ACAIACA","MG","02/2021","459","95344","207.72"
"310040","ACAIACA","MG","01/2021","465","97240","209.12"
"310040","ACAIACA","MG","12/2020","471","16457","34.94"
"310040","ACAIACA","MG","11/2020","471","16958","36.00"
"310040","ACAIACA","MG","10/2020","471","16550","35.14"
"310040","ACAIACA","MG","09/2020","471","15626","33.18"
"310040","ACAIACA","MG","08/2020","472","3641","7.71"
"310040","ACAIACA","MG","06/2018","540","106241","196.74"
"310040","ACAIACA","MG","07/2020","472","3682","7.80"
"310040","ACAIACA","MG","06/2020","472","3502","7.42"
"310040","ACAIACA","MG","05/2020","472","3413","7.23"
"310040","ACAIACA","MG","04/2020","472","4032","8.54"
"310040","ACAIACA","MG","03/2020","452","96279","213.01"
"310040","ACAIACA","MG","02/2020","473","99803","211.00"
"310040","ACAIACA","MG","01/2020","473","99224.00","209.78"
"310040","ACAIACA","MG","11/2019","478","100491","210.23"
"310040","ACAIACA","MG","10/2019","492","103377","210.12"
"310040","ACAIACA","MG","09/2019","494","103939","210.40"
"310040","ACAIACA","MG","08/2019","503","106186","211.11"
"310040","ACAIACA","MG","07/2019","499","104901","210.22"
"310040","ACAIACA","MG","06/2019","515","106743","207.27"
"310040","ACAIACA","MG","05/2019","526","109207","207.62"
"310040","ACAIACA","MG","04/2019","522","107596.00","206.12"
"310040","ACAIACA","MG","03/2019","523","108928","208.28"
"310040","ACAIACA","MG","02/2019","519","108318.00","208.71"
"310040","ACAIACA","MG","01/2019","517","108370","209.61"
"310040","ACAIACA","MG","12/2018","541","110968","205.12"
"310040","ACAIACA","MG","11/2018","542","112440","207.45"
"310040","ACAIACA","MG","10/2018","537","112056","208.67"
"310040","ACAIACA","MG","09/2018","531","110147","207.43"
"310040","ACAIACA","MG","08/2018","541","114394","211.45"
"310040","ACAIACA","MG","08/2021","469","47119","100.47"
"310040","ACAIACA","MG","07/2018","537","112424","209.36"
"310040","ACAIACA","MG","05/2018","598","117097","195.81"
"310040","ACAIACA","MG","04/2018","592","114166","192.85"
"310040","ACAIACA","MG","03/2018","604","116942","193.61"
"310040","ACAIACA","MG","02/2018","597","116010","194.32"
"310040","ACAIACA","MG","01/2018","604","118157","195.62"
"310040","ACAIACA","MG","12/2019","474","99821","210.59"
"310040","ACAIACA","MG","07/2021","469","46982","100.17"
"310040","ACAIACA","MG","06/2021","469","46412","98.96"
"310040","ACAIACA","MG","10/2021","469","47975","102.29"
"310040","ACAIACA","MG","09/2021","469","47582","101.45"
"310050","AÇUCENA","MG","10/2018","824","153796","186.65"
"310050","AÇUCENA","MG","12/2019","781","142898","182.97"
"310050","AÇUCENA","MG","10/2021","886","63506","71.68"
"310050","AÇUCENA","MG","09/2021","886","62697","70.76"
"310050","AÇUCENA","MG","08/2021","886","61634","69.56"
"310050","AÇUCENA","MG","07/2021","890","60624","68.12"
"310050","AÇUCENA","MG","06/2021","890","59860","67.26"
"310050","AÇUCENA","MG","05/2021","890","58904","66.18"
"310050","AÇUCENA","MG","04/2021","890","58604","65.85"
"310050","AÇUCENA","MG","03/2021","882","153371","173.89"
"310050","AÇUCENA","MG","02/2021","882","153450","173.98"
"310050","AÇUCENA","MG","01/2021","866","155820","179.93"
"310050","AÇUCENA","MG","12/2020","870","21107","24.26"
"310050","AÇUCENA","MG","11/2020","870","20410","23.46"
"310050","AÇUCENA","MG","10/2020","870","19648","22.58"
"310050","AÇUCENA","MG","09/2020","870","17727","20.38"
"310050","AÇUCENA","MG","08/2020","876","3686","4.21"
"310050","AÇUCENA","MG","07/2020","876","3686","4.21"
"310050","AÇUCENA","MG","06/2020","876","3337","3.81"
"310050","AÇUCENA","MG","05/2020","876","2947","3.36"
"310050","AÇUCENA","MG","04/2020","878","3657","4.17"
"310050","AÇUCENA","MG","03/2020","871","154529","177.42"
"310050","AÇUCENA","MG","02/2020","775","140729","181.59"
"310050","AÇUCENA","MG","01/2020","777","142748.00","183.72"
"310050","AÇUCENA","MG","11/2019","783","143509","183.28"
"310050","AÇUCENA","MG","10/2019","797","146263","183.52"
"310050","AÇUCENA","MG","09/2019","796","145341","182.59"
"310050","AÇUCENA","MG","08/2019","810","148607","183.47"
"310050","AÇUCENA","MG","07/2019","812","148926","183.41"
"310050","AÇUCENA","MG","06/2019","818","150951","184.54"
"310050","AÇUCENA","MG","05/2019","827","151078","182.68"
"310050","AÇUCENA","MG","04/2019","831","151544.00","182.36"
"310050","AÇUCENA","MG","03/2019","841","152855","181.75"
"310050","AÇUCENA","MG","02/2019","829","152212.00","183.61"
"310050","AÇUCENA","MG","01/2019","816","151073","185.14"
"310050","AÇUCENA","MG","12/2018","835","154144","184.60"
"310050","AÇUCENA","MG","11/2018","849","154784","182.31"
"310050","AÇUCENA","MG","09/2018","793","145295","183.22"
"310050","AÇUCENA","MG","08/2018","839","153730","183.23"
"310050","AÇUCENA","MG","07/2018","829","150193","181.17"
"310050","AÇUCENA","MG","06/2018","821","141692","172.58"
"310050","AÇUCENA","MG","05/2018","842","143478","170.40"
"310050","AÇUCENA","MG","04/2018","814","137853","169.35"
"310050","AÇUCENA","MG","03/2018","859","144859","168.64"
"310050","AÇUCENA","MG","02/2018","851","143794","168.97"
"310050","AÇUCENA","MG","01/2018","852","145591","170.88"
"310060","ÁGUA BOA","MG","10/2021","2186","232451","106.34"
"310060","ÁGUA BOA","MG","08/2021","2186","226075","103.42"
"310060","ÁGUA BOA","MG","07/2021","2190","226033","103.21"
"310060","ÁGUA BOA","MG","06/2021","2190","223044","101.85"
"310060","ÁGUA BOA","MG","05/2021","2190","218717","99.87"
"310060","ÁGUA BOA","MG","04/2021","2190","218236","99.65"
"310060","ÁGUA BOA","MG","03/2021","2195","484047","220.52"
"310060","ÁGUA BOA","MG","02/2021","2212","487302","220.30"
"310060","ÁGUA BOA","MG","01/2021","2230","491833","220.55"
"310060","ÁGUA BOA","MG","12/2020","2242","65217","29.09"
"310060","ÁGUA BOA","MG","11/2020","2242","63124","28.16"
"310060","ÁGUA BOA","MG","10/2020","2242","61112","27.26"
"310060","ÁGUA BOA","MG","09/2020","2242","57739","25.75"
"310060","ÁGUA BOA","MG","08/2020","2251","12136","5.39"
"310060","ÁGUA BOA","MG","07/2020","2251","11828","5.25"
"310060","ÁGUA BOA","MG","06/2020","2251","11249","5.00"
"310060","ÁGUA BOA","MG","05/2020","2249","11158","4.96"
"310060","ÁGUA BOA","MG","04/2020","2250","12163","5.41"
"310060","ÁGUA BOA","MG","03/2020","2105","466006","221.38"
"310060","ÁGUA BOA","MG","02/2020","2139","469920","219.69"
"310060","ÁGUA BOA","MG","01/2020","2146","470685.00","219.33"
"310060","ÁGUA BOA","MG","11/2019","2155","472041","219.04"
"310060","ÁGUA BOA","MG","10/2019","2187","476954","218.09"
"310060","ÁGUA BOA","MG","09/2019","2193","475485","216.82"
"310060","ÁGUA BOA","MG","08/2019","2221","480980","216.56"
"310060","ÁGUA BOA","MG","07/2019","2222","481716","216.79"
"310060","ÁGUA BOA","MG","06/2019","2243","483402","215.52"
"310060","ÁGUA BOA","MG","05/2019","2279","489479","214.78"
"310060","ÁGUA BOA","MG","04/2019","2272","486098.00","213.95"
"310060","ÁGUA BOA","MG","03/2019","2274","483417","212.58"
"310060","ÁGUA BOA","MG","02/2019","2253","478186.00","212.24"
"310060","ÁGUA BOA","MG","01/2019","2239","475088","212.19"
"310060","ÁGUA BOA","MG","12/2018","2281","483244","211.86"
"310060","ÁGUA BOA","MG","11/2018","2298","486058","211.51"
"310060","ÁGUA BOA","MG","10/2018","2272","478513","210.61"
"310060","ÁGUA BOA","MG","09/2018","2238","470920","210.42"
"310060","ÁGUA BOA","MG","08/2018","2285","476239","208.42"
"310060","ÁGUA BOA","MG","07/2018","2280","477123","209.26"
"310060","ÁGUA BOA","MG","06/2018","2274","450154","197.96"
"310060","ÁGUA BOA","MG","05/2018","2345","458967","195.72"
"310060","ÁGUA BOA","MG","04/2018","2331","451631","193.75"
"310060","ÁGUA BOA","MG","03/2018","2360","449477","190.46"
"310060","ÁGUA BOA","MG","02/2018","2351","447100","190.17"
"310060","ÁGUA BOA","MG","01/2018","2325","443533","190.77"
"310060","ÁGUA BOA","MG","12/2019","2158","473313","219.33"
"310060","ÁGUA BOA","MG","09/2021","2186","228325","104.45"
"310070","ÁGUA COMPRIDA","MG","01/2018","153","29318","191.62"
"310070","ÁGUA COMPRIDA","MG","09/2021","126","8759","69.52"
"310070","ÁGUA COMPRIDA","MG","08/2021","126","8319","66.02"
"310070","ÁGUA COMPRIDA","MG","07/2021","129","8674","67.24"
"310070","ÁGUA COMPRIDA","MG","06/2021","129","8366","64.85"
"310070","ÁGUA COMPRIDA","MG","05/2021","129","8271","64.12"
"310070","ÁGUA COMPRIDA","MG","04/2021","129","8014","62.12"
"310070","ÁGUA COMPRIDA","MG","03/2021","127","22434","176.65"
"310070","ÁGUA COMPRIDA","MG","02/2021","127","22269","175.35"
"310070","ÁGUA COMPRIDA","MG","01/2021","128","22190","173.36"
"310070","ÁGUA COMPRIDA","MG","12/2020","128","3597","28.10"
"310070","ÁGUA COMPRIDA","MG","11/2020","128","3467","27.09"
"310070","ÁGUA COMPRIDA","MG","10/2020","128","3467","27.09"
"310070","ÁGUA COMPRIDA","MG","09/2020","128","2961","23.13"
"310070","ÁGUA COMPRIDA","MG","08/2020","129","1903","14.75"
"310070","ÁGUA COMPRIDA","MG","07/2020","129","1917","14.86"
"310070","ÁGUA COMPRIDA","MG","06/2020","129","1917","14.86"
"310070","ÁGUA COMPRIDA","MG","05/2020","129","1828","14.17"
"310070","ÁGUA COMPRIDA","MG","04/2020","129","1828","14.17"
"310070","ÁGUA COMPRIDA","MG","03/2020","130","22722","174.78"
"310070","ÁGUA COMPRIDA","MG","02/2020","141","24557","174.16"
"310070","ÁGUA COMPRIDA","MG","01/2020","141","24666.00","174.94"
"310070","ÁGUA COMPRIDA","MG","11/2019","142","24977","175.89"
"310070","ÁGUA COMPRIDA","MG","10/2019","143","25527","178.51"
"310070","ÁGUA COMPRIDA","MG","09/2019","145","25845","178.24"
"310070","ÁGUA COMPRIDA","MG","08/2019","148","26450","178.72"
"310070","ÁGUA COMPRIDA","MG","07/2019","150","26966","179.77"
"310070","ÁGUA COMPRIDA","MG","06/2019","151","26951","178.48"
"310070","ÁGUA COMPRIDA","MG","05/2019","153","27335","178.66"
"310070","ÁGUA COMPRIDA","MG","04/2019","150","26759.00","178.39"
"310070","ÁGUA COMPRIDA","MG","03/2019","150","26569","177.13"
"310070","ÁGUA COMPRIDA","MG","02/2019","150","27199.00","181.33"
"310070","ÁGUA COMPRIDA","MG","01/2019","145","26287","181.29"
"310070","ÁGUA COMPRIDA","MG","12/2018","147","26479","180.13"
"310070","ÁGUA COMPRIDA","MG","11/2018","152","27775","182.73"
"310070","ÁGUA COMPRIDA","MG","10/2018","146","26952","184.60"
"310070","ÁGUA COMPRIDA","MG","09/2018","142","27104","190.87"
"310070","ÁGUA COMPRIDA","MG","08/2018","140","26238","187.41"
"310070","ÁGUA COMPRIDA","MG","07/2018","142","26599","187.32"
"310070","ÁGUA COMPRIDA","MG","06/2018","155","27682","178.59"
"310070","ÁGUA COMPRIDA","MG","05/2018","169","30145","178.37"
"310070","ÁGUA COMPRIDA","MG","04/2018","163","29440","180.61"
"310070","ÁGUA COMPRIDA","MG","03/2018","157","28960","184.46"
"310070","ÁGUA COMPRIDA","MG","02/2018","155","28968","186.89"
"310070","ÁGUA COMPRIDA","MG","12/2019","142","24923","175.51"
"310070","ÁGUA COMPRIDA","MG","10/2021","126","8930","70.87"
"310080","AGUANIL","MG","03/2020","202","39349","194.80"
"310080","AGUANIL","MG","10/2021","262","29801","113.74"
"310080","AGUANIL","MG","09/2021","262","29416","112.27"
"310080","AGUANIL","MG","08/2021","262","29289","111.79"
"310080","AGUANIL","MG","07/2021","264","28479","107.88"
"310080","AGUANIL","MG","06/2021","264","28480","107.88"
"310080","AGUANIL","MG","05/2021","264","27999","106.06"
"310080","AGUANIL","MG","04/2021","264","27819","105.38"
"310080","AGUANIL","MG","03/2021","260","49654","190.98"
"310080","AGUANIL","MG","02/2021","256","48082","187.82"
"310080","AGUANIL","MG","01/2021","235","46959","199.83"
"310080","AGUANIL","MG","12/2020","237","7834","33.05"
"310080","AGUANIL","MG","11/2020","237","7296","30.78"
"310080","AGUANIL","MG","10/2020","237","7027","29.65"
"310080","AGUANIL","MG","09/2020","237","6756","28.51"
"310080","AGUANIL","MG","08/2020","239","2841","11.89"
"310080","AGUANIL","MG","07/2020","239","2841","11.89"
"310080","AGUANIL","MG","06/2020","239","2750","11.51"
"310080","AGUANIL","MG","05/2020","239","2832","11.85"
"310080","AGUANIL","MG","04/2020","237","3201","13.51"
"310080","AGUANIL","MG","02/2020","210","40545","193.07"
"310080","AGUANIL","MG","01/2020","211","41312.00","195.79"
"310080","AGUANIL","MG","11/2019","215","42070","195.67"
"310080","AGUANIL","MG","10/2019","218","44417","203.75"
"310080","AGUANIL","MG","09/2019","216","41260","191.02"
"310080","AGUANIL","MG","08/2019","230","44115","191.80"
"310080","AGUANIL","MG","07/2019","226","42009","185.88"
"310080","AGUANIL","MG","06/2019","241","44373","184.12"
"310080","AGUANIL","MG","05/2019","254","47557","187.23"
"310080","AGUANIL","MG","04/2019","250","45986.00","183.94"
"310080","AGUANIL","MG","03/2019","248","46882","189.04"
"310080","AGUANIL","MG","02/2019","246","47178.00","191.78"
"310080","AGUANIL","MG","01/2019","240","45845","191.02"
"310080","AGUANIL","MG","12/2018","252","47688","189.24"
"310080","AGUANIL","MG","11/2018","249","47548","190.96"
"310080","AGUANIL","MG","10/2018","247","47689","193.07"
"310080","AGUANIL","MG","09/2018","248","47833","192.88"
"310080","AGUANIL","MG","08/2018","256","49476","193.27"
"310080","AGUANIL","MG","07/2018","251","48834","194.56"
"310080","AGUANIL","MG","06/2018","256","47249","184.57"
"310080","AGUANIL","MG","05/2018","262","48826","186.36"
"310080","AGUANIL","MG","04/2018","264","48298","182.95"
"310080","AGUANIL","MG","03/2018","276","50352","182.43"
"310080","AGUANIL","MG","02/2018","276","49181","178.19"
"310080","AGUANIL","MG","01/2018","273","50181","183.81"
"310080","AGUANIL","MG","12/2019","213","41784","196.17"
"310090","ÁGUAS FORMOSAS","MG","06/2020","2854","12497","4.38"
"310090","ÁGUAS FORMOSAS","MG","09/2021","2780","320320","115.22"
"310090","ÁGUAS FORMOSAS","MG","09/2020","2852","66446","23.30"
"310090","ÁGUAS FORMOSAS","MG","01/2018","2803","564234","201.30"
"310090","ÁGUAS FORMOSAS","MG","02/2018","2820","572911","203.16"
"310090","ÁGUAS FORMOSAS","MG","03/2018","2841","571995","201.34"
"310090","ÁGUAS FORMOSAS","MG","04/2018","2770","560381","202.30"
"310090","ÁGUAS FORMOSAS","MG","05/2018","2806","572383","203.99"
"310090","ÁGUAS FORMOSAS","MG","06/2018","2710","553909","204.39"
"310090","ÁGUAS FORMOSAS","MG","07/2018","2745","592304","215.78"
"310090","ÁGUAS FORMOSAS","MG","08/2018","2777","592939","213.52"
"310090","ÁGUAS FORMOSAS","MG","09/2018","2743","588518","214.55"
"310090","ÁGUAS FORMOSAS","MG","10/2018","2766","589729","213.21"
"310090","ÁGUAS FORMOSAS","MG","11/2018","2802","594920","212.32"
"310090","ÁGUAS FORMOSAS","MG","12/2018","2763","583775","211.28"
"310090","ÁGUAS FORMOSAS","MG","01/2019","2703","575591","212.95"
"310090","ÁGUAS FORMOSAS","MG","02/2019","2724","579882.00","212.88"
"310090","ÁGUAS FORMOSAS","MG","03/2019","2757","582185","211.17"
"310090","ÁGUAS FORMOSAS","MG","04/2019","2758","578642.00","209.80"
"310090","ÁGUAS FORMOSAS","MG","05/2019","2799","585739","209.27"
"310090","ÁGUAS FORMOSAS","MG","06/2019","2741","573056","209.07"
"310090","ÁGUAS FORMOSAS","MG","07/2019","2715","576079","212.18"
"310090","ÁGUAS FORMOSAS","MG","08/2019","2711","574548","211.93"
"310090","ÁGUAS FORMOSAS","MG","09/2019","2666","566194","212.38"
"310090","ÁGUAS FORMOSAS","MG","10/2019","2658","570794","214.75"
"310090","ÁGUAS FORMOSAS","MG","11/2019","2625","561967","214.08"
"310090","ÁGUAS FORMOSAS","MG","01/2020","2628","568813.00","216.44"
"310090","ÁGUAS FORMOSAS","MG","02/2020","2618","567075","216.61"
"310090","ÁGUAS FORMOSAS","MG","03/2020","2563","560325","218.62"
"310090","ÁGUAS FORMOSAS","MG","04/2020","2858","14940","5.23"
"310090","ÁGUAS FORMOSAS","MG","05/2020","2854","13827","4.84"
"310090","ÁGUAS FORMOSAS","MG","10/2021","2780","324585","116.76"
"310090","ÁGUAS FORMOSAS","MG","07/2020","2854","12194","4.27"
"310090","ÁGUAS FORMOSAS","MG","08/2020","2854","11348","3.98"
"310090","ÁGUAS FORMOSAS","MG","10/2020","2852","70158","24.60"
"310090","ÁGUAS FORMOSAS","MG","11/2020","2852","73185","25.66"
"310090","ÁGUAS FORMOSAS","MG","12/2020","2852","75406","26.44"
"310090","ÁGUAS FORMOSAS","MG","01/2021","2836","604901","213.29"
"310090","ÁGUAS FORMOSAS","MG","02/2021","2802","595338","212.47"
"310090","ÁGUAS FORMOSAS","MG","03/2021","2792","592614","212.25"
"310090","ÁGUAS FORMOSAS","MG","04/2021","2786","306341","109.96"
"310090","ÁGUAS FORMOSAS","MG","05/2021","2786","307939","110.53"
"310090","ÁGUAS FORMOSAS","MG","06/2021","2786","312954","112.33"
"310090","ÁGUAS FORMOSAS","MG","08/2021","2780","316008","113.67"
"310090","ÁGUAS FORMOSAS","MG","12/2019","2632","566618","215.28"
"310090","ÁGUAS FORMOSAS","MG","07/2021","2786","315708","113.32"
"310100","ÁGUAS VERMELHAS","MG","01/2020","2113","529337.00","250.51"
"310100","ÁGUAS VERMELHAS","MG","05/2018","2194","491033","223.81"
"310100","ÁGUAS VERMELHAS","MG","06/2018","2145","478000","222.84"
"310100","ÁGUAS VERMELHAS","MG","07/2018","2136","499372","233.79"
"310100","ÁGUAS VERMELHAS","MG","08/2018","2191","520423","237.53"
"310100","ÁGUAS VERMELHAS","MG","09/2018","2163","511464","236.46"
"310100","ÁGUAS VERMELHAS","MG","10/2018","2190","520006","237.45"
"310100","ÁGUAS VERMELHAS","MG","11/2018","2198","524506","238.63"
