"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"315360","PRUDENTE DE MORAIS","MG","12/2018","580","113587","195.84"
"315360","PRUDENTE DE MORAIS","MG","11/2018","587","114643","195.30"
"315360","PRUDENTE DE MORAIS","MG","10/2018","576","112859","195.94"
"315360","PRUDENTE DE MORAIS","MG","09/2018","569","111850","196.57"
"315360","PRUDENTE DE MORAIS","MG","08/2018","591","115263","195.03"
"315360","PRUDENTE DE MORAIS","MG","07/2018","589","116386","197.60"
"315360","PRUDENTE DE MORAIS","MG","06/2018","592","110834","187.22"
"315360","PRUDENTE DE MORAIS","MG","05/2018","603","113267","187.84"
"315360","PRUDENTE DE MORAIS","MG","03/2018","619","114457","184.91"
"315360","PRUDENTE DE MORAIS","MG","02/2018","617","113696","184.27"
"315360","PRUDENTE DE MORAIS","MG","01/2018","608","112413","184.89"
"315360","PRUDENTE DE MORAIS","MG","11/2020","601","19079","31.75"
"315360","PRUDENTE DE MORAIS","MG","01/2020","533","105884.00","198.66"
"315360","PRUDENTE DE MORAIS","MG","12/2020","601","20529","34.16"
"315360","PRUDENTE DE MORAIS","MG","01/2021","602","120734","200.55"
"315360","PRUDENTE DE MORAIS","MG","02/2021","596","115610","193.98"
"315360","PRUDENTE DE MORAIS","MG","03/2021","602","117648","195.43"
"315360","PRUDENTE DE MORAIS","MG","04/2021","616","57176","92.82"
"315360","PRUDENTE DE MORAIS","MG","05/2021","616","57746","93.74"
"315360","PRUDENTE DE MORAIS","MG","07/2021","616","59669","96.87"
"315360","PRUDENTE DE MORAIS","MG","06/2021","616","58553","95.05"
"315360","PRUDENTE DE MORAIS","MG","04/2018","606","112921","186.34"
"315360","PRUDENTE DE MORAIS","MG","10/2019","540","106176","196.62"
"315360","PRUDENTE DE MORAIS","MG","11/2019","537","105803","197.03"
"315360","PRUDENTE DE MORAIS","MG","09/2021","613","62427","101.84"
"315360","PRUDENTE DE MORAIS","MG","08/2021","613","61178","99.80"
"315360","PRUDENTE DE MORAIS","MG","03/2020","513","103483","201.72"
"315360","PRUDENTE DE MORAIS","MG","10/2021","613","64413","105.08"
"315360","PRUDENTE DE MORAIS","MG","04/2020","600","3984","6.64"
"315360","PRUDENTE DE MORAIS","MG","09/2020","601","17149","28.53"
"315360","PRUDENTE DE MORAIS","MG","02/2020","532","105401","198.12"
"315360","PRUDENTE DE MORAIS","MG","05/2020","601","2837","4.72"
"315360","PRUDENTE DE MORAIS","MG","06/2020","601","2486","4.14"
"315360","PRUDENTE DE MORAIS","MG","07/2020","601","2486","4.14"
"315360","PRUDENTE DE MORAIS","MG","08/2020","601","4808","8.00"
"315360","PRUDENTE DE MORAIS","MG","12/2019","537","105645","196.73"
"315370","QUARTEL GERAL","MG","10/2018","173","27811","160.76"
"315370","QUARTEL GERAL","MG","02/2020","163","23809","146.07"
"315370","QUARTEL GERAL","MG","10/2019","166","25430","153.19"
"315370","QUARTEL GERAL","MG","01/2018","207","31560","152.46"
"315370","QUARTEL GERAL","MG","02/2018","209","31799","152.15"
"315370","QUARTEL GERAL","MG","03/2018","208","31181","149.91"
"315370","QUARTEL GERAL","MG","04/2018","188","29518","157.01"
"315370","QUARTEL GERAL","MG","05/2018","188","29217","155.41"
"315370","QUARTEL GERAL","MG","06/2018","180","27663","153.68"
"315370","QUARTEL GERAL","MG","07/2018","180","28756","159.76"
"315370","QUARTEL GERAL","MG","08/2018","180","28662","159.23"
"315370","QUARTEL GERAL","MG","09/2018","173","27493","158.92"
"315370","QUARTEL GERAL","MG","11/2018","175","28048","160.27"
"315370","QUARTEL GERAL","MG","12/2018","164","25170","153.48"
"315370","QUARTEL GERAL","MG","01/2019","164","24738","150.84"
"315370","QUARTEL GERAL","MG","02/2019","167","25553.00","153.01"
"315370","QUARTEL GERAL","MG","03/2019","169","25306","149.74"
"315370","QUARTEL GERAL","MG","04/2019","172","26771.00","155.65"
"315370","QUARTEL GERAL","MG","05/2019","173","26975","155.92"
"315370","QUARTEL GERAL","MG","06/2019","169","26481","156.69"
"315370","QUARTEL GERAL","MG","07/2019","167","25275","151.35"
"315370","QUARTEL GERAL","MG","09/2019","166","25001","150.61"
"315370","QUARTEL GERAL","MG","06/2020","185","1329","7.18"
"315370","QUARTEL GERAL","MG","07/2020","185","1712","9.25"
"315370","QUARTEL GERAL","MG","11/2019","163","24328","149.25"
"315370","QUARTEL GERAL","MG","08/2020","185","3340","18.05"
"315370","QUARTEL GERAL","MG","09/2020","186","3569","19.19"
"315370","QUARTEL GERAL","MG","10/2020","186","4122","22.16"
"315370","QUARTEL GERAL","MG","11/2020","186","4122","22.16"
"315370","QUARTEL GERAL","MG","12/2020","186","4252","22.86"
"315370","QUARTEL GERAL","MG","01/2021","186","27543","148.08"
"315370","QUARTEL GERAL","MG","02/2021","196","27247","139.02"
"315370","QUARTEL GERAL","MG","03/2021","211","31107","147.43"
"315370","QUARTEL GERAL","MG","04/2021","234","16052","68.60"
"315370","QUARTEL GERAL","MG","05/2020","185","1459","7.89"
"315370","QUARTEL GERAL","MG","05/2021","234","17052","72.87"
"315370","QUARTEL GERAL","MG","06/2021","234","17286","73.87"
"315370","QUARTEL GERAL","MG","07/2021","234","18661","79.75"
"315370","QUARTEL GERAL","MG","08/2021","234","19326","82.59"
"315370","QUARTEL GERAL","MG","09/2021","234","19122","81.72"
"315370","QUARTEL GERAL","MG","10/2021","234","19322","82.57"
"315370","QUARTEL GERAL","MG","04/2020","186","1589","8.54"
"315370","QUARTEL GERAL","MG","03/2020","185","26735","144.51"
"315370","QUARTEL GERAL","MG","01/2020","162","23712.00","146.37"
"315370","QUARTEL GERAL","MG","12/2019","163","24424","149.84"
"315370","QUARTEL GERAL","MG","08/2019","167","25864","154.87"
"315380","QUELUZITO","MG","03/2020","56","6255","111.70"
"315380","QUELUZITO","MG","02/2020","55","5966","108.47"
"315380","QUELUZITO","MG","01/2020","57","6219.00","109.11"
"315380","QUELUZITO","MG","11/2019","50","5362","107.24"
"315380","QUELUZITO","MG","10/2019","50","5526","110.52"
"315380","QUELUZITO","MG","09/2019","50","5546","110.92"
"315380","QUELUZITO","MG","08/2019","55","6312","114.76"
"315380","QUELUZITO","MG","07/2019","60","6872","114.53"
"315380","QUELUZITO","MG","06/2019","61","7009","114.90"
"315380","QUELUZITO","MG","05/2019","63","7114","112.92"
"315380","QUELUZITO","MG","04/2019","61","6969.00","114.25"
"315380","QUELUZITO","MG","03/2019","58","6879","118.60"
"315380","QUELUZITO","MG","02/2019","58","7216.00","124.41"
"315380","QUELUZITO","MG","05/2020","60","0","0.00"
"315380","QUELUZITO","MG","01/2019","58","7175","123.71"
"315380","QUELUZITO","MG","12/2018","59","7691","130.36"
"315380","QUELUZITO","MG","11/2018","61","8217","134.70"
"315380","QUELUZITO","MG","10/2018","62","8646","139.45"
"315380","QUELUZITO","MG","09/2018","64","8872","138.63"
"315380","QUELUZITO","MG","08/2018","70","9666","138.09"
"315380","QUELUZITO","MG","07/2018","70","9618","137.40"
"315380","QUELUZITO","MG","06/2018","72","9608","133.44"
"315380","QUELUZITO","MG","05/2018","75","10867","144.89"
"315380","QUELUZITO","MG","04/2018","75","10881","145.08"
"315380","QUELUZITO","MG","03/2018","74","10710","144.73"
"315380","QUELUZITO","MG","02/2018","72","10268","142.61"
"315380","QUELUZITO","MG","01/2018","73","10383","142.23"
"315380","QUELUZITO","MG","12/2019","49","5444","111.10"
"315380","QUELUZITO","MG","10/2021","70","2268","32.40"
"315380","QUELUZITO","MG","09/2021","70","2268","32.40"
"315380","QUELUZITO","MG","08/2021","70","1790","25.57"
"315380","QUELUZITO","MG","07/2021","70","1831","26.16"
"315380","QUELUZITO","MG","06/2021","70","1742","24.89"
"315380","QUELUZITO","MG","05/2021","70","1571","22.44"
"315380","QUELUZITO","MG","04/2021","70","1571","22.44"
"315380","QUELUZITO","MG","03/2021","66","7759","117.56"
"315380","QUELUZITO","MG","02/2021","66","7718","116.94"
"315380","QUELUZITO","MG","01/2021","63","8499","134.90"
"315380","QUELUZITO","MG","12/2020","62","397","6.40"
"315380","QUELUZITO","MG","11/2020","62","397","6.40"
"315380","QUELUZITO","MG","10/2020","62","397","6.40"
"315380","QUELUZITO","MG","09/2020","62","397","6.40"
"315380","QUELUZITO","MG","08/2020","60","0","0.00"
"315380","QUELUZITO","MG","07/2020","60","0","0.00"
"315380","QUELUZITO","MG","06/2020","60","0","0.00"
"315380","QUELUZITO","MG","04/2020","59","0","0.00"
"315390","RAPOSOS","MG","05/2020","456","6278","13.77"
"315390","RAPOSOS","MG","04/2020","457","7183","15.72"
"315390","RAPOSOS","MG","03/2020","443","75916","171.37"
"315390","RAPOSOS","MG","02/2020","446","75897","170.17"
"315390","RAPOSOS","MG","01/2020","449","76913.00","171.30"
"315390","RAPOSOS","MG","11/2019","395","67498","170.88"
"315390","RAPOSOS","MG","10/2019","412","69743","169.28"
"315390","RAPOSOS","MG","09/2019","410","69767","170.16"
"315390","RAPOSOS","MG","08/2019","418","70729","169.21"
"315390","RAPOSOS","MG","07/2019","417","69349","166.30"
"315390","RAPOSOS","MG","06/2019","423","71103","168.09"
"315390","RAPOSOS","MG","12/2019","397","69020","173.85"
"315390","RAPOSOS","MG","05/2019","435","72149","165.86"
"315390","RAPOSOS","MG","04/2019","425","71377.00","167.95"
"315390","RAPOSOS","MG","03/2019","423","70250","166.08"
"315390","RAPOSOS","MG","02/2019","414","69224.00","167.21"
"315390","RAPOSOS","MG","01/2019","409","69240","169.29"
"315390","RAPOSOS","MG","12/2018","408","68383","167.61"
"315390","RAPOSOS","MG","11/2018","423","70745","167.25"
"315390","RAPOSOS","MG","10/2018","413","69729","168.84"
"315390","RAPOSOS","MG","09/2018","399","66888","167.64"
"315390","RAPOSOS","MG","08/2018","425","70575","166.06"
"315390","RAPOSOS","MG","07/2018","418","69606","166.52"
"315390","RAPOSOS","MG","06/2018","406","63424","156.22"
"315390","RAPOSOS","MG","05/2018","394","60931","154.65"
"315390","RAPOSOS","MG","04/2018","389","59197","152.18"
"315390","RAPOSOS","MG","03/2018","397","59217","149.16"
"315390","RAPOSOS","MG","02/2018","392","58378","148.92"
"315390","RAPOSOS","MG","10/2021","541","60792","112.37"
"315390","RAPOSOS","MG","09/2021","541","59908","110.74"
"315390","RAPOSOS","MG","08/2021","541","59938","110.79"
"315390","RAPOSOS","MG","01/2018","383","57487","150.10"
"315390","RAPOSOS","MG","07/2021","544","59808","109.94"
"315390","RAPOSOS","MG","06/2021","544","58443","107.43"
"315390","RAPOSOS","MG","05/2021","544","58316","107.20"
"315390","RAPOSOS","MG","04/2021","544","58089","106.78"
"315390","RAPOSOS","MG","03/2021","533","94969","178.18"
"315390","RAPOSOS","MG","02/2021","519","90668","174.70"
"315390","RAPOSOS","MG","01/2021","449","82566","183.89"
"315390","RAPOSOS","MG","12/2020","458","22028","48.10"
"315390","RAPOSOS","MG","11/2020","458","21112","46.10"
"315390","RAPOSOS","MG","10/2020","458","20133","43.96"
"315390","RAPOSOS","MG","09/2020","458","18934","41.34"
"315390","RAPOSOS","MG","08/2020","456","13718","30.08"
"315390","RAPOSOS","MG","07/2020","456","6770","14.85"
"315390","RAPOSOS","MG","06/2020","456","6551","14.37"
"315400","RAUL SOARES","MG","12/2018","1901","333872","175.63"
"315400","RAUL SOARES","MG","01/2018","2009","360554","179.47"
"315400","RAUL SOARES","MG","02/2018","1999","347751","173.96"
"315400","RAUL SOARES","MG","03/2018","2015","349468","173.43"
"315400","RAUL SOARES","MG","04/2018","2040","350069","171.60"
"315400","RAUL SOARES","MG","05/2018","2036","351063","172.43"
"315400","RAUL SOARES","MG","06/2018","1938","332678","171.66"
"315400","RAUL SOARES","MG","07/2018","1968","358412","182.12"
"315400","RAUL SOARES","MG","08/2018","1974","354790","179.73"
"315400","RAUL SOARES","MG","09/2018","1901","345947","181.98"
"315400","RAUL SOARES","MG","10/2018","1938","357317","184.37"
"315400","RAUL SOARES","MG","11/2018","1933","337884","174.80"
"315400","RAUL SOARES","MG","01/2019","1855","327583","176.59"
"315400","RAUL SOARES","MG","02/2019","1835","315422.00","171.89"
"315400","RAUL SOARES","MG","03/2019","1849","321171","173.70"
"315400","RAUL SOARES","MG","04/2019","1857","321832.00","173.31"
"315400","RAUL SOARES","MG","05/2019","1884","329699","175.00"
"315400","RAUL SOARES","MG","06/2019","1857","325549","175.31"
"315400","RAUL SOARES","MG","07/2019","1844","326135","176.86"
"315400","RAUL SOARES","MG","08/2019","1824","318687","174.72"
"315400","RAUL SOARES","MG","09/2019","1814","320638","176.76"
"315400","RAUL SOARES","MG","10/2019","1798","316180","175.85"
"315400","RAUL SOARES","MG","11/2019","1761","311900","177.12"
"315400","RAUL SOARES","MG","01/2020","1734","307291.00","177.22"
"315400","RAUL SOARES","MG","02/2020","1735","306985","176.94"
"315400","RAUL SOARES","MG","03/2020","1675","300112","179.17"
"315400","RAUL SOARES","MG","04/2020","1851","11239","6.07"
"315400","RAUL SOARES","MG","05/2020","1861","14441","7.76"
"315400","RAUL SOARES","MG","06/2020","1861","11785","6.33"
"315400","RAUL SOARES","MG","07/2020","1861","11973","6.43"
"315400","RAUL SOARES","MG","08/2020","1861","22690","12.19"
"315400","RAUL SOARES","MG","09/2020","1857","42068","22.65"
"315400","RAUL SOARES","MG","10/2020","1857","43531","23.44"
"315400","RAUL SOARES","MG","11/2020","1857","44365","23.89"
"315400","RAUL SOARES","MG","12/2020","1857","45644","24.58"
"315400","RAUL SOARES","MG","01/2021","1836","333330","181.55"
"315400","RAUL SOARES","MG","02/2021","1959","341786","174.47"
"315400","RAUL SOARES","MG","03/2021","2002","355139","177.39"
"315400","RAUL SOARES","MG","04/2021","2016","161119","79.92"
"315400","RAUL SOARES","MG","05/2021","2016","162638","80.67"
"315400","RAUL SOARES","MG","06/2021","2016","164110","81.40"
"315400","RAUL SOARES","MG","07/2021","2016","165641","82.16"
"315400","RAUL SOARES","MG","08/2021","2010","166142","82.66"
"315400","RAUL SOARES","MG","09/2021","2010","167657","83.41"
"315400","RAUL SOARES","MG","10/2021","2010","169526","84.34"
"315400","RAUL SOARES","MG","12/2019","1742","311544","178.84"
"315410","RECREIO","MG","08/2018","807","122740","152.09"
"315410","RECREIO","MG","08/2019","645","87479","135.63"
"315410","RECREIO","MG","06/2018","796","120896","151.88"
"315410","RECREIO","MG","05/2018","861","130827","151.95"
"315410","RECREIO","MG","01/2018","997","158284","158.76"
"315410","RECREIO","MG","04/2018","871","131458","150.93"
"315410","RECREIO","MG","02/2018","967","150436","155.57"
"315410","RECREIO","MG","03/2018","949","147033","154.93"
"315410","RECREIO","MG","07/2018","809","126791","156.73"
"315410","RECREIO","MG","10/2021","676","25751","38.09"
"315410","RECREIO","MG","09/2021","676","25141","37.19"
"315410","RECREIO","MG","08/2021","676","24949","36.91"
"315410","RECREIO","MG","07/2021","678","24914","36.75"
"315410","RECREIO","MG","06/2021","678","24264","35.79"
"315410","RECREIO","MG","05/2021","678","23313","34.38"
"315410","RECREIO","MG","04/2021","678","22492","33.17"
"315410","RECREIO","MG","03/2021","665","80917","121.68"
"315410","RECREIO","MG","02/2021","645","77294","119.84"
"315410","RECREIO","MG","01/2021","593","83456","140.74"
"315410","RECREIO","MG","12/2020","599","9098","15.19"
"315410","RECREIO","MG","11/2020","599","8966","14.97"
"315410","RECREIO","MG","10/2020","599","8617","14.39"
"315410","RECREIO","MG","09/2020","599","7734","12.91"
"315410","RECREIO","MG","08/2020","602","7370","12.24"
"315410","RECREIO","MG","07/2020","602","3685","6.12"
"315410","RECREIO","MG","06/2020","602","3384","5.62"
"315410","RECREIO","MG","05/2020","602","3382","5.62"
"315410","RECREIO","MG","04/2020","603","2836","4.70"
"315410","RECREIO","MG","03/2020","601","77202","128.46"
"315410","RECREIO","MG","02/2020","568","75267","132.51"
"315410","RECREIO","MG","01/2020","576","75872.00","131.72"
"315410","RECREIO","MG","11/2019","604","79629","131.84"
"315410","RECREIO","MG","10/2019","612","81999","133.99"
"315410","RECREIO","MG","09/2019","622","83409","134.10"
"315410","RECREIO","MG","07/2019","651","89323","137.21"
"315410","RECREIO","MG","06/2019","682","95113","139.46"
"315410","RECREIO","MG","05/2019","688","95552","138.88"
"315410","RECREIO","MG","12/2019","592","78554","132.69"
"315410","RECREIO","MG","04/2019","711","100652.00","141.56"
"315410","RECREIO","MG","03/2019","730","105319","144.27"
"315410","RECREIO","MG","02/2019","726","106013.00","146.02"
"315410","RECREIO","MG","01/2019","726","105821","145.76"
"315410","RECREIO","MG","12/2018","810","119150","147.10"
"315410","RECREIO","MG","11/2018","791","118470","149.77"
"315410","RECREIO","MG","10/2018","800","120093","150.12"
"315410","RECREIO","MG","09/2018","781","119102","152.50"
"315415","REDUTO","MG","09/2018","538","84334","156.75"
"315415","REDUTO","MG","12/2019","506","83911","165.83"
"315415","REDUTO","MG","10/2021","586","35234","60.13"
"315415","REDUTO","MG","09/2021","586","34430","58.75"
"315415","REDUTO","MG","08/2021","586","33896","57.84"
"315415","REDUTO","MG","07/2021","592","34297","57.93"
"315415","REDUTO","MG","06/2021","592","33549","56.67"
"315415","REDUTO","MG","05/2021","592","32754","55.33"
"315415","REDUTO","MG","04/2021","592","32207","54.40"
"315415","REDUTO","MG","03/2021","585","92293","157.77"
"315415","REDUTO","MG","02/2021","563","89594","159.14"
"315415","REDUTO","MG","01/2021","572","97307","170.12"
"315415","REDUTO","MG","12/2020","570","12336","21.64"
"315415","REDUTO","MG","11/2020","570","11757","20.63"
"315415","REDUTO","MG","10/2020","570","11577","20.31"
"315415","REDUTO","MG","09/2020","570","10903","19.13"
"315415","REDUTO","MG","08/2020","568","4170","7.34"
"315415","REDUTO","MG","07/2020","568","2420","4.26"
"315415","REDUTO","MG","06/2020","568","2420","4.26"
"315415","REDUTO","MG","05/2020","568","2151","3.79"
"315415","REDUTO","MG","04/2020","566","2391","4.22"
"315415","REDUTO","MG","03/2020","489","81051","165.75"
"315415","REDUTO","MG","02/2020","500","82097","164.19"
"315415","REDUTO","MG","01/2020","498","81445.00","163.54"
"315415","REDUTO","MG","11/2019","501","83032","165.73"
"315415","REDUTO","MG","10/2019","509","83564","164.17"
"315415","REDUTO","MG","09/2019","509","80679","158.50"
"315415","REDUTO","MG","08/2019","522","82629","158.29"
"315415","REDUTO","MG","07/2019","524","83384","159.13"
"315415","REDUTO","MG","06/2019","534","84902","158.99"
"315415","REDUTO","MG","05/2019","549","88488","161.18"
"315415","REDUTO","MG","04/2019","539","85997.00","159.55"
"315415","REDUTO","MG","03/2019","546","86937","159.23"
"315415","REDUTO","MG","02/2019","537","84754.00","157.83"
"315415","REDUTO","MG","01/2019","533","87996","165.10"
"315415","REDUTO","MG","12/2018","544","84118","154.63"
"315415","REDUTO","MG","11/2018","555","85633","154.29"
"315415","REDUTO","MG","10/2018","550","85821","156.04"
"315415","REDUTO","MG","08/2018","553","86451","156.33"
"315415","REDUTO","MG","07/2018","557","87260","156.66"
"315415","REDUTO","MG","06/2018","559","83892","150.08"
"315415","REDUTO","MG","05/2018","571","86583","151.63"
"315415","REDUTO","MG","04/2018","562","84883","151.04"
"315415","REDUTO","MG","03/2018","556","83142","149.54"
"315415","REDUTO","MG","02/2018","557","82752","148.57"
"315415","REDUTO","MG","01/2018","546","81755","149.73"
"315420","RESENDE COSTA","MG","04/2021","360","20920","58.11"
"315420","RESENDE COSTA","MG","06/2021","360","21058","58.49"
"315420","RESENDE COSTA","MG","07/2021","360","21400","59.44"
"315420","RESENDE COSTA","MG","08/2021","357","21406","59.96"
"315420","RESENDE COSTA","MG","09/2021","357","22084","61.86"
"315420","RESENDE COSTA","MG","10/2021","357","22214","62.22"
"315420","RESENDE COSTA","MG","12/2019","224","32830","146.56"
"315420","RESENDE COSTA","MG","10/2019","226","33120","146.55"
"315420","RESENDE COSTA","MG","04/2019","218","29859.00","136.97"
"315420","RESENDE COSTA","MG","01/2018","222","30194","136.01"
"315420","RESENDE COSTA","MG","02/2018","226","30832","136.42"
"315420","RESENDE COSTA","MG","03/2018","237","31118","131.30"
"315420","RESENDE COSTA","MG","04/2018","221","29546","133.69"
"315420","RESENDE COSTA","MG","05/2018","222","28381","127.84"
"315420","RESENDE COSTA","MG","06/2018","217","28047","129.25"
"315420","RESENDE COSTA","MG","07/2018","221","30635","138.62"
"315420","RESENDE COSTA","MG","08/2018","218","29320","134.50"
"315420","RESENDE COSTA","MG","09/2018","208","28290","136.01"
"315420","RESENDE COSTA","MG","10/2018","217","30467","140.40"
"315420","RESENDE COSTA","MG","11/2018","216","29919","138.51"
"315420","RESENDE COSTA","MG","12/2018","208","29432","141.50"
"315420","RESENDE COSTA","MG","01/2019","202","27724","137.25"
"315420","RESENDE COSTA","MG","02/2019","201","27278.00","135.71"
"315420","RESENDE COSTA","MG","03/2019","211","28835","136.66"
"315420","RESENDE COSTA","MG","05/2019","232","32655","140.75"
"315420","RESENDE COSTA","MG","06/2019","230","33390","145.17"
"315420","RESENDE COSTA","MG","07/2019","231","33682","145.81"
"315420","RESENDE COSTA","MG","08/2019","230","33775","146.85"
"315420","RESENDE COSTA","MG","09/2019","229","33255","145.22"
"315420","RESENDE COSTA","MG","11/2019","227","32757","144.30"
"315420","RESENDE COSTA","MG","01/2020","295","42687.00","144.70"
"315420","RESENDE COSTA","MG","02/2020","295","41336","140.12"
"315420","RESENDE COSTA","MG","03/2020","299","42436","141.93"
"315420","RESENDE COSTA","MG","04/2020","307","2606","8.49"
"315420","RESENDE COSTA","MG","05/2020","309","1967","6.37"
"315420","RESENDE COSTA","MG","06/2020","309","2015","6.52"
"315420","RESENDE COSTA","MG","07/2020","309","2309","7.47"
"315420","RESENDE COSTA","MG","08/2020","309","4618","14.94"
"315420","RESENDE COSTA","MG","09/2020","306","5602","18.31"
"315420","RESENDE COSTA","MG","10/2020","306","5821","19.02"
"315420","RESENDE COSTA","MG","11/2020","306","6140","20.07"
"315420","RESENDE COSTA","MG","12/2020","306","6277","20.51"
"315420","RESENDE COSTA","MG","01/2021","305","47941","157.18"
"315420","RESENDE COSTA","MG","02/2021","342","49651","145.18"
"315420","RESENDE COSTA","MG","03/2021","351","50890","144.99"
"315420","RESENDE COSTA","MG","05/2021","360","20961","58.23"
"315430","RESPLENDOR","MG","07/2021","1440","92603","64.31"
"315430","RESPLENDOR","MG","02/2020","1173","178460","152.14"
"315430","RESPLENDOR","MG","06/2021","1440","90961","63.17"
"315430","RESPLENDOR","MG","02/2018","1290","169528","131.42"
"315430","RESPLENDOR","MG","12/2020","1329","36305","27.32"
"315430","RESPLENDOR","MG","01/2018","1291","169612","131.38"
"315430","RESPLENDOR","MG","05/2021","1440","89702","62.29"
"315430","RESPLENDOR","MG","04/2021","1439","87692","60.94"
"315430","RESPLENDOR","MG","03/2021","1411","210853","149.44"
"315430","RESPLENDOR","MG","11/2020","1329","34689","26.10"
"315430","RESPLENDOR","MG","10/2020","1329","33751","25.40"
"315430","RESPLENDOR","MG","09/2020","1329","32274","24.28"
"315430","RESPLENDOR","MG","08/2020","1330","21354","16.06"
"315430","RESPLENDOR","MG","07/2020","1330","10718","8.06"
"315430","RESPLENDOR","MG","06/2020","1330","9653","7.26"
"315430","RESPLENDOR","MG","05/2020","1327","8968","6.76"
"315430","RESPLENDOR","MG","04/2020","1333","11442","8.58"
"315430","RESPLENDOR","MG","03/2020","1334","200715","150.46"
"315430","RESPLENDOR","MG","01/2020","1179","178739.00","151.60"
"315430","RESPLENDOR","MG","11/2019","1189","179657","151.10"
"315430","RESPLENDOR","MG","10/2019","1207","181905","150.71"
"315430","RESPLENDOR","MG","09/2019","1213","183269","151.09"
"315430","RESPLENDOR","MG","08/2019","1241","186001","149.88"
"315430","RESPLENDOR","MG","07/2019","1240","185884","149.91"
"315430","RESPLENDOR","MG","06/2019","1256","187237","149.07"
"315430","RESPLENDOR","MG","05/2019","1289","191280","148.39"
"315430","RESPLENDOR","MG","04/2019","1279","189522.00","148.18"
"315430","RESPLENDOR","MG","03/2019","1271","189146","148.82"
"315430","RESPLENDOR","MG","02/2019","1246","183952.00","147.63"
"315430","RESPLENDOR","MG","01/2019","1228","180791","147.22"
"315430","RESPLENDOR","MG","12/2018","1260","186149","147.74"
"315430","RESPLENDOR","MG","11/2018","1269","187256","147.56"
"315430","RESPLENDOR","MG","10/2018","1246","183059","146.92"
"315430","RESPLENDOR","MG","09/2018","1222","178257","145.87"
"315430","RESPLENDOR","MG","08/2018","1258","180815","143.73"
"315430","RESPLENDOR","MG","07/2018","1239","178451","144.03"
"315430","RESPLENDOR","MG","06/2018","1244","169013","135.86"
"315430","RESPLENDOR","MG","05/2018","1280","169755","132.62"
"315430","RESPLENDOR","MG","04/2018","1265","167339","132.28"
"315430","RESPLENDOR","MG","03/2018","1287","169584","131.77"
"315430","RESPLENDOR","MG","01/2021","1325","209583","158.18"
"315430","RESPLENDOR","MG","12/2019","1188","180046","151.55"
"315430","RESPLENDOR","MG","02/2021","1383","206614","149.40"
"315430","RESPLENDOR","MG","10/2021","1435","95285","66.40"
"315430","RESPLENDOR","MG","09/2021","1435","93676","65.28"
"315430","RESPLENDOR","MG","08/2021","1435","91887","64.03"
"315440","RESSAQUINHA","MG","10/2018","460","81449","177.06"
"315440","RESSAQUINHA","MG","09/2018","457","86324","188.89"
"315440","RESSAQUINHA","MG","08/2018","447","77823","174.10"
"315440","RESSAQUINHA","MG","07/2018","446","77467","173.69"
"315440","RESSAQUINHA","MG","06/2018","447","74823","167.39"
"315440","RESSAQUINHA","MG","05/2018","481","80559","167.48"
"315440","RESSAQUINHA","MG","04/2018","470","77812","165.56"
"315440","RESSAQUINHA","MG","03/2018","480","78923","164.42"
"315440","RESSAQUINHA","MG","10/2020","469","9872","21.05"
"315440","RESSAQUINHA","MG","10/2021","457","42893","93.86"
"315440","RESSAQUINHA","MG","09/2021","457","42097","92.12"
"315440","RESSAQUINHA","MG","08/2021","457","41909","91.70"
"315440","RESSAQUINHA","MG","07/2021","457","41329","90.44"
"315440","RESSAQUINHA","MG","06/2021","457","41099","89.93"
"315440","RESSAQUINHA","MG","05/2021","457","40789","89.25"
"315440","RESSAQUINHA","MG","04/2021","457","39889","87.28"
"315440","RESSAQUINHA","MG","03/2021","458","89668","195.78"
"315440","RESSAQUINHA","MG","02/2021","458","90024","196.56"
"315440","RESSAQUINHA","MG","01/2021","466","92556","198.62"
"315440","RESSAQUINHA","MG","12/2020","469","10053","21.43"
"315440","RESSAQUINHA","MG","11/2020","469","10323","22.01"
"315440","RESSAQUINHA","MG","02/2018","481","79501","165.28"
"315440","RESSAQUINHA","MG","09/2020","469","8853","18.88"
"315440","RESSAQUINHA","MG","08/2020","471","5708","12.12"
"315440","RESSAQUINHA","MG","07/2020","471","3123","6.63"
"315440","RESSAQUINHA","MG","06/2020","471","2854","6.06"
"315440","RESSAQUINHA","MG","05/2020","471","3478","7.38"
"315440","RESSAQUINHA","MG","04/2020","470","4021","8.56"
"315440","RESSAQUINHA","MG","12/2019","434","84356","194.37"
"315440","RESSAQUINHA","MG","03/2020","428","85157","198.96"
"315440","RESSAQUINHA","MG","02/2020","433","85826","198.21"
"315440","RESSAQUINHA","MG","01/2020","433","85018.00","196.35"
"315440","RESSAQUINHA","MG","11/2019","435","83865","192.79"
"315440","RESSAQUINHA","MG","10/2019","455","85970","188.95"
"315440","RESSAQUINHA","MG","09/2019","452","84784","187.58"
"315440","RESSAQUINHA","MG","08/2019","460","85058","184.91"
"315440","RESSAQUINHA","MG","07/2019","459","82494","179.73"
"315440","RESSAQUINHA","MG","01/2018","476","79110","166.20"
"315440","RESSAQUINHA","MG","06/2019","466","83274","178.70"
"315440","RESSAQUINHA","MG","05/2019","468","83735","178.92"
