"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"315810","SANTA MARIA DO SALTO","MG","10/2018","38"
"315810","SANTA MARIA DO SALTO","MG","11/2018","38"
"315810","SANTA MARIA DO SALTO","MG","12/2018","38"
"315810","SANTA MARIA DO SALTO","MG","01/2019","39"
"315810","SANTA MARIA DO SALTO","MG","02/2019","39"
"315810","SANTA MARIA DO SALTO","MG","03/2019","39"
"315810","SANTA MARIA DO SALTO","MG","05/2019","39"
"315810","SANTA MARIA DO SALTO","MG","06/2019","39"
"315810","SANTA MARIA DO SALTO","MG","07/2019","39"
"315810","SANTA MARIA DO SALTO","MG","08/2019","39"
"315810","SANTA MARIA DO SALTO","MG","09/2019","39"
"315810","SANTA MARIA DO SALTO","MG","10/2019","39"
"315810","SANTA MARIA DO SALTO","MG","11/2019","39"
"315810","SANTA MARIA DO SALTO","MG","01/2020","39"
"315810","SANTA MARIA DO SALTO","MG","02/2020","38"
"315810","SANTA MARIA DO SALTO","MG","03/2020","38"
"315810","SANTA MARIA DO SALTO","MG","04/2020","38"
"315810","SANTA MARIA DO SALTO","MG","05/2020","39"
"315810","SANTA MARIA DO SALTO","MG","06/2020","39"
"315810","SANTA MARIA DO SALTO","MG","07/2020","39"
"315810","SANTA MARIA DO SALTO","MG","08/2020","38"
"315810","SANTA MARIA DO SALTO","MG","10/2020","36"
"315810","SANTA MARIA DO SALTO","MG","11/2020","36"
"315810","SANTA MARIA DO SALTO","MG","12/2020","37"
"315810","SANTA MARIA DO SALTO","MG","01/2021","37"
"315810","SANTA MARIA DO SALTO","MG","02/2021","37"
"315810","SANTA MARIA DO SALTO","MG","03/2021","37"
"315810","SANTA MARIA DO SALTO","MG","04/2021","37"
"315810","SANTA MARIA DO SALTO","MG","05/2021","37"
"315810","SANTA MARIA DO SALTO","MG","06/2021","36"
"315810","SANTA MARIA DO SALTO","MG","07/2021","35"
"315810","SANTA MARIA DO SALTO","MG","08/2021","35"
"315810","SANTA MARIA DO SALTO","MG","10/2021","35"
"315810","SANTA MARIA DO SALTO","MG","11/2021","35"
"315810","SANTA MARIA DO SALTO","MG","12/2021","35"
"315810","SANTA MARIA DO SALTO","MG","12/2019","39"
"315810","SANTA MARIA DO SALTO","MG","09/2020","36"
"315810","SANTA MARIA DO SALTO","MG","04/2019","39"
"315820","SANTA MARIA DO SUAÇUÍ","MG","04/2020","203"
"315820","SANTA MARIA DO SUAÇUÍ","MG","05/2020","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","06/2020","207"
"315820","SANTA MARIA DO SUAÇUÍ","MG","07/2020","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","08/2020","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","09/2020","208"
"315820","SANTA MARIA DO SUAÇUÍ","MG","02/2018","222"
"315820","SANTA MARIA DO SUAÇUÍ","MG","12/2019","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","05/2018","221"
"315820","SANTA MARIA DO SUAÇUÍ","MG","10/2018","220"
"315820","SANTA MARIA DO SUAÇUÍ","MG","09/2021","203"
"315820","SANTA MARIA DO SUAÇUÍ","MG","10/2021","202"
"315820","SANTA MARIA DO SUAÇUÍ","MG","11/2021","201"
"315820","SANTA MARIA DO SUAÇUÍ","MG","12/2021","200"
"315820","SANTA MARIA DO SUAÇUÍ","MG","08/2021","198"
"315820","SANTA MARIA DO SUAÇUÍ","MG","07/2021","198"
"315820","SANTA MARIA DO SUAÇUÍ","MG","06/2021","199"
"315820","SANTA MARIA DO SUAÇUÍ","MG","05/2021","201"
"315820","SANTA MARIA DO SUAÇUÍ","MG","04/2021","201"
"315820","SANTA MARIA DO SUAÇUÍ","MG","03/2021","200"
"315820","SANTA MARIA DO SUAÇUÍ","MG","02/2021","202"
"315820","SANTA MARIA DO SUAÇUÍ","MG","01/2021","201"
"315820","SANTA MARIA DO SUAÇUÍ","MG","11/2018","219"
"315820","SANTA MARIA DO SUAÇUÍ","MG","12/2018","219"
"315820","SANTA MARIA DO SUAÇUÍ","MG","01/2019","214"
"315820","SANTA MARIA DO SUAÇUÍ","MG","02/2019","214"
"315820","SANTA MARIA DO SUAÇUÍ","MG","03/2019","214"
"315820","SANTA MARIA DO SUAÇUÍ","MG","04/2019","211"
"315820","SANTA MARIA DO SUAÇUÍ","MG","05/2019","207"
"315820","SANTA MARIA DO SUAÇUÍ","MG","06/2019","205"
"315820","SANTA MARIA DO SUAÇUÍ","MG","07/2019","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","08/2019","204"
"315820","SANTA MARIA DO SUAÇUÍ","MG","09/2019","204"
"315820","SANTA MARIA DO SUAÇUÍ","MG","10/2019","202"
"315820","SANTA MARIA DO SUAÇUÍ","MG","11/2019","207"
"315820","SANTA MARIA DO SUAÇUÍ","MG","09/2018","219"
"315820","SANTA MARIA DO SUAÇUÍ","MG","01/2020","206"
"315820","SANTA MARIA DO SUAÇUÍ","MG","02/2020","204"
"315820","SANTA MARIA DO SUAÇUÍ","MG","03/2020","205"
"315820","SANTA MARIA DO SUAÇUÍ","MG","12/2020","207"
"315820","SANTA MARIA DO SUAÇUÍ","MG","11/2020","207"
"315820","SANTA MARIA DO SUAÇUÍ","MG","10/2020","209"
"315820","SANTA MARIA DO SUAÇUÍ","MG","04/2018","221"
"315820","SANTA MARIA DO SUAÇUÍ","MG","01/2018","223"
"315820","SANTA MARIA DO SUAÇUÍ","MG","03/2018","221"
"315820","SANTA MARIA DO SUAÇUÍ","MG","06/2018","219"
"315820","SANTA MARIA DO SUAÇUÍ","MG","07/2018","219"
"315820","SANTA MARIA DO SUAÇUÍ","MG","08/2018","219"
"315830","SANTANA DA VARGEM","MG","11/2020","44"
"315830","SANTANA DA VARGEM","MG","12/2019","50"
"315830","SANTANA DA VARGEM","MG","01/2018","61"
"315830","SANTANA DA VARGEM","MG","02/2018","62"
"315830","SANTANA DA VARGEM","MG","03/2018","61"
"315830","SANTANA DA VARGEM","MG","04/2018","61"
"315830","SANTANA DA VARGEM","MG","05/2018","60"
"315830","SANTANA DA VARGEM","MG","06/2018","60"
"315830","SANTANA DA VARGEM","MG","07/2018","60"
"315830","SANTANA DA VARGEM","MG","08/2018","59"
"315830","SANTANA DA VARGEM","MG","09/2018","58"
"315830","SANTANA DA VARGEM","MG","10/2018","58"
"315830","SANTANA DA VARGEM","MG","11/2018","57"
"315830","SANTANA DA VARGEM","MG","12/2018","56"
"315830","SANTANA DA VARGEM","MG","01/2019","57"
"315830","SANTANA DA VARGEM","MG","02/2019","57"
"315830","SANTANA DA VARGEM","MG","03/2019","57"
"315830","SANTANA DA VARGEM","MG","04/2019","58"
"315830","SANTANA DA VARGEM","MG","05/2019","57"
"315830","SANTANA DA VARGEM","MG","06/2019","57"
"315830","SANTANA DA VARGEM","MG","07/2019","56"
"315830","SANTANA DA VARGEM","MG","08/2019","55"
"315830","SANTANA DA VARGEM","MG","09/2019","54"
"315830","SANTANA DA VARGEM","MG","10/2019","51"
"315830","SANTANA DA VARGEM","MG","11/2019","50"
"315830","SANTANA DA VARGEM","MG","01/2020","50"
"315830","SANTANA DA VARGEM","MG","02/2020","50"
"315830","SANTANA DA VARGEM","MG","03/2020","50"
"315830","SANTANA DA VARGEM","MG","04/2020","50"
"315830","SANTANA DA VARGEM","MG","05/2020","50"
"315830","SANTANA DA VARGEM","MG","06/2020","50"
"315830","SANTANA DA VARGEM","MG","07/2020","51"
"315830","SANTANA DA VARGEM","MG","12/2021","41"
"315830","SANTANA DA VARGEM","MG","11/2021","41"
"315830","SANTANA DA VARGEM","MG","10/2021","41"
"315830","SANTANA DA VARGEM","MG","09/2021","41"
"315830","SANTANA DA VARGEM","MG","08/2021","43"
"315830","SANTANA DA VARGEM","MG","07/2021","41"
"315830","SANTANA DA VARGEM","MG","06/2021","41"
"315830","SANTANA DA VARGEM","MG","05/2021","41"
"315830","SANTANA DA VARGEM","MG","04/2021","41"
"315830","SANTANA DA VARGEM","MG","03/2021","43"
"315830","SANTANA DA VARGEM","MG","02/2021","43"
"315830","SANTANA DA VARGEM","MG","01/2021","43"
"315830","SANTANA DA VARGEM","MG","12/2020","44"
"315830","SANTANA DA VARGEM","MG","10/2020","45"
"315830","SANTANA DA VARGEM","MG","09/2020","48"
"315830","SANTANA DA VARGEM","MG","08/2020","49"
"315840","SANTANA DE CATAGUASES","MG","11/2021","27"
"315840","SANTANA DE CATAGUASES","MG","12/2021","28"
"315840","SANTANA DE CATAGUASES","MG","10/2021","27"
"315840","SANTANA DE CATAGUASES","MG","09/2021","28"
"315840","SANTANA DE CATAGUASES","MG","08/2021","29"
"315840","SANTANA DE CATAGUASES","MG","07/2021","29"
"315840","SANTANA DE CATAGUASES","MG","06/2021","31"
"315840","SANTANA DE CATAGUASES","MG","05/2021","31"
"315840","SANTANA DE CATAGUASES","MG","04/2021","31"
"315840","SANTANA DE CATAGUASES","MG","03/2021","30"
"315840","SANTANA DE CATAGUASES","MG","02/2021","30"
"315840","SANTANA DE CATAGUASES","MG","01/2021","30"
"315840","SANTANA DE CATAGUASES","MG","12/2020","30"
"315840","SANTANA DE CATAGUASES","MG","11/2020","30"
"315840","SANTANA DE CATAGUASES","MG","10/2020","30"
"315840","SANTANA DE CATAGUASES","MG","09/2020","30"
"315840","SANTANA DE CATAGUASES","MG","08/2020","30"
"315840","SANTANA DE CATAGUASES","MG","07/2020","29"
"315840","SANTANA DE CATAGUASES","MG","06/2020","29"
"315840","SANTANA DE CATAGUASES","MG","05/2020","29"
"315840","SANTANA DE CATAGUASES","MG","04/2020","29"
"315840","SANTANA DE CATAGUASES","MG","03/2020","29"
"315840","SANTANA DE CATAGUASES","MG","02/2020","29"
"315840","SANTANA DE CATAGUASES","MG","01/2020","28"
"315840","SANTANA DE CATAGUASES","MG","11/2019","27"
"315840","SANTANA DE CATAGUASES","MG","10/2019","28"
"315840","SANTANA DE CATAGUASES","MG","09/2019","27"
"315840","SANTANA DE CATAGUASES","MG","08/2019","26"
"315840","SANTANA DE CATAGUASES","MG","07/2019","26"
"315840","SANTANA DE CATAGUASES","MG","06/2019","26"
"315840","SANTANA DE CATAGUASES","MG","05/2019","26"
"315840","SANTANA DE CATAGUASES","MG","04/2019","26"
"315840","SANTANA DE CATAGUASES","MG","03/2019","26"
"315840","SANTANA DE CATAGUASES","MG","02/2019","27"
"315840","SANTANA DE CATAGUASES","MG","01/2019","27"
"315840","SANTANA DE CATAGUASES","MG","12/2018","28"
"315840","SANTANA DE CATAGUASES","MG","11/2018","28"
"315840","SANTANA DE CATAGUASES","MG","10/2018","28"
"315840","SANTANA DE CATAGUASES","MG","09/2018","28"
"315840","SANTANA DE CATAGUASES","MG","08/2018","28"
"315840","SANTANA DE CATAGUASES","MG","07/2018","28"
"315840","SANTANA DE CATAGUASES","MG","06/2018","28"
"315840","SANTANA DE CATAGUASES","MG","05/2018","27"
"315840","SANTANA DE CATAGUASES","MG","04/2018","28"
"315840","SANTANA DE CATAGUASES","MG","03/2018","28"
"315840","SANTANA DE CATAGUASES","MG","02/2018","28"
"315840","SANTANA DE CATAGUASES","MG","01/2018","28"
"315840","SANTANA DE CATAGUASES","MG","12/2019","27"
"315850","SANTANA DE PIRAPAMA","MG","07/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","12/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","01/2018","70"
"315850","SANTANA DE PIRAPAMA","MG","02/2018","68"
"315850","SANTANA DE PIRAPAMA","MG","03/2018","68"
"315850","SANTANA DE PIRAPAMA","MG","04/2018","67"
"315850","SANTANA DE PIRAPAMA","MG","05/2018","67"
"315850","SANTANA DE PIRAPAMA","MG","06/2018","65"
"315850","SANTANA DE PIRAPAMA","MG","07/2018","64"
"315850","SANTANA DE PIRAPAMA","MG","08/2018","63"
"315850","SANTANA DE PIRAPAMA","MG","09/2018","67"
"315850","SANTANA DE PIRAPAMA","MG","10/2018","69"
"315850","SANTANA DE PIRAPAMA","MG","11/2018","69"
"315850","SANTANA DE PIRAPAMA","MG","12/2018","70"
"315850","SANTANA DE PIRAPAMA","MG","01/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","02/2019","69"
"315850","SANTANA DE PIRAPAMA","MG","03/2019","70"
"315850","SANTANA DE PIRAPAMA","MG","04/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","05/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","06/2019","69"
"315850","SANTANA DE PIRAPAMA","MG","08/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","09/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","10/2019","68"
"315850","SANTANA DE PIRAPAMA","MG","11/2019","69"
"315850","SANTANA DE PIRAPAMA","MG","01/2020","68"
"315850","SANTANA DE PIRAPAMA","MG","02/2020","70"
"315850","SANTANA DE PIRAPAMA","MG","03/2020","73"
"315850","SANTANA DE PIRAPAMA","MG","04/2020","76"
"315850","SANTANA DE PIRAPAMA","MG","05/2020","77"
"315850","SANTANA DE PIRAPAMA","MG","06/2020","76"
"315850","SANTANA DE PIRAPAMA","MG","07/2020","77"
"315850","SANTANA DE PIRAPAMA","MG","08/2020","77"
"315850","SANTANA DE PIRAPAMA","MG","09/2020","78"
"315850","SANTANA DE PIRAPAMA","MG","10/2020","78"
"315850","SANTANA DE PIRAPAMA","MG","11/2020","77"
"315850","SANTANA DE PIRAPAMA","MG","12/2020","76"
"315850","SANTANA DE PIRAPAMA","MG","01/2021","75"
"315850","SANTANA DE PIRAPAMA","MG","02/2021","74"
"315850","SANTANA DE PIRAPAMA","MG","03/2021","75"
"315850","SANTANA DE PIRAPAMA","MG","04/2021","74"
"315850","SANTANA DE PIRAPAMA","MG","05/2021","73"
"315850","SANTANA DE PIRAPAMA","MG","06/2021","75"
"315850","SANTANA DE PIRAPAMA","MG","07/2021","78"
"315850","SANTANA DE PIRAPAMA","MG","08/2021","78"
"315850","SANTANA DE PIRAPAMA","MG","09/2021","79"
"315850","SANTANA DE PIRAPAMA","MG","10/2021","81"
"315850","SANTANA DE PIRAPAMA","MG","11/2021","79"
"315850","SANTANA DE PIRAPAMA","MG","12/2021","79"
"315860","SANTANA DO DESERTO","MG","03/2020","9"
"315860","SANTANA DO DESERTO","MG","04/2020","9"
"315860","SANTANA DO DESERTO","MG","09/2020","9"
"315860","SANTANA DO DESERTO","MG","05/2020","9"
"315860","SANTANA DO DESERTO","MG","06/2020","9"
"315860","SANTANA DO DESERTO","MG","07/2020","9"
"315860","SANTANA DO DESERTO","MG","12/2019","9"
"315860","SANTANA DO DESERTO","MG","08/2020","9"
"315860","SANTANA DO DESERTO","MG","05/2021","8"
"315860","SANTANA DO DESERTO","MG","10/2020","9"
"315860","SANTANA DO DESERTO","MG","11/2020","9"
"315860","SANTANA DO DESERTO","MG","12/2020","9"
"315860","SANTANA DO DESERTO","MG","01/2021","9"
"315860","SANTANA DO DESERTO","MG","01/2018","8"
"315860","SANTANA DO DESERTO","MG","02/2018","8"
"315860","SANTANA DO DESERTO","MG","03/2018","8"
"315860","SANTANA DO DESERTO","MG","04/2018","8"
"315860","SANTANA DO DESERTO","MG","05/2018","8"
"315860","SANTANA DO DESERTO","MG","12/2021","11"
"315860","SANTANA DO DESERTO","MG","11/2021","10"
"315860","SANTANA DO DESERTO","MG","06/2018","8"
"315860","SANTANA DO DESERTO","MG","07/2018","8"
"315860","SANTANA DO DESERTO","MG","08/2018","8"
"315860","SANTANA DO DESERTO","MG","09/2018","8"
"315860","SANTANA DO DESERTO","MG","02/2021","8"
"315860","SANTANA DO DESERTO","MG","10/2018","8"
"315860","SANTANA DO DESERTO","MG","11/2018","8"
"315860","SANTANA DO DESERTO","MG","12/2018","8"
"315860","SANTANA DO DESERTO","MG","10/2021","10"
"315860","SANTANA DO DESERTO","MG","09/2021","10"
"315860","SANTANA DO DESERTO","MG","08/2021","9"
"315860","SANTANA DO DESERTO","MG","07/2021","9"
"315860","SANTANA DO DESERTO","MG","06/2021","9"
"315860","SANTANA DO DESERTO","MG","01/2019","8"
"315860","SANTANA DO DESERTO","MG","02/2019","8"
"315860","SANTANA DO DESERTO","MG","03/2019","8"
"315860","SANTANA DO DESERTO","MG","04/2019","8"
"315860","SANTANA DO DESERTO","MG","05/2019","8"
"315860","SANTANA DO DESERTO","MG","04/2021","8"
"315860","SANTANA DO DESERTO","MG","06/2019","8"
"315860","SANTANA DO DESERTO","MG","07/2019","8"
"315860","SANTANA DO DESERTO","MG","08/2019","8"
"315860","SANTANA DO DESERTO","MG","09/2019","8"
"315860","SANTANA DO DESERTO","MG","10/2019","9"
"315860","SANTANA DO DESERTO","MG","11/2019","9"
"315860","SANTANA DO DESERTO","MG","03/2021","8"
"315860","SANTANA DO DESERTO","MG","01/2020","9"
"315860","SANTANA DO DESERTO","MG","02/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","02/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","01/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","03/2018","8"
"315870","SANTANA DO GARAMBÉU","MG","04/2018","8"
"315870","SANTANA DO GARAMBÉU","MG","05/2018","9"
"315870","SANTANA DO GARAMBÉU","MG","06/2018","8"
"315870","SANTANA DO GARAMBÉU","MG","07/2018","8"
"315870","SANTANA DO GARAMBÉU","MG","08/2018","8"
"315870","SANTANA DO GARAMBÉU","MG","09/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","10/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","11/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","12/2018","7"
"315870","SANTANA DO GARAMBÉU","MG","01/2019","7"
"315870","SANTANA DO GARAMBÉU","MG","02/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","03/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","04/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","05/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","06/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","07/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","08/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","09/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","10/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","11/2019","8"
"315870","SANTANA DO GARAMBÉU","MG","01/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","02/2020","10"
"315870","SANTANA DO GARAMBÉU","MG","03/2020","10"
"315870","SANTANA DO GARAMBÉU","MG","04/2020","10"
"315870","SANTANA DO GARAMBÉU","MG","05/2020","10"
"315870","SANTANA DO GARAMBÉU","MG","06/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","07/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","08/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","09/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","10/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","11/2020","9"
"315870","SANTANA DO GARAMBÉU","MG","12/2020","10"
"315870","SANTANA DO GARAMBÉU","MG","01/2021","10"
"315870","SANTANA DO GARAMBÉU","MG","02/2021","10"
"315870","SANTANA DO GARAMBÉU","MG","03/2021","10"
"315870","SANTANA DO GARAMBÉU","MG","04/2021","11"
"315870","SANTANA DO GARAMBÉU","MG","05/2021","11"
"315870","SANTANA DO GARAMBÉU","MG","06/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","07/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","08/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","09/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","10/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","11/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","12/2021","9"
"315870","SANTANA DO GARAMBÉU","MG","12/2019","9"
"315880","SANTANA DO JACARÉ","MG","04/2021","34"
"315880","SANTANA DO JACARÉ","MG","12/2019","39"
"315880","SANTANA DO JACARÉ","MG","10/2021","29"
"315880","SANTANA DO JACARÉ","MG","09/2021","27"
"315880","SANTANA DO JACARÉ","MG","08/2021","28"
"315880","SANTANA DO JACARÉ","MG","09/2020","40"
"315880","SANTANA DO JACARÉ","MG","07/2021","30"
"315880","SANTANA DO JACARÉ","MG","11/2021","28"
"315880","SANTANA DO JACARÉ","MG","06/2021","32"
"315880","SANTANA DO JACARÉ","MG","05/2021","33"
"315880","SANTANA DO JACARÉ","MG","12/2021","27"
"315880","SANTANA DO JACARÉ","MG","01/2018","35"
"315880","SANTANA DO JACARÉ","MG","02/2018","36"
"315880","SANTANA DO JACARÉ","MG","03/2018","37"
"315880","SANTANA DO JACARÉ","MG","04/2018","37"
"315880","SANTANA DO JACARÉ","MG","05/2018","37"
"315880","SANTANA DO JACARÉ","MG","06/2018","37"
"315880","SANTANA DO JACARÉ","MG","07/2018","37"
"315880","SANTANA DO JACARÉ","MG","08/2018","39"
"315880","SANTANA DO JACARÉ","MG","09/2018","40"
"315880","SANTANA DO JACARÉ","MG","10/2018","39"
"315880","SANTANA DO JACARÉ","MG","11/2018","40"
"315880","SANTANA DO JACARÉ","MG","12/2018","40"
"315880","SANTANA DO JACARÉ","MG","01/2019","37"
"315880","SANTANA DO JACARÉ","MG","02/2019","38"
"315880","SANTANA DO JACARÉ","MG","03/2019","37"
"315880","SANTANA DO JACARÉ","MG","04/2019","37"
"315880","SANTANA DO JACARÉ","MG","05/2019","38"
"315880","SANTANA DO JACARÉ","MG","06/2019","38"
"315880","SANTANA DO JACARÉ","MG","07/2019","36"
"315880","SANTANA DO JACARÉ","MG","08/2019","37"
"315880","SANTANA DO JACARÉ","MG","09/2019","37"
"315880","SANTANA DO JACARÉ","MG","10/2019","37"
"315880","SANTANA DO JACARÉ","MG","11/2019","37"
"315880","SANTANA DO JACARÉ","MG","01/2020","39"
"315880","SANTANA DO JACARÉ","MG","02/2020","39"
"315880","SANTANA DO JACARÉ","MG","03/2020","39"
"315880","SANTANA DO JACARÉ","MG","04/2020","39"
"315880","SANTANA DO JACARÉ","MG","05/2020","39"
"315880","SANTANA DO JACARÉ","MG","06/2020","39"
"315880","SANTANA DO JACARÉ","MG","07/2020","40"
"315880","SANTANA DO JACARÉ","MG","08/2020","40"
"315880","SANTANA DO JACARÉ","MG","10/2020","38"
"315880","SANTANA DO JACARÉ","MG","11/2020","38"
"315880","SANTANA DO JACARÉ","MG","12/2020","38"
"315880","SANTANA DO JACARÉ","MG","01/2021","38"
"315880","SANTANA DO JACARÉ","MG","02/2021","38"
"315880","SANTANA DO JACARÉ","MG","03/2021","36"
"315890","SANTANA DO MANHUAÇU","MG","12/2020","24"
"315890","SANTANA DO MANHUAÇU","MG","01/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","02/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","03/2018","18"
"315890","SANTANA DO MANHUAÇU","MG","04/2018","18"
"315890","SANTANA DO MANHUAÇU","MG","05/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","06/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","07/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","08/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","09/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","10/2018","21"
"315890","SANTANA DO MANHUAÇU","MG","11/2018","22"
"315890","SANTANA DO MANHUAÇU","MG","12/2018","22"
"315890","SANTANA DO MANHUAÇU","MG","01/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","02/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","03/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","04/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","05/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","06/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","07/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","08/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","09/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","10/2019","22"
"315890","SANTANA DO MANHUAÇU","MG","11/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","01/2020","23"
"315890","SANTANA DO MANHUAÇU","MG","02/2020","23"
"315890","SANTANA DO MANHUAÇU","MG","03/2020","23"
"315890","SANTANA DO MANHUAÇU","MG","04/2020","23"
"315890","SANTANA DO MANHUAÇU","MG","05/2020","22"
"315890","SANTANA DO MANHUAÇU","MG","06/2020","22"
"315890","SANTANA DO MANHUAÇU","MG","07/2020","22"
"315890","SANTANA DO MANHUAÇU","MG","08/2020","21"
"315890","SANTANA DO MANHUAÇU","MG","09/2020","21"
"315890","SANTANA DO MANHUAÇU","MG","10/2020","20"
"315890","SANTANA DO MANHUAÇU","MG","11/2020","22"
"315890","SANTANA DO MANHUAÇU","MG","01/2021","24"
"315890","SANTANA DO MANHUAÇU","MG","02/2021","24"
"315890","SANTANA DO MANHUAÇU","MG","03/2021","24"
"315890","SANTANA DO MANHUAÇU","MG","04/2021","25"
"315890","SANTANA DO MANHUAÇU","MG","05/2021","25"
"315890","SANTANA DO MANHUAÇU","MG","06/2021","25"
"315890","SANTANA DO MANHUAÇU","MG","12/2019","23"
"315890","SANTANA DO MANHUAÇU","MG","07/2021","25"
"315890","SANTANA DO MANHUAÇU","MG","08/2021","26"
"315890","SANTANA DO MANHUAÇU","MG","09/2021","27"
"315890","SANTANA DO MANHUAÇU","MG","10/2021","27"
"315890","SANTANA DO MANHUAÇU","MG","11/2021","28"
"315890","SANTANA DO MANHUAÇU","MG","12/2021","29"
"315895","SANTANA DO PARAÍSO","MG","10/2019","140"
"315895","SANTANA DO PARAÍSO","MG","11/2021","142"
"315895","SANTANA DO PARAÍSO","MG","11/2020","148"
"315895","SANTANA DO PARAÍSO","MG","12/2019","150"
"315895","SANTANA DO PARAÍSO","MG","05/2021","137"
"315895","SANTANA DO PARAÍSO","MG","09/2020","145"
"315895","SANTANA DO PARAÍSO","MG","08/2020","146"
"315895","SANTANA DO PARAÍSO","MG","02/2021","143"
"315895","SANTANA DO PARAÍSO","MG","11/2019","149"
"315895","SANTANA DO PARAÍSO","MG","01/2021","145"
"315895","SANTANA DO PARAÍSO","MG","07/2021","136"
"315895","SANTANA DO PARAÍSO","MG","08/2021","136"
"315895","SANTANA DO PARAÍSO","MG","09/2021","136"
"315895","SANTANA DO PARAÍSO","MG","10/2021","141"
"315895","SANTANA DO PARAÍSO","MG","12/2021","143"
"315895","SANTANA DO PARAÍSO","MG","12/2020","146"
"315895","SANTANA DO PARAÍSO","MG","10/2020","146"
"315895","SANTANA DO PARAÍSO","MG","01/2020","151"
"315895","SANTANA DO PARAÍSO","MG","06/2021","137"
"315895","SANTANA DO PARAÍSO","MG","02/2020","144"
"315895","SANTANA DO PARAÍSO","MG","03/2020","148"
"315895","SANTANA DO PARAÍSO","MG","04/2020","148"
"315895","SANTANA DO PARAÍSO","MG","03/2021","141"
"315895","SANTANA DO PARAÍSO","MG","05/2020","148"
"315895","SANTANA DO PARAÍSO","MG","01/2018","148"
"315895","SANTANA DO PARAÍSO","MG","04/2021","138"
"315895","SANTANA DO PARAÍSO","MG","02/2018","149"
"315895","SANTANA DO PARAÍSO","MG","03/2018","150"
"315895","SANTANA DO PARAÍSO","MG","04/2018","150"
"315895","SANTANA DO PARAÍSO","MG","05/2018","149"
"315895","SANTANA DO PARAÍSO","MG","06/2018","149"
"315895","SANTANA DO PARAÍSO","MG","07/2018","152"
"315895","SANTANA DO PARAÍSO","MG","08/2018","151"
"315895","SANTANA DO PARAÍSO","MG","09/2018","149"
"315895","SANTANA DO PARAÍSO","MG","10/2018","151"
"315895","SANTANA DO PARAÍSO","MG","11/2018","152"
"315895","SANTANA DO PARAÍSO","MG","12/2018","152"
"315895","SANTANA DO PARAÍSO","MG","01/2019","149"
