Coluna;IBGE Setor
Município-Minas Gerais;1 - Extrativa mineral;2 - Indústria de transformação;3 - Servicos industriais de utilidade pública;4 - Construção Civil;5 - Comércio;6 - Serviços;7 - Administração Pública;8 - Agropecuária, extração vegetal, caça e pesca;Total
310200:MG-ALTEROSA;0;152969,179999995;0;18305,4200000018;479987,529999996;643415,800000024;769069,380000041;224501,220000009;2288248,53000007
310205:MG-ALTO CAPARAO;0;10332,620000001;0;1045;172077,980000024;123562,150000009;615123,099999981;33849,7800000031;955990,630000019
310210:MG-ALTO RIO DOCE;1286,71000000089;94325,9099999992;0;13088,7800000012;210461,690000009;172969,660000004;707668,629999953;81556,1800000034;1281357,55999997
310220:MG-ALVARENGA;0;1045;0;1800;48955,8100000005;34462,4900000067;514654,429999979;2612,5;603530,229999986
310230:MG-ALVINOPOLIS;21754,0799999982;2159199,46999999;0;27076,3399999999;548139,830000021;342328,570000011;580179,970000014;225676,82000001;3904355,08000004
310240:MG-ALVORADA DE MINAS;3309;0;0;0;58195,7100000009;18004,9099999992;612495,520000013;83395,3799999999;775400,520000013
310250:MG-AMPARO DO SERRA;0;35241,5599999982;0;0;78228,3100000042;42165,6299999934;254686,109999988;117521,640000003;527843,249999987
310260:MG-ANDRADAS;110058,969999995;6927962,44999996;11624,4200000018;120546,650000005;3151008,01000006;3009874,41999997;2974441,23000001;2620576,58000003;18926092,73
310270:MG-CACHOEIRA DE PAJEU;0;9528,35000000009;0;1655,80000000075;200165,72;168714,870000006;595272,920000004;14490,6699999999;989828,33000001
310280:MG-ANDRELANDIA;0;273914,770000014;0;13016,8999999985;517165,160000014;515411,400000029;881217,509999999;647272,28000002;2847998,02000007
310285:MG-ANGELANDIA;0;41478,4500000011;0;5645,16000000015;101587,439999995;125899,869999998;674796,790000038;457439,48999999;1406847,20000002
310290:MG-ANTONIO CARLOS;1700;1106524,53000003;7008,97000000253;13037,1999999993;209550,210000009;190194,489999996;684391,579999944;412848,75999997;2625255,73999995
310300:MG-ANTONIO DIAS;1756680,22000004;486590,180000007;0;209770,35;221420,280000015;272840,939999984;1203740,55;239980,739999997;4391023,26000004
310310:MG-ANTONIO PRADO DE MINAS;0;0;0;0;13484,0899999961;5302,59000000125;401826,110000024;21652,9299999978;442265,720000019
310320:MG-ARACAI;0;280606,840000072;0;8209,0999999987;18865,8600000031;20889,2900000028;361302,680000003;72535,0600000098;762408,83000009
310330:MG-ARACITABA;0;23288,5600000005;0;0;14460,5000000037;8411,15999999829;258518,389999982;11892,6999999993;316571,309999984
310340:MG-ARACUAI;431338,249999981;163922,650000004;18865,6200000048;205263,889999986;1232121,84000015;2176120,85000001;1000470,65000005;348127,479999994;5576231,23000017
310350:MG-ARAGUARI;131112,780000012;11297750,77;690567,749999967;2063049,05999999;10216447,9200004;15028260,3600001;8746000,07999993;3386021,43;51559210,1500004
310360:MG-ARANTINA;0;48457,1799999988;1952,76999999955;17736,9699999988;40972,4900000012;26704,9900000012;343178,31;4203,22000000067;483205,93
310370:MG-ARAPONGA;0;14198,7400000002;0;0;92991,6100000083;61497,1100000022;683646,379999954;78598,1999999974;930932,039999962
310375:MG-ARAPORA;2000;1144113,42999998;1526890,22999995;419248,119999978;614675,760000019;488736,459999999;1420236,70000002;2630058,29999999;8245958,99999994
310380:MG-ARAPUA;0;926172,889999962;0;22500;27955,2800000031;52176,0100000002;249941,669999998;34623,9100000039;1313369,75999997
310390:MG-ARAUJOS;26503,6200000029;969873,079999975;31032,8899999987;39693,5500000007;552108,900000015;376339,310000006;546401,220000023;234473,200000009;2776425,77000003
310400:MG-ARAXA;971000,020000063;98385303,9699989;1207,77999999933;2654638,98000002;12830183,21;17775078,4000001;11640925,1100006;1279312,22999999;145537649,7
310410:MG-ARCEBURGO;1203;2085086,30999997;1110,13000000082;35084,7900000047;370025,210000001;375640,360000002;676876,129999962;642778,279999999;4187804,20999994
310420:MG-ARCOS;3250285,37000002;5644598,96000004;1134,65000000037;848522,289999998;3500728,82000006;5366738,43000008;2120802,92000005;432457,670000039;21165269,1100003
310430:MG-AREADO;0;163705,700000011;0;71059,5900000017;599375,740000003;740845,379999991;923306,910000043;340819,469999983;2839112,79000003
310440:MG-ARGIRITA;0;38381,6199999992;0;1200;60229,2900000028;12391,0499999989;429047,579999981;86240,1399999987;627489,679999981
310445:MG-ARICANDUVA;0;7116,86999999918;0;0;31251,7099999976;9444,75999999885;496197,260000009;40389,0299999993;584399,630000004
310450:MG-ARINOS;0;52314,5600000005;0;7031,01000000024;565812,930000005;671726,390000017;759520,690000008;601796,469999989;2658202,05000002
310460:MG-ASTOLFO DUTRA;3657,5;2042020,71;0;30526,9300000034;472331,540000042;542192,980000027;1011611,87000007;116500,090000002;4218841,62000015
310470:MG-ATALEIA;4231,72999999998;4203,22000000067;0;2466,27999999933;131863,379999995;522126,020000035;688293,849999949;249840,370000001;1603024,84999998
310480:MG-AUGUSTO DE LIMA;1045;33040,2099999916;0;0;86587,5599999949;110122,589999996;464904,599999983;143244,890000005;838944,849999971
310490:MG-BAEPENDI;8720,55999999866;630267,990000022;0;153699,909999994;1207443,69000009;1479418,33000005;1695891,65000008;501572,499999996;5677014,63000024
310500:MG-BALDIM;0;119458,680000005;0;1768141,67000009;130816,64999999;155273,669999985;533877,989999996;203188,540000007;2910757,20000007
310510:MG-BAMBUI;31177,1599999946;1969434,7;0;82281,3399999952;1255196,50000005;2182497,89000004;907750,609999998;970392,960000033;7398731,16000011
310520:MG-BANDEIRA;0;5225;0;7014,46999999974;29172,0899999999;11233,2600000016;351124,589999981;39831,459999999;443600,869999981
310530:MG-BANDEIRA DO SUL;5149,99000000022;271385,629999998;23720,129999999;2356;176782,050000005;118179,600000001;412559,200000007;19052,9999999953;1029185,60000001
310540:MG-BARAO DE COCAIS;1152000,74999999;2960266,18000001;0;2510095,32;1522138,38000006;3583246,50999999;2417160,91000004;27375,7000000007;14172283,7500001
310550:MG-BARAO DE MONTE ALTO;0;0;0;3634,16999999993;41900,2399999998;41513,6699999981;603296,740000005;133021,360000001;823366,180000004
310560:MG-BARBACENA;0;8563200,84999995;50197,0399999917;1137901,19000002;9645556,66999993;18272807,9000001;20006811,9300007;1019460,52000002;58695936,1000007
310570:MG-BARRA LONGA;1500;15558,6500000036;0;7527,66999999993;139804,320000013;69347,0999999959;448316,460000022;123895,679999998;805949,880000033
310590:MG-BARROSO;212482,519999996;1624686,58000006;0;45509,8399999971;792737,900000055;1205153,92999996;1230826,09999998;25121,3300000005;5136518,20000004
310600:MG-BELA VISTA DE MINAS;1019348,98999998;136901,810000002;0;2477,23000000045;297748,89000003;694388,619999995;868918,420000021;40445,1599999955;3060229,12000002
310610:MG-BELMIRO BRAGA;0;251300,690000027;117394,689999994;3429;29814,1300000045;12563,0099999993;308190,780000018;233929,370000005;956621,670000048
310620:MG-BELO HORIZONTE;15794525,2099996;140820910,26;138883199,86;254420231,14;295382258,989996;1505129776,20002;2144531336,58;11875186,3299998;4506837424,57001
310630:MG-BELO ORIENTE;14619;8191201,67999993;0;685384,740000001;1185623,18000004;4600942,66999996;2202046,70000011;2290579,4899999;19170397,46
310640:MG-BELO VALE;346595,049999988;19300,3600000013;0;0;223088,550000002;212217,219999998;474022,720000037;111051,690000004;1386275,59000003
310650:MG-BERILO;0;2739,70000000065;0;1045;118213,670000012;161728,450000027;523525,129999972;8177,4299999997;815429,380000011
310660:MG-BERTOPOLIS;0;0;0;0;8223,27999999933;16619,1399999969;243844,199999999;51184,5;319871,119999995
310665:MG-BERIZAL;0;69410,1299999962;0;27154,7599999979;56784,4600000028;9903,16000000015;569993,400000012;93501,4399999995;826747,350000008
310670:MG-BETIM;152012,579999985;163524331,709999;1625486,11000016;10389934,5499999;37161045,949999;67430352,5599996;45583406,5999999;465858,860000051;326332428,919998
310680:MG-BIAS FORTES;0;5459,47000000067;0;0;26648,0299999993;7078,10999999847;234068,340000005;49490,3599999994;322744,310000002
310690:MG-BICAS;4045;669685,610000028;0;263069,060000008;882756,110000032;779690,200000041;552127,279999969;106963,870000001;3258337,13000008
310700:MG-BIQUINHAS;0;0;0;1045;68766,1599999969;33197,1299999994;454081,829999984;52058,3800000008;609148,499999981
310710:MG-BOA ESPERANCA;32637,4200000018;1257154,75;236840,540000018;182523,950000001;3018737,68000006;2523577,71999995;3034780,32999994;2393229,50999998;12679481,8999999
310720:MG-BOCAINA DE MINAS;0;75724,9600000009;849;5673,25000000186;88327,2500000061;172753,319999989;412394,379999991;80238,4900000039;835960,649999992
310730:MG-BOCAIUVA;4100;3829640,79000008;168424,480000002;200237,389999988;2242464,14000011;2096206,62999998;2751455,31999994;1131731,47000002;12424260,2200001
310740:MG-BOM DESPACHO;41248,9100000095;3884487,67000007;11418,5900000017;560741,540000031;4784265,89000005;6450239,91000007;3266872,52000009;1588870,37000002;20588145,4000003
310750:MG-BOM JARDIM DE MINAS;0;137352,130000022;0;1933,33000000007;251980,16000003;324265,84000001;613009,950000047;278584,939999997;1607126,3500001
310760:MG-BOM JESUS DA PENHA;0;5774,19999999925;0;41809,5600000019;184519,130000005;155346,710000005;621137,840000007;305282,669999973;1313870,10999999
310770:MG-BOM JESUS DO AMPARO;19389,4500000011;30198,0600000005;0;0;325490,150000013;328978,440000005;431216,129999967;295362,710000001;1430634,93999999
310780:MG-BOM JESUS DO GALHO;0;3224,65000000037;0;3135;303050,410000034;196344,870000028;560611,089999983;128472,159999997;1194838,18000004
310790:MG-BOM REPOUSO;0;99814,3199999966;0;6569,54999999888;385493,050000002;169273,179999985;614354,360000035;268824,009999991;1544328,47000001
310800:MG-BOM SUCESSO;3808;354585,029999966;54121,2100000083;48054,4599999967;899778,820000031;773629,989999991;1196721,67999998;707472,479999998;4038171,66999997
310810:MG-BONFIM;4446,13000000082;128651;0;0;151603,55000001;144610,199999988;396993,060000047;46786,8200000022;873090,760000048
310820:MG-BONFINOPOLIS DE MINAS;0;34657,7299999986;0;0;257588,18999999;301958,970000017;665945,73000003;906278,019999998;2166428,64000003
310825:MG-BONITO DE MINAS;0;3912,5;0;0;84780,9500000123;835554,390000017;9913,25999999791;27829,2200000002;961990,320000027
310830:MG-BORDA DA MATA;0;1711434,56999999;0;10140,709999999;920285,729999984;674368,300000014;1217061,96999997;151301,720000004;4684592,99999996
310840:MG-BOTELHOS;3900;304444,050000002;0;59353,8000000017;626248,750000013;1109039,90999998;895373,219999946;1066277,09999996;4064636,8299999
310850:MG-BOTUMIRIM;136106,459999997;51191,6099999938;0;0;30931,6199999992;27868,3199999938;356180,019999996;6360,8599999994;608638,889999979
310855:MG-BRASILANDIA DE MINAS;106896,370000001;146852,730000009;0;22686,25;451430,390000016;900903,180000017;661785,189999895;624912,08000003;2915466,18999997
310860:MG-BRASILIA DE MINAS;13062,5;82762,239999997;0;113219,91;1094736,10000007;911705,430000033;2415251,32;60423,7800000026;4691161,28000011
310870:MG-BRAS PIRES;3664,65000000037;2371,18999999948;0;14428;47577,8099999987;20334,660000002;179272,909999982;2090;269739,219999982
310880:MG-BRAUNAS;1871,30000000075;2090;0;0;79733,7500000047;35394,959999999;513615,53000002;26478,0000000037;659183,540000028
310890:MG-BRAZOPOLIS;0;531698,250000028;0;7412,59999999776;305833,499999993;376000,560000014;800528,260000043;203447,360000007;2224920,53000008
310900:MG-BRUMADINHO;8815250,11;947631,469999989;8897,15999999829;2454858,34999997;1806581,14999996;5264800,69999984;5835843,56000006;269267,400000011;25403129,8999998
310910:MG-BUENO BRANDAO;0;154606,779999997;17596,3800000027;0;421979,400000003;477395,169999992;814128,720000041;106122,799999996;1991829,25000003
310920:MG-BUENOPOLIS;15900,4900000002;20265,9099999946;0;9872,86000000127;277744,189999977;193755,480000001;740414,750000006;70719,3400000017;1328673,01999998
310925:MG-BUGRE;0;1045;0;19012,6100000031;44597,7600000016;13980,2400000002;390544,06000001;43510,370000002;512690,040000017
310930:MG-BURITIS;0;423103,139999998;0;21113,6699999999;1041401,39;1203395,12999999;2394227,37999996;3379868,33000004;8463109,03999999
310940:MG-BURITIZEIRO;0;117058,810000001;147505,490000013;103845,080000008;935746,880000026;587752,479999966;1590402,12000001;2428911,10999993;5911221,96999996
310945:MG-CABECEIRA GRANDE;0;21316,7200000025;27122,1700000018;0;105845,979999993;49201,7100000051;1201510,72000002;872517,580000019;2277514,88000004
310950:MG-CABO VERDE;22243,3300000029;189010,260000016;0;8936,59000000078;413236,860000014;482861,830000008;822713,240000021;709778,309999983;2648780,42000005
310960:MG-CACHOEIRA DA PRATA;39781,2700000014;109158,689999995;0;21078,049999997;158357,180000023;49397,2799999975;301577,180000005;38693,7700000051;718043,420000025
310970:MG-CACHOEIRA DE MINAS;11631,1099999994;1991865,53;0;16573,3300000001;275451,989999999;281470,000000001;1100350,40000009;217006,52;3894348,88000009
310980:MG-CACHOEIRA DOURADA;0;16707,3800000008;0;3135;18866,0800000029;16875,3100000033;810668,310000052;823302,879999958;1689554,96000002
310990:MG-CAETANOPOLIS;5340,8599999994;1527601,37000001;0;12156,1799999997;367208,52000001;688921,750000011;549041,199999955;214309,960000008;3364579,83999999
311000:MG-CAETE;749519,68000003;983263,320000005;0;527961,369999969;1578010,91000016;2995693,99000003;2675777,42999983;136783,750000003;9647010,45000003
311010:MG-CAIANA;5225;1045;0;3000;106344,430000001;41693,6000000034;331504,530000027;34387,0600000042;523199,620000036
311020:MG-CAJURI;0;300446,80999997;0;0;48267,9800000023;61519,8799999985;354525,880000008;68142,9299999978;832903,479999977
311030:MG-CALDAS;1438720,22000004;545128,699999985;5595,5;20021,0599999977;706829,929999999;761555,700000026;749781,590000012;221071,680000012;4448704,38000007
311040:MG-CAMACHO;0;1134,65000000037;0;0;32898,0500000063;20668,0200000005;449254,500000011;51054,8599999994;555010,080000018
311050:MG-CAMANDUCAIA;0;5302221,01000008;39884,8100000061;91030,1500000013;1370043,44000003;2895246,60000003;1241475,94999996;214235,629999987;11154137,5900001
311060:MG-CAMBUI;37717,1900000013;4686130,53000006;264677,97999998;203312,910000014;3417549,50999998;2313432,63000002;2169183,38000012;138204,160000001;13230208,2900002
311070:MG-CAMBUQUIRA;0;410840,350000035;0;1268,8599999994;399409,330000041;425712,949999977;1271349,90000009;442048,160000007;2950629,55000015
311080:MG-CAMPANARIO;0;0;0;0;61975,8299999991;61528,850000001;339832,049999991;105040,04;568376,769999992
311090:MG-CAMPANHA;0;937994,410000034;160600,780000011;4318,30000000075;901789,630000042;967472,000000059;706618,589999975;831271,840000017;4510065,55000014
311100:MG-CAMPESTRE;4611,14999999851;396840,410000015;7309,79000000004;1360751,27999999;933607,720000086;917565,080000028;1506364,50000009;741150,390000012;5868200,32000022
311110:MG-CAMPINA VERDE;7900;274587,610000003;0;13794,5499999989;970023,490000053;1010495,36;1078211,15999991;1220518,38000001;4575530,54999997
311115:MG-CAMPO AZUL;0;0;0;0;29712,9200000111;9116,93000000063;455482,47000001;8360;502672,320000022
311120:MG-CAMPO BELO;189265,939999999;3688059,30000001;82123,1599999871;886057,849999999;3336153,18000012;4890321,14999988;2357729,26000003;425180,859999998;15854890,7
311130:MG-CAMPO DO MEIO;2026;160860,440000011;0;8172,18999999855;333995,180000006;284907,05;719862,030000033;802950,369999989;2312773,26000004
311140:MG-CAMPO FLORIDO;0;2636921,22999996;17669,6300000045;17047,6099999994;311992,520000004;331906,629999988;1052923,67999996;1847601,34000007;6216062,64
311150:MG-CAMPOS ALTOS;0;44118,5699999994;0;16123,5800000001;776772,450000022;734841,499999983;979197,990000088;1610034,07000003;4161088,16000012
311160:MG-CAMPOS GERAIS;0;328064,300000011;383,169999999925;35033,2900000028;1430495,97000008;1125232,64000002;3174357,46999951;1552646,85999986;7646213,69999949
311170:MG-CANAA;0;6443,19999999925;0;4243,10000000149;70870,1499999948;35417,5899999985;421269,759999997;67140,2400000021;605384,039999993
311180:MG-CANAPOLIS;0;2581216,68999998;0;0;404268,549999994;502490,020000009;610744,909999988;713525,199999995;4812245,36999997
311190:MG-CANA VERDE;0;163329,729999997;0;6753,59999999776;85329,4800000056;115471,669999999;486881,650000004;75973,8100000024;933739,940000006
311200:MG-CANDEIAS;49379,1599999908;742741,000000021;31287,9799999986;27662,6800000006;499780,260000019;728123,680000009;1169055,51000001;469006,299999992;3717036,57000004
311205:MG-CANTAGALO;0;83016,7499999935;0;27718,29;61867,7999999952;16825,1799999997;491169,950000016;37044,2300000023;717642,200000007
311210:MG-CAPARAO;0;7449,81999999937;0;1392,23000000045;105262,550000004;96591,2199999951;468192,560000017;20011,8100000061;698900,190000023
311220:MG-CAPELA NOVA;0;30538,0800000001;0;0;157195,040000012;33662,6799999988;536715,790000007;28619,0499999961;786730,640000014
311230:MG-CAPELINHA;0;874066,030000009;8545,16000000015;203644,609999991;2140633,84000005;3536060,49999995;1933718,13000004;627842,909999984;9324511,18000002
311240:MG-CAPETINGA;0;291670,670000012;0;1450;186663,640000002;235928,929999994;597948,850000021;477261,570000041;1790923,66000007
311250:MG-CAPIM BRANCO;2155,62999999989;140393,269999994;0;16063,709999999;180934,120000005;160623,139999992;465265,780000008;201820,160000001;1167255,81
311260:MG-CAPINOPOLIS;5860;1496286,65;0;16930,1900000013;868935,940000013;670430,839999982;851927,060000033;692411,810000017;4602782,49000005
311265:MG-CAPITAO ANDRADE;0;5225;0;12407,3999999985;56885,3199999994;57464,1300000045;360923,190000007;44903,1699999999;537808,21000001
311270:MG-CAPITAO ENEAS;0;2554709,15000011;5985,48000000045;6597,66000000015;296820,560000016;289784,689999997;951732,670000026;459374,120000019;4565004,33000017
311280:MG-CAPITOLIO;6264,37999999896;409999,760000003;2500;58932,1600000011;638309,710000015;1678142,25999998;822272,620000013;219155,009999995;3835575,90000001
311290:MG-CAPUTIRA;1558,5;8360;0;8616;122874,220000002;60132,0600000005;549891,019999972;72229,5400000028;823661,339999977
311300:MG-CARAI;49405,6100000022;33181,5499999989;0;0;185827,480000009;92567,0499999928;1156021,83999992;63594,5699999975;1580598,09999992
311310:MG-CARANAIBA;19076,1199999992;0;0;5928,29999999981;21347,7300000032;9106,11000000127;371853,960000001;39608,6200000029;466920,840000007
311320:MG-CARANDAI;36304,7900000075;1643893,23999995;0;52218,7500000028;961137,620000081;1510586,52000002;2030401,63999994;955490,770000057;7190033,33000006
311330:MG-CARANGOLA;4777;266393,650000007;243445,609999998;80670,6699999971;1880303,66000014;3735455,14000007;1357671,53999994;143163,769999999;7711881,04000015
311340:MG-CARATINGA;290995,990000004;2752054,66999993;1509,72000000067;1489253,68999991;8384099,07000022;16113784,7300001;5799222,36999979;563015,160000017;35393935,4
311350:MG-CARBONITA;0;34818,8899999969;0;48900,3300000038;238352,210000008;1000902,24000001;374546,829999984;325930,350000003;2023450,85
311360:MG-CAREACU;38210,7399999993;262515,250000003;60439,4899999984;24013,6400000034;370790,37;253724,360000015;342452,919999973;227152,310000005;1579299,08
311370:MG-CARLOS CHAGAS;0;922927,109999965;16193,8999999985;30339,6999999969;469504,190000058;929286,950000026;1207442,26999995;1091558,32000001;4667252,44
311380:MG-CARMESIA;0;0;24282,0099999998;0;39975,9500000114;44808,4899999984;297818,670000001;12076,9400000013;418962,060000012
311390:MG-CARMO DA CACHOEIRA;0;74256,0100000072;0;61495,8899999987;495895,510000031;442231,060000014;874165,679999962;1648168,29000002;3596212,44000003
311400:MG-CARMO DA MATA;0;2006772,42000002;109404,929999996;22706,1400000006;424650,85000005;274613,070000016;808095,659999972;352290,310000006;3998533,38000006
311410:MG-CARMO DE MINAS;11129,7700000033;113079,230000009;0;40697;871458,650000012;432442,499999995;715723,889999959;1264874,45000002;3449405,49
311420:MG-CARMO DO CAJURU;220930,589999987;3649151,26000004;83761,1399999931;590757,870000014;1176039,22000003;2997929,51;36768,090000011;740470,320000052;9495808,00000012
311430:MG-CARMO DO PARANAIBA;70416,8699999955;1353199,04999999;0;163992,550000014;2609608,92000005;1802912,40999993;2337296,93999995;2049923,36000003;10387350,1
311440:MG-CARMO DO RIO CLARO;53768,4100000113;509801,95;0;51731,620000001;1232124,88000001;1307004,04;1550571,54999999;1466003,37000002;6171005,82000003
311450:MG-CARMOPOLIS DE MINAS;7946,16000000015;1820093,00999997;13404,0800000001;22159,3000000007;1232108,75000003;1266009,95000001;1420164,54000003;401511,220000011;6183397,01000006
311455:MG-CARNEIRINHO;0;2398802,12999994;0;0;333329,080000014;219839,230000003;925275,820000038;980947,619999959;4858193,87999996
311460:MG-CARRANCAS;0;59692,2100000046;0;7276,13999999687;76215,5200000005;199619,039999997;459933,940000018;235823,329999994;1038560,18000001
311470:MG-CARVALHOPOLIS;0;77444,5800000066;0;5926,92000000179;26749,7400000021;39030,8900000053;528766,350000041;55122,320000005;733040,800000061
311480:MG-CARVALHOS;0;91605,2500000037;4927,20000000298;2782,65000000037;148163,340000004;76919,8100000052;435193,889999965;62748,0600000024;822340,199999983
311490:MG-CASA GRANDE;0;0;0;0;29724,0199999996;7803,30000000075;360040,370000044;71320,9899999984;468888,680000043
311500:MG-CASCALHO RICO;2295,22000000067;74298,0699999966;0;0;37459,9500000011;30228,7499999972;357809,540000029;374850,680000007;876942,210000032
311510:MG-CASSIA;56474,5999999996;352386,620000006;1600;33922,8600000013;990600,570000038;1033825,30999996;1147731,34000003;887083,700000016;4503625,00000005
311520:MG-CONCEICAO DA BARRA DE MINAS;7047,1400000006;0;0;0;55067,9999999963;67129,2299999977;350014,529999987;32558,9300000016;511817,829999983
311530:MG-CATAGUASES;141592,439999999;5978920,91999994;5609926,99999998;838473,389999971;4046967,61999998;10255018,4199998;3865277,87000004;365250,750000011;31101428,4099998
311535:MG-CATAS ALTAS;1808466,00999999;10125,3599999985;0;74763,9599999944;147243,810000003;183277,399999999;882533,529999934;24574,1399999987;3130984,20999992
311540:MG-CATAS ALTAS DA NORUEGA;0;374771,250000014;0;1848,44000000041;26916,7300000004;10485,1599999964;377905,49000001;50765,1899999995;842692,26000002
311545:MG-CATUJI;0;14049,2000000011;0;0;383098,910000004;63367,4399999962;608523,269999994;32099,2600000012;1101138,08
311547:MG-CATUTI;0;0;0;0;21643,3399999989;9921,25999999978;431389,759999987;1045;463999,359999985
311550:MG-CAXAMBU;11571,0100000016;221913,980000004;22335,6800000053;67833,5800000005;1255063,41000004;1630993,34000002;1798152,62000008;211963,000000007;5219826,62000016
311560:MG-CEDRO DO ABAETE;0;0;0;0;0;16491,4199999981;311900,939999979;21504,0999999978;349896,459999975
311570:MG-CENTRAL DE MINAS;0;4594,04999999981;26753,4799999986;14866,4199999981;216548,930000013;105908,449999997;226490,629999987;12159,6400000015;607321,599999995
311580:MG-CENTRALINA;0;15909,1699999981;0;8000;482892,610000028;280608,700000002;456351,089999998;254719,600000005;1498481,17000003
311590:MG-CHACARA;0;50454,9499999955;0;20528,2600000035;30637,8000000021;60681,0200000023;249323,609999998;78978,2699999996;490603,910000001
311600:MG-CHALE;0;11129,5899999999;0;5422,99999999814;89842,5099999984;78396,9399999892;457750,300000001;4295,92000000179;646838,259999988
311610:MG-CHAPADA DO NORTE;0;5394,5;0;1570,65000000037;109974,970000002;20416,1600000001;549169,040000037;0;686525,320000039
311615:MG-CHAPADA GAUCHA;0;11537,9000000004;0;4078,19999999925;571543,330000001;204457,359999991;589825,070000005;436662,790000004;1818104,65
311620:MG-CHIADOR;0;0;0;0;19164,879999999;45169,3300000057;157360,389999995;82939,200000003;304633,800000003
311630:MG-CIPOTANEA;0;3135;0;45238,3099999996;37259,4600000056;72383,0199999996;506010,799999965;5177,74000000022;669204,32999997
311640:MG-CLARAVAL;0;756632,480000048;0;3042;106210,330000004;40752,4800000042;425183,029999956;90782,820000004;1422603,14000002
311650:MG-CLARO DOS POCOES;0;18990,839999998;0;12665;107690,440000023;74362,8300000066;501992,529999987;159079,910000006;874781,55000002
311660:MG-CLAUDIO;45729,2999999989;8019835,39000005;1548;359343,830000007;2323414,92000001;3968645,22999998;1646077,91999997;447738,849999989;16812333,44
311670:MG-COIMBRA;0;161795,509999998;0;32716,1000000006;498615,450000016;137699,779999998;348909,300000024;289682,989999987;1469419,13000002
311680:MG-COLUNA;0;30196,7200000025;0;0;218980,52999999;106595,35;424642,079999994;36824,4799999986;817239,159999985
311690:MG-COMENDADOR GOMES;1045;1273;0;1330;67542,7399999965;27555,6900000004;503245,559999999;3640734,37000003;4242726,36000003
311700:MG-COMERCINHO;0;1200;0;0;46314,0200000005;48959,2299999967;552547,639999997;8360;657380,889999994
