"Código","Unidade Territorial","UF","Referência","Valor repassado aos idosos via Benefício de Prestação Continuada (BPC) por município pagador"
"314420","NACIP RAYDAN","MG","06/2020","7315.00"
"314420","NACIP RAYDAN","MG","07/2020","7315"
"314420","NACIP RAYDAN","MG","08/2020","7315"
"314420","NACIP RAYDAN","MG","09/2020","7315"
"314420","NACIP RAYDAN","MG","10/2020","7315"
"314420","NACIP RAYDAN","MG","11/2020","7317.26"
"314420","NACIP RAYDAN","MG","12/2020","6270"
"314420","NACIP RAYDAN","MG","01/2021","6600"
"314420","NACIP RAYDAN","MG","02/2021","6600"
"314420","NACIP RAYDAN","MG","03/2021","7700"
"314420","NACIP RAYDAN","MG","04/2021","7700"
"314420","NACIP RAYDAN","MG","05/2021","8800"
"314420","NACIP RAYDAN","MG","06/2021","8800"
"314420","NACIP RAYDAN","MG","07/2021","9900"
"314420","NACIP RAYDAN","MG","08/2021","9900"
"314420","NACIP RAYDAN","MG","09/2021","9900"
"314420","NACIP RAYDAN","MG","10/2021","9900"
"314420","NACIP RAYDAN","MG","11/2021","9902.18"
"314420","NACIP RAYDAN","MG","12/2021","9900"
"314430","NANUQUE","MG","05/2020","1627065.5"
"314430","NANUQUE","MG","03/2018","1534210.75"
"314430","NANUQUE","MG","04/2018","1538026.75"
"314430","NANUQUE","MG","05/2018","1545639.67"
"314430","NANUQUE","MG","06/2018","1537244.47"
"314430","NANUQUE","MG","07/2018","1534382.47"
"314430","NANUQUE","MG","08/2018","1524842.47"
"314430","NANUQUE","MG","09/2018","1520072.47"
"314430","NANUQUE","MG","10/2018","1512440.47"
"314430","NANUQUE","MG","11/2018","1507642.83"
"314430","NANUQUE","MG","12/2018","1498559.6"
"314430","NANUQUE","MG","01/2019","1567858"
"314430","NANUQUE","MG","02/2019","1563866"
"314430","NANUQUE","MG","03/2019","1568856"
"314430","NANUQUE","MG","04/2019","1569854"
"314430","NANUQUE","MG","05/2019","1566860"
"314430","NANUQUE","MG","06/2019","1558876"
"314430","NANUQUE","MG","07/2019","1541910"
"314430","NANUQUE","MG","08/2019","1530932"
"314430","NANUQUE","MG","09/2019","1531930"
"314430","NANUQUE","MG","10/2019","1529934"
"314430","NANUQUE","MG","06/2020","1621840.50"
"314430","NANUQUE","MG","07/2020","1615570.5"
"314430","NANUQUE","MG","08/2020","1613480.5"
"314430","NANUQUE","MG","09/2020","1610345.5"
"314430","NANUQUE","MG","10/2020","1606165.5"
"314430","NANUQUE","MG","11/2020","1608513.45"
"314430","NANUQUE","MG","12/2020","1607210.5"
"314430","NANUQUE","MG","01/2021","1689600"
"314430","NANUQUE","MG","02/2021","1685200"
"314430","NANUQUE","MG","03/2021","1696200"
"314430","NANUQUE","MG","04/2021","1706100"
"314430","NANUQUE","MG","05/2021","1697300"
"314430","NANUQUE","MG","06/2021","1697300"
"314430","NANUQUE","MG","12/2019","1537918.4"
"314430","NANUQUE","MG","11/2021","1696445.76"
"314430","NANUQUE","MG","12/2021","1699500"
"314430","NANUQUE","MG","10/2021","1705000"
"314430","NANUQUE","MG","09/2021","1700600"
"314430","NANUQUE","MG","11/2019","1534188.12"
"314430","NANUQUE","MG","01/2020","1601099.7"
"314430","NANUQUE","MG","02/2020","1614525.5"
"314430","NANUQUE","MG","03/2020","1613480.5"
"314430","NANUQUE","MG","08/2021","1695100"
"314430","NANUQUE","MG","07/2021","1692900"
"314430","NANUQUE","MG","04/2020","1617660.5"
"314430","NANUQUE","MG","02/2018","1525624.75"
"314430","NANUQUE","MG","01/2018","1532302.75"
"314435","NAQUE","MG","10/2020","78375"
"314435","NAQUE","MG","05/2018","108756"
"314435","NAQUE","MG","03/2018","108756"
"314435","NAQUE","MG","04/2018","108756"
"314435","NAQUE","MG","06/2018","108756.00"
"314435","NAQUE","MG","01/2018","107802"
"314435","NAQUE","MG","12/2019","92814"
"314435","NAQUE","MG","02/2018","108756"
"314435","NAQUE","MG","12/2021","77000"
"314435","NAQUE","MG","11/2021","78107.02"
"314435","NAQUE","MG","10/2021","80300"
"314435","NAQUE","MG","09/2021","79200"
"314435","NAQUE","MG","08/2021","79200"
"314435","NAQUE","MG","07/2021","79200"
"314435","NAQUE","MG","06/2021","81400"
"314435","NAQUE","MG","05/2021","82500"
"314435","NAQUE","MG","04/2021","83600"
"314435","NAQUE","MG","03/2021","83600"
"314435","NAQUE","MG","02/2021","82500"
"314435","NAQUE","MG","01/2021","83600"
"314435","NAQUE","MG","12/2020","79420"
"314435","NAQUE","MG","07/2018","107802"
"314435","NAQUE","MG","08/2018","107802"
"314435","NAQUE","MG","09/2018","106848"
"314435","NAQUE","MG","10/2018","106848"
"314435","NAQUE","MG","11/2018","104937.43"
"314435","NAQUE","MG","12/2018","103986"
"314435","NAQUE","MG","01/2019","106786"
"314435","NAQUE","MG","02/2019","107784"
"314435","NAQUE","MG","03/2019","107784"
"314435","NAQUE","MG","04/2019","107784"
"314435","NAQUE","MG","05/2019","105788"
"314435","NAQUE","MG","06/2019","106786"
"314435","NAQUE","MG","07/2019","106786"
"314435","NAQUE","MG","08/2019","105788"
"314435","NAQUE","MG","09/2019","102794"
"314435","NAQUE","MG","10/2019","103792"
"314435","NAQUE","MG","11/2019","104797.79"
"314435","NAQUE","MG","01/2020","88315"
"314435","NAQUE","MG","02/2020","80465"
"314435","NAQUE","MG","03/2020","83600"
"314435","NAQUE","MG","04/2020","81510"
"314435","NAQUE","MG","05/2020","83600"
"314435","NAQUE","MG","06/2020","83600.00"
"314435","NAQUE","MG","07/2020","81510"
"314435","NAQUE","MG","08/2020","80465"
"314435","NAQUE","MG","09/2020","77330"
"314435","NAQUE","MG","11/2020","79429.28"
"314437","NATALÂNDIA","MG","01/2021","7700"
"314437","NATALÂNDIA","MG","01/2018","5724"
"314437","NATALÂNDIA","MG","02/2018","5724"
"314437","NATALÂNDIA","MG","03/2018","5724"
"314437","NATALÂNDIA","MG","04/2018","5724"
"314437","NATALÂNDIA","MG","05/2018","5724"
"314437","NATALÂNDIA","MG","06/2018","6678.00"
"314437","NATALÂNDIA","MG","07/2018","5724"
"314437","NATALÂNDIA","MG","08/2018","5724"
"314437","NATALÂNDIA","MG","09/2018","5724"
"314437","NATALÂNDIA","MG","10/2018","5724"
"314437","NATALÂNDIA","MG","11/2018","5724"
"314437","NATALÂNDIA","MG","12/2018","5724"
"314437","NATALÂNDIA","MG","01/2019","5988"
"314437","NATALÂNDIA","MG","02/2019","5988"
"314437","NATALÂNDIA","MG","03/2019","5988"
"314437","NATALÂNDIA","MG","04/2019","5988"
"314437","NATALÂNDIA","MG","05/2019","5988"
"314437","NATALÂNDIA","MG","06/2019","5988"
"314437","NATALÂNDIA","MG","07/2019","5988"
"314437","NATALÂNDIA","MG","08/2019","5988"
"314437","NATALÂNDIA","MG","09/2019","5988"
"314437","NATALÂNDIA","MG","10/2019","4990"
"314437","NATALÂNDIA","MG","11/2019","5988.43"
"314437","NATALÂNDIA","MG","02/2020","6270"
"314437","NATALÂNDIA","MG","03/2020","6270"
"314437","NATALÂNDIA","MG","04/2020","6270"
"314437","NATALÂNDIA","MG","05/2020","6270"
"314437","NATALÂNDIA","MG","06/2020","6270.00"
"314437","NATALÂNDIA","MG","07/2020","6270"
"314437","NATALÂNDIA","MG","08/2020","7315"
"314437","NATALÂNDIA","MG","09/2020","6270"
"314437","NATALÂNDIA","MG","10/2020","6270"
"314437","NATALÂNDIA","MG","11/2020","7315.43"
"314437","NATALÂNDIA","MG","12/2020","7315"
"314437","NATALÂNDIA","MG","02/2021","7700"
"314437","NATALÂNDIA","MG","03/2021","7700"
"314437","NATALÂNDIA","MG","04/2021","7700"
"314437","NATALÂNDIA","MG","05/2021","7700"
"314437","NATALÂNDIA","MG","06/2021","9900"
"314437","NATALÂNDIA","MG","07/2021","11000"
"314437","NATALÂNDIA","MG","08/2021","12100"
"314437","NATALÂNDIA","MG","09/2021","12100"
"314437","NATALÂNDIA","MG","10/2021","11000"
"314437","NATALÂNDIA","MG","01/2020","6234"
"314437","NATALÂNDIA","MG","12/2019","5988"
"314437","NATALÂNDIA","MG","11/2021","12100.43"
"314437","NATALÂNDIA","MG","12/2021","11000"
"314440","NATÉRCIA","MG","04/2021","34100"
"314440","NATÉRCIA","MG","05/2021","34100"
"314440","NATÉRCIA","MG","12/2021","38500"
"314440","NATÉRCIA","MG","11/2021","37403.72"
"314440","NATÉRCIA","MG","12/2019","24950"
"314440","NATÉRCIA","MG","10/2021","35200"
"314440","NATÉRCIA","MG","09/2021","35200"
"314440","NATÉRCIA","MG","08/2021","35200"
"314440","NATÉRCIA","MG","07/2021","31900"
"314440","NATÉRCIA","MG","06/2021","31900"
"314440","NATÉRCIA","MG","01/2018","26712"
"314440","NATÉRCIA","MG","02/2018","26712"
"314440","NATÉRCIA","MG","03/2018","26712"
"314440","NATÉRCIA","MG","04/2018","26712"
"314440","NATÉRCIA","MG","05/2018","26712"
"314440","NATÉRCIA","MG","06/2018","25758.00"
"314440","NATÉRCIA","MG","07/2018","24804"
"314440","NATÉRCIA","MG","08/2018","24804"
"314440","NATÉRCIA","MG","09/2018","24804"
"314440","NATÉRCIA","MG","10/2018","25758"
"314440","NATÉRCIA","MG","11/2018","25757.28"
"314440","NATÉRCIA","MG","12/2018","25758"
"314440","NATÉRCIA","MG","01/2019","25948"
"314440","NATÉRCIA","MG","02/2019","25948"
"314440","NATÉRCIA","MG","03/2019","25948"
"314440","NATÉRCIA","MG","04/2019","25948"
"314440","NATÉRCIA","MG","05/2019","25948"
"314440","NATÉRCIA","MG","06/2019","25948"
"314440","NATÉRCIA","MG","07/2019","26946"
"314440","NATÉRCIA","MG","08/2019","25948"
"314440","NATÉRCIA","MG","09/2019","24950"
"314440","NATÉRCIA","MG","10/2019","23952"
"314440","NATÉRCIA","MG","11/2019","23954.99"
"314440","NATÉRCIA","MG","01/2020","25975"
"314440","NATÉRCIA","MG","02/2020","28215"
"314440","NATÉRCIA","MG","03/2020","28215"
"314440","NATÉRCIA","MG","04/2020","28215"
"314440","NATÉRCIA","MG","05/2020","28215"
"314440","NATÉRCIA","MG","06/2020","29260.00"
"314440","NATÉRCIA","MG","07/2020","29260"
"314440","NATÉRCIA","MG","08/2020","29260"
"314440","NATÉRCIA","MG","09/2020","29260"
"314440","NATÉRCIA","MG","10/2020","29260"
"314440","NATÉRCIA","MG","11/2020","29264.35"
"314440","NATÉRCIA","MG","12/2020","31350"
"314440","NATÉRCIA","MG","01/2021","33000"
"314440","NATÉRCIA","MG","02/2021","33000"
"314440","NATÉRCIA","MG","03/2021","33000"
"314450","NAZARENO","MG","04/2019","42914"
"314450","NAZARENO","MG","12/2019","44910"
"314450","NAZARENO","MG","01/2018","34344"
"314450","NAZARENO","MG","02/2018","34344"
"314450","NAZARENO","MG","03/2018","34344"
"314450","NAZARENO","MG","04/2018","36252"
"314450","NAZARENO","MG","05/2018","39114"
"314450","NAZARENO","MG","06/2018","39114.00"
"314450","NAZARENO","MG","07/2018","39114"
"314450","NAZARENO","MG","08/2018","39114"
"314450","NAZARENO","MG","09/2018","40068"
"314450","NAZARENO","MG","10/2018","39114"
"314450","NAZARENO","MG","11/2018","41018.96"
"314450","NAZARENO","MG","12/2018","41022"
"314450","NAZARENO","MG","01/2019","42914"
"314450","NAZARENO","MG","02/2019","42914"
"314450","NAZARENO","MG","03/2019","41916"
"314450","NAZARENO","MG","05/2019","43912"
"314450","NAZARENO","MG","06/2019","42914"
"314450","NAZARENO","MG","07/2019","43912"
"314450","NAZARENO","MG","08/2019","43912"
"314450","NAZARENO","MG","09/2019","43912"
"314450","NAZARENO","MG","10/2019","43912"
"314450","NAZARENO","MG","11/2019","44918.85"
"314450","NAZARENO","MG","01/2020","47794"
"314450","NAZARENO","MG","02/2020","49115"
"314450","NAZARENO","MG","03/2020","48070"
"314450","NAZARENO","MG","04/2020","48070"
"314450","NAZARENO","MG","05/2020","50160"
"314450","NAZARENO","MG","06/2020","51205.00"
"314450","NAZARENO","MG","07/2020","51205"
"314450","NAZARENO","MG","08/2020","51205"
"314450","NAZARENO","MG","09/2020","51205"
"314450","NAZARENO","MG","10/2020","50160"
"314450","NAZARENO","MG","11/2020","51213.54"
"314450","NAZARENO","MG","12/2020","51205"
"314450","NAZARENO","MG","01/2021","53900"
"314450","NAZARENO","MG","02/2021","55000"
"314450","NAZARENO","MG","03/2021","55000"
"314450","NAZARENO","MG","04/2021","55000"
"314450","NAZARENO","MG","05/2021","56100"
"314450","NAZARENO","MG","06/2021","56100"
"314450","NAZARENO","MG","07/2021","55000"
"314450","NAZARENO","MG","08/2021","58300"
"314450","NAZARENO","MG","09/2021","60500"
"314450","NAZARENO","MG","11/2021","59409.1"
"314450","NAZARENO","MG","12/2021","59400"
"314450","NAZARENO","MG","10/2021","59400"
"314460","NEPOMUCENO","MG","06/2019","347304"
"314460","NEPOMUCENO","MG","12/2019","340318"
"314460","NEPOMUCENO","MG","01/2018","337716"
"314460","NEPOMUCENO","MG","02/2018","339624"
"314460","NEPOMUCENO","MG","03/2018","343440"
"314460","NEPOMUCENO","MG","04/2018","340578"
"314460","NEPOMUCENO","MG","05/2018","336762"
"314460","NEPOMUCENO","MG","06/2018","332946.00"
"314460","NEPOMUCENO","MG","07/2018","331038"
"314460","NEPOMUCENO","MG","08/2018","331038"
"314460","NEPOMUCENO","MG","09/2018","331038"
"314460","NEPOMUCENO","MG","10/2018","330084"
"314460","NEPOMUCENO","MG","11/2018","331976.88"
"314460","NEPOMUCENO","MG","12/2018","331992"
"314460","NEPOMUCENO","MG","01/2019","344310"
"314460","NEPOMUCENO","MG","02/2019","342314"
"314460","NEPOMUCENO","MG","03/2019","342314"
"314460","NEPOMUCENO","MG","04/2019","345308"
"314460","NEPOMUCENO","MG","05/2019","346306"
"314460","NEPOMUCENO","MG","07/2019","347304"
"314460","NEPOMUCENO","MG","08/2019","341316"
"314460","NEPOMUCENO","MG","09/2019","341316"
"314460","NEPOMUCENO","MG","10/2019","342314"
"314460","NEPOMUCENO","MG","11/2019","340375.63"
"314460","NEPOMUCENO","MG","01/2020","353260"
"314460","NEPOMUCENO","MG","03/2020","356345"
"314460","NEPOMUCENO","MG","04/2020","355300"
"314460","NEPOMUCENO","MG","05/2020","355300"
"314460","NEPOMUCENO","MG","06/2020","355300.00"
"314460","NEPOMUCENO","MG","07/2020","356345"
"314460","NEPOMUCENO","MG","08/2020","357390"
"314460","NEPOMUCENO","MG","09/2020","354255"
"314460","NEPOMUCENO","MG","10/2020","353210.5"
"314460","NEPOMUCENO","MG","11/2020","350125.03"
"314460","NEPOMUCENO","MG","12/2020","352165.5"
"314460","NEPOMUCENO","MG","01/2021","368500"
"314460","NEPOMUCENO","MG","02/2021","365200"
"314460","NEPOMUCENO","MG","03/2021","363000"
"314460","NEPOMUCENO","MG","04/2021","366300"
"314460","NEPOMUCENO","MG","05/2021","364100"
"314460","NEPOMUCENO","MG","06/2021","361900"
"314460","NEPOMUCENO","MG","07/2021","361900"
"314460","NEPOMUCENO","MG","08/2021","363000"
"314460","NEPOMUCENO","MG","02/2020","356345"
"314460","NEPOMUCENO","MG","12/2021","359700"
"314460","NEPOMUCENO","MG","09/2021","366300"
"314460","NEPOMUCENO","MG","10/2021","365200"
"314460","NEPOMUCENO","MG","11/2021","360841.61"
"314465","NINHEIRA","MG","05/2019","27944"
"314465","NINHEIRA","MG","11/2018","27665.33"
"314465","NINHEIRA","MG","10/2018","27666"
"314465","NINHEIRA","MG","09/2018","26712"
"314465","NINHEIRA","MG","11/2021","41802.88"
"314465","NINHEIRA","MG","03/2018","25758"
"314465","NINHEIRA","MG","08/2018","28620"
"314465","NINHEIRA","MG","08/2020","38665"
"314465","NINHEIRA","MG","06/2018","26712.00"
"314465","NINHEIRA","MG","01/2018","22896"
"314465","NINHEIRA","MG","02/2018","24804"
"314465","NINHEIRA","MG","12/2019","27944"
"314465","NINHEIRA","MG","05/2018","26712"
"314465","NINHEIRA","MG","04/2019","29940"
"314465","NINHEIRA","MG","10/2021","40700"
"314465","NINHEIRA","MG","09/2021","42900"
"314465","NINHEIRA","MG","08/2021","42900"
"314465","NINHEIRA","MG","07/2021","42900"
"314465","NINHEIRA","MG","06/2021","41800"
"314465","NINHEIRA","MG","05/2021","41800"
"314465","NINHEIRA","MG","04/2021","39600"
"314465","NINHEIRA","MG","03/2021","39600"
"314465","NINHEIRA","MG","02/2021","38500"
"314465","NINHEIRA","MG","01/2021","38500"
"314465","NINHEIRA","MG","12/2018","28620"
"314465","NINHEIRA","MG","12/2020","34485"
"314465","NINHEIRA","MG","11/2020","35533.38"
"314465","NINHEIRA","MG","03/2019","29940"
"314465","NINHEIRA","MG","02/2019","29940"
"314465","NINHEIRA","MG","01/2019","29940"
"314465","NINHEIRA","MG","10/2020","37620"
"314465","NINHEIRA","MG","09/2020","37620"
"314465","NINHEIRA","MG","07/2020","38665"
"314465","NINHEIRA","MG","06/2020","37620.00"
"314465","NINHEIRA","MG","05/2020","36575"
"314465","NINHEIRA","MG","04/2020","34485"
"314465","NINHEIRA","MG","12/2021","41800"
"314465","NINHEIRA","MG","03/2020","33440"
"314465","NINHEIRA","MG","02/2020","31350"
"314465","NINHEIRA","MG","01/2020","30131"
"314465","NINHEIRA","MG","11/2019","25953.84"
"314465","NINHEIRA","MG","04/2018","26712"
"314465","NINHEIRA","MG","10/2019","26946"
"314465","NINHEIRA","MG","09/2019","26946"
"314465","NINHEIRA","MG","08/2019","26946"
"314465","NINHEIRA","MG","07/2018","26712"
"314465","NINHEIRA","MG","07/2019","26946"
"314465","NINHEIRA","MG","06/2019","26946"
"314467","NOVA BELÉM","MG","11/2019","11979.86"
"314467","NOVA BELÉM","MG","01/2018","9540"
"314467","NOVA BELÉM","MG","02/2018","9540"
"314467","NOVA BELÉM","MG","03/2018","9540"
"314467","NOVA BELÉM","MG","04/2018","10494"
"314467","NOVA BELÉM","MG","05/2018","10494"
"314467","NOVA BELÉM","MG","06/2018","10494.00"
"314467","NOVA BELÉM","MG","07/2018","12402"
"314467","NOVA BELÉM","MG","08/2018","12402"
"314467","NOVA BELÉM","MG","09/2018","12402"
"314467","NOVA BELÉM","MG","10/2018","12402"
"314467","NOVA BELÉM","MG","11/2018","12402"
"314467","NOVA BELÉM","MG","12/2018","12402"
"314467","NOVA BELÉM","MG","01/2019","11976"
"314467","NOVA BELÉM","MG","02/2019","11976"
"314467","NOVA BELÉM","MG","03/2019","11976"
"314467","NOVA BELÉM","MG","04/2019","11976"
"314467","NOVA BELÉM","MG","05/2019","11976"
"314467","NOVA BELÉM","MG","06/2019","11976"
"314467","NOVA BELÉM","MG","07/2019","11976"
"314467","NOVA BELÉM","MG","08/2019","11976"
"314467","NOVA BELÉM","MG","09/2019","10978"
"314467","NOVA BELÉM","MG","10/2019","11976"
"314467","NOVA BELÉM","MG","01/2020","13507"
"314467","NOVA BELÉM","MG","02/2020","13585"
"314467","NOVA BELÉM","MG","03/2020","12540"
"314467","NOVA BELÉM","MG","04/2020","12540"
"314467","NOVA BELÉM","MG","05/2020","12540"
"314467","NOVA BELÉM","MG","06/2020","12540.00"
"314467","NOVA BELÉM","MG","07/2020","12540"
"314467","NOVA BELÉM","MG","08/2020","12540"
"314467","NOVA BELÉM","MG","09/2020","12540"
"314467","NOVA BELÉM","MG","10/2020","12540"
"314467","NOVA BELÉM","MG","11/2020","13586.86"
"314467","NOVA BELÉM","MG","12/2020","13585"
"314467","NOVA BELÉM","MG","01/2021","15400"
"314467","NOVA BELÉM","MG","02/2021","14300"
"314467","NOVA BELÉM","MG","03/2021","15400"
"314467","NOVA BELÉM","MG","04/2021","15400"
"314467","NOVA BELÉM","MG","05/2021","16500"
"314467","NOVA BELÉM","MG","06/2021","16500"
"314467","NOVA BELÉM","MG","07/2021","16500"
"314467","NOVA BELÉM","MG","08/2021","16500"
"314467","NOVA BELÉM","MG","09/2021","15400"
"314467","NOVA BELÉM","MG","10/2021","15400"
"314467","NOVA BELÉM","MG","11/2021","14301.82"
"314467","NOVA BELÉM","MG","12/2021","14300"
"314467","NOVA BELÉM","MG","12/2019","11976"
"314470","NOVA ERA","MG","03/2019","196606"
"314470","NOVA ERA","MG","04/2019","196606"
"314470","NOVA ERA","MG","05/2019","196606"
"314470","NOVA ERA","MG","06/2019","194610"
"314470","NOVA ERA","MG","07/2019","195608"
"314470","NOVA ERA","MG","08/2019","192614"
"314470","NOVA ERA","MG","09/2019","190618"
"314470","NOVA ERA","MG","10/2019","193612"
"314470","NOVA ERA","MG","11/2019","198647.96"
"314470","NOVA ERA","MG","01/2020","212995"
"314470","NOVA ERA","MG","02/2020","215270"
"314470","NOVA ERA","MG","03/2020","214225"
"314470","NOVA ERA","MG","04/2020","215270"
"314470","NOVA ERA","MG","05/2020","215270"
"314470","NOVA ERA","MG","06/2020","217360.00"
"314470","NOVA ERA","MG","07/2020","216315"
"314470","NOVA ERA","MG","08/2020","217360"
"314470","NOVA ERA","MG","09/2020","217360"
"314470","NOVA ERA","MG","10/2020","218405"
"314470","NOVA ERA","MG","11/2020","217401.75"
"314470","NOVA ERA","MG","12/2020","220495"
"314470","NOVA ERA","MG","01/2021","228800"
"314470","NOVA ERA","MG","12/2019","199600"
"314470","NOVA ERA","MG","02/2021","226600"
"314470","NOVA ERA","MG","03/2021","224400"
"314470","NOVA ERA","MG","04/2021","222200"
"314470","NOVA ERA","MG","05/2021","222200"
"314470","NOVA ERA","MG","06/2021","220000"
"314470","NOVA ERA","MG","07/2021","217800"
"314470","NOVA ERA","MG","08/2021","217800"
"314470","NOVA ERA","MG","09/2021","217800"
"314470","NOVA ERA","MG","09/2018","180306.5"
"314470","NOVA ERA","MG","08/2018","178398.5"
"314470","NOVA ERA","MG","10/2018","183168.5"
"314470","NOVA ERA","MG","07/2018","177444.5"
"314470","NOVA ERA","MG","06/2018","177444.50"
"314470","NOVA ERA","MG","05/2018","178398.5"
"314470","NOVA ERA","MG","12/2018","188892.5"
"314470","NOVA ERA","MG","04/2018","176490.5"
"314470","NOVA ERA","MG","02/2019","197604"
"314470","NOVA ERA","MG","10/2021","217800"
"314470","NOVA ERA","MG","11/2021","220035.73"
"314470","NOVA ERA","MG","01/2019","196606"
"314470","NOVA ERA","MG","12/2021","221100"
"314470","NOVA ERA","MG","03/2018","178398.5"
"314470","NOVA ERA","MG","02/2018","177444.5"
"314470","NOVA ERA","MG","01/2018","176490.5"
"314470","NOVA ERA","MG","11/2018","187927.46"
"314480","NOVA LIMA","MG","08/2021","610500"
"314480","NOVA LIMA","MG","12/2019","553890"
"314480","NOVA LIMA","MG","01/2018","510199.2"
"314480","NOVA LIMA","MG","02/2018","517831.2"
"314480","NOVA LIMA","MG","03/2018","520693.2"
"314480","NOVA LIMA","MG","04/2018","540727.2"
"314480","NOVA LIMA","MG","05/2018","539773.2"
"314480","NOVA LIMA","MG","06/2018","541395.00"
"314480","NOVA LIMA","MG","07/2018","543534.91"
"314480","NOVA LIMA","MG","08/2018","540727.2"
"314480","NOVA LIMA","MG","09/2018","534049.2"
"314480","NOVA LIMA","MG","10/2018","538819.2"
"314480","NOVA LIMA","MG","11/2018","537838.93"
"314480","NOVA LIMA","MG","12/2018","538819.2"
"314480","NOVA LIMA","MG","01/2019","560876"
"314480","NOVA LIMA","MG","02/2019","559878"
"314480","NOVA LIMA","MG","03/2019","557882"
"314480","NOVA LIMA","MG","04/2019","557882"
"314480","NOVA LIMA","MG","05/2019","557882"
"314480","NOVA LIMA","MG","06/2019","552892"
"314480","NOVA LIMA","MG","07/2019","546904"
"314480","NOVA LIMA","MG","08/2019","539918"
"314480","NOVA LIMA","MG","09/2019","540916"
"314480","NOVA LIMA","MG","10/2019","542912"
"314480","NOVA LIMA","MG","11/2019","551975.38"
"314480","NOVA LIMA","MG","01/2020","578723"
"314480","NOVA LIMA","MG","02/2020","579975"
"314480","NOVA LIMA","MG","03/2020","582065"
"314480","NOVA LIMA","MG","04/2020","582065"
"314480","NOVA LIMA","MG","05/2020","585200"
"314480","NOVA LIMA","MG","06/2020","587290.00"
"314480","NOVA LIMA","MG","07/2020","588335"
"314480","NOVA LIMA","MG","08/2020","589380"
"314480","NOVA LIMA","MG","09/2020","587290"
"314480","NOVA LIMA","MG","10/2020","584155"
"314480","NOVA LIMA","MG","11/2020","583186.03"
"314480","NOVA LIMA","MG","12/2020","584155"
"314480","NOVA LIMA","MG","01/2021","603900"
"314480","NOVA LIMA","MG","02/2021","600600"
"314480","NOVA LIMA","MG","03/2021","606100"
"314480","NOVA LIMA","MG","04/2021","606100"
"314480","NOVA LIMA","MG","05/2021","608300"
"314480","NOVA LIMA","MG","06/2021","607200"
"314480","NOVA LIMA","MG","07/2021","607200"
"314480","NOVA LIMA","MG","09/2021","613800"
"314480","NOVA LIMA","MG","10/2021","620400"
"314480","NOVA LIMA","MG","11/2021","620468.34"
"314480","NOVA LIMA","MG","12/2021","620400"
"314490","NOVA MÓDICA","MG","02/2018","20034"
"314490","NOVA MÓDICA","MG","03/2018","20034"
"314490","NOVA MÓDICA","MG","04/2018","20988"
"314490","NOVA MÓDICA","MG","05/2018","20988"
"314490","NOVA MÓDICA","MG","06/2018","20988.00"
"314490","NOVA MÓDICA","MG","07/2018","20988"
"314490","NOVA MÓDICA","MG","08/2018","20988"
"314490","NOVA MÓDICA","MG","09/2018","20988"
"314490","NOVA MÓDICA","MG","10/2018","20988"
"314490","NOVA MÓDICA","MG","11/2018","21942"
"314490","NOVA MÓDICA","MG","12/2018","21942"
"314490","NOVA MÓDICA","MG","01/2019","22954"
"314490","NOVA MÓDICA","MG","02/2019","22954"
"314490","NOVA MÓDICA","MG","03/2019","22954"
"314490","NOVA MÓDICA","MG","04/2019","22954"
"314490","NOVA MÓDICA","MG","05/2019","22954"
"314490","NOVA MÓDICA","MG","06/2019","22954"
"314490","NOVA MÓDICA","MG","07/2019","22954"
"314490","NOVA MÓDICA","MG","08/2019","21956"
"314490","NOVA MÓDICA","MG","09/2019","21956"
"314490","NOVA MÓDICA","MG","10/2019","21956"
"314490","NOVA MÓDICA","MG","11/2019","21962.9"
"314490","NOVA MÓDICA","MG","01/2020","15585"
"314490","NOVA MÓDICA","MG","02/2020","14630"
"314490","NOVA MÓDICA","MG","03/2020","14630"
"314490","NOVA MÓDICA","MG","04/2020","13585"
"314490","NOVA MÓDICA","MG","05/2020","14630"
"314490","NOVA MÓDICA","MG","06/2020","15675.00"
"314490","NOVA MÓDICA","MG","07/2020","15675"
"314490","NOVA MÓDICA","MG","08/2020","15675"
"314490","NOVA MÓDICA","MG","09/2020","15675"
"314490","NOVA MÓDICA","MG","10/2020","15675"
"314490","NOVA MÓDICA","MG","11/2020","15678.97"
"314490","NOVA MÓDICA","MG","12/2020","16720"
"314490","NOVA MÓDICA","MG","01/2021","17600"
"314490","NOVA MÓDICA","MG","02/2021","17600"
"314490","NOVA MÓDICA","MG","03/2021","18700"
"314490","NOVA MÓDICA","MG","04/2021","17600"
"314490","NOVA MÓDICA","MG","05/2021","18700"
"314490","NOVA MÓDICA","MG","06/2021","18700"
"314490","NOVA MÓDICA","MG","07/2021","20900"
"314490","NOVA MÓDICA","MG","08/2021","19800"
"314490","NOVA MÓDICA","MG","09/2021","19800"
"314490","NOVA MÓDICA","MG","10/2021","19800"
"314490","NOVA MÓDICA","MG","11/2021","18702.91"
"314490","NOVA MÓDICA","MG","12/2021","19800"
"314490","NOVA MÓDICA","MG","01/2018","20034"
"314490","NOVA MÓDICA","MG","12/2019","15968"
"314500","NOVA PONTE","MG","04/2020","94050"
"314500","NOVA PONTE","MG","12/2019","93812"
"314500","NOVA PONTE","MG","01/2018","103986"
"314500","NOVA PONTE","MG","02/2018","103986"
"314500","NOVA PONTE","MG","03/2018","102078"
"314500","NOVA PONTE","MG","04/2018","102078"
