"Código","Unidade Territorial","UF","Referência","Valor repassado aos idosos via Benefício de Prestação Continuada (BPC) por município pagador"
"310830","BORDA DA MATA","MG","10/2019","234530"
"310830","BORDA DA MATA","MG","11/2019","241546.31"
"310830","BORDA DA MATA","MG","12/2021","272800"
"310830","BORDA DA MATA","MG","01/2020","250399"
"310830","BORDA DA MATA","MG","02/2020","253935"
"310830","BORDA DA MATA","MG","03/2020","258115"
"310830","BORDA DA MATA","MG","04/2020","258115"
"310830","BORDA DA MATA","MG","05/2020","257070"
"310830","BORDA DA MATA","MG","06/2020","259160.00"
"310830","BORDA DA MATA","MG","07/2020","260205"
"310830","BORDA DA MATA","MG","08/2020","261250"
"310830","BORDA DA MATA","MG","09/2020","261250"
"310830","BORDA DA MATA","MG","10/2020","260205"
"310830","BORDA DA MATA","MG","11/2020","261272.36"
"310830","BORDA DA MATA","MG","12/2020","263340"
"310830","BORDA DA MATA","MG","01/2021","277200"
"310830","BORDA DA MATA","MG","02/2021","275000"
"310830","BORDA DA MATA","MG","03/2021","276100"
"310830","BORDA DA MATA","MG","04/2021","277200"
"310830","BORDA DA MATA","MG","05/2021","273900"
"310830","BORDA DA MATA","MG","06/2021","275000"
"310830","BORDA DA MATA","MG","07/2021","273900"
"310830","BORDA DA MATA","MG","08/2021","275000"
"310830","BORDA DA MATA","MG","09/2021","278300"
"310830","BORDA DA MATA","MG","11/2021","275017.69"
"310840","BOTELHOS","MG","08/2021","169400"
"310840","BOTELHOS","MG","12/2021","168300"
"310840","BOTELHOS","MG","11/2021","166125.28"
"310840","BOTELHOS","MG","10/2021","169400"
"310840","BOTELHOS","MG","09/2021","170500"
"310840","BOTELHOS","MG","07/2021","166100"
"310840","BOTELHOS","MG","06/2021","163900"
"310840","BOTELHOS","MG","05/2021","163900"
"310840","BOTELHOS","MG","04/2021","163900"
"310840","BOTELHOS","MG","03/2021","163900"
"310840","BOTELHOS","MG","02/2021","161700"
"310840","BOTELHOS","MG","01/2021","162800"
"310840","BOTELHOS","MG","12/2020","154660"
"310840","BOTELHOS","MG","11/2020","156779.92"
"310840","BOTELHOS","MG","10/2020","158840"
"310840","BOTELHOS","MG","09/2020","160930"
"310840","BOTELHOS","MG","08/2020","161975"
"310840","BOTELHOS","MG","07/2020","163020"
"310840","BOTELHOS","MG","06/2020","164065.00"
"310840","BOTELHOS","MG","05/2020","161975"
"310840","BOTELHOS","MG","04/2020","158840"
"310840","BOTELHOS","MG","03/2020","158840"
"310840","BOTELHOS","MG","02/2020","156750"
"310840","BOTELHOS","MG","01/2020","156889"
"310840","BOTELHOS","MG","11/2019","148733.39"
"310840","BOTELHOS","MG","10/2019","147704"
"310840","BOTELHOS","MG","09/2019","149700"
"310840","BOTELHOS","MG","08/2019","149700"
"310840","BOTELHOS","MG","07/2019","151696"
"310840","BOTELHOS","MG","06/2019","154690"
"310840","BOTELHOS","MG","05/2019","154690"
"310840","BOTELHOS","MG","04/2019","156686"
"310840","BOTELHOS","MG","03/2019","157684"
"310840","BOTELHOS","MG","02/2019","158682"
"310840","BOTELHOS","MG","01/2019","160678"
"310840","BOTELHOS","MG","12/2018","153594"
"310840","BOTELHOS","MG","11/2018","152634.06"
"310840","BOTELHOS","MG","10/2018","153594"
"310840","BOTELHOS","MG","09/2018","154548"
"310840","BOTELHOS","MG","08/2018","151686"
"310840","BOTELHOS","MG","07/2018","154548"
"310840","BOTELHOS","MG","06/2018","156456.00"
"310840","BOTELHOS","MG","05/2018","156456"
"310840","BOTELHOS","MG","04/2018","158364"
"310840","BOTELHOS","MG","03/2018","158364"
"310840","BOTELHOS","MG","02/2018","158364"
"310840","BOTELHOS","MG","01/2018","159318"
"310840","BOTELHOS","MG","12/2019","149700"
"310850","BOTUMIRIM","MG","11/2021","15400"
"310850","BOTUMIRIM","MG","12/2021","15400"
"310850","BOTUMIRIM","MG","03/2018","20034"
"310850","BOTUMIRIM","MG","04/2018","20034"
"310850","BOTUMIRIM","MG","05/2018","20988"
"310850","BOTUMIRIM","MG","06/2018","20988.00"
"310850","BOTUMIRIM","MG","07/2018","20988"
"310850","BOTUMIRIM","MG","08/2018","20988"
"310850","BOTUMIRIM","MG","09/2018","20988"
"310850","BOTUMIRIM","MG","10/2018","20988"
"310850","BOTUMIRIM","MG","11/2018","20987"
"310850","BOTUMIRIM","MG","12/2018","20988"
"310850","BOTUMIRIM","MG","01/2019","22954"
"310850","BOTUMIRIM","MG","02/2019","22954"
"310850","BOTUMIRIM","MG","03/2019","22954"
"310850","BOTUMIRIM","MG","04/2019","21956"
"310850","BOTUMIRIM","MG","08/2021","15400"
"310850","BOTUMIRIM","MG","05/2019","21956"
"310850","BOTUMIRIM","MG","06/2019","20958"
"310850","BOTUMIRIM","MG","07/2019","20958"
"310850","BOTUMIRIM","MG","01/2018","20034"
"310850","BOTUMIRIM","MG","08/2019","18962"
"310850","BOTUMIRIM","MG","02/2018","20034"
"310850","BOTUMIRIM","MG","09/2019","20958"
"310850","BOTUMIRIM","MG","12/2019","20958"
"310850","BOTUMIRIM","MG","10/2019","21956"
"310850","BOTUMIRIM","MG","11/2019","20960.82"
"310850","BOTUMIRIM","MG","01/2020","20780"
"310850","BOTUMIRIM","MG","02/2020","20900"
"310850","BOTUMIRIM","MG","03/2020","21945"
"310850","BOTUMIRIM","MG","04/2020","19855"
"310850","BOTUMIRIM","MG","05/2020","21945"
"310850","BOTUMIRIM","MG","06/2020","20900.00"
"310850","BOTUMIRIM","MG","07/2020","20900"
"310850","BOTUMIRIM","MG","08/2020","16720"
"310850","BOTUMIRIM","MG","09/2020","15675"
"310850","BOTUMIRIM","MG","10/2020","15675"
"310850","BOTUMIRIM","MG","11/2020","15675.6"
"310850","BOTUMIRIM","MG","12/2020","16720"
"310850","BOTUMIRIM","MG","01/2021","16500"
"310850","BOTUMIRIM","MG","02/2021","17600"
"310850","BOTUMIRIM","MG","03/2021","15400"
"310850","BOTUMIRIM","MG","04/2021","15400"
"310850","BOTUMIRIM","MG","05/2021","15400"
"310850","BOTUMIRIM","MG","06/2021","15400"
"310850","BOTUMIRIM","MG","07/2021","14300"
"310850","BOTUMIRIM","MG","09/2021","16500"
"310850","BOTUMIRIM","MG","10/2021","15400"
"310855","BRASILÂNDIA DE MINAS","MG","06/2021","97900"
"310855","BRASILÂNDIA DE MINAS","MG","11/2021","96811.76"
"310855","BRASILÂNDIA DE MINAS","MG","01/2018","76320"
"310855","BRASILÂNDIA DE MINAS","MG","02/2018","75366"
"310855","BRASILÂNDIA DE MINAS","MG","03/2018","75366"
"310855","BRASILÂNDIA DE MINAS","MG","04/2018","75366"
"310855","BRASILÂNDIA DE MINAS","MG","05/2018","74412"
"310855","BRASILÂNDIA DE MINAS","MG","06/2018","75366.00"
"310855","BRASILÂNDIA DE MINAS","MG","07/2018","76320"
"310855","BRASILÂNDIA DE MINAS","MG","08/2018","77274"
"310855","BRASILÂNDIA DE MINAS","MG","09/2018","76320"
"310855","BRASILÂNDIA DE MINAS","MG","10/2018","76320"
"310855","BRASILÂNDIA DE MINAS","MG","11/2018","76318.7"
"310855","BRASILÂNDIA DE MINAS","MG","12/2018","76320"
"310855","BRASILÂNDIA DE MINAS","MG","01/2019","80838"
"310855","BRASILÂNDIA DE MINAS","MG","02/2019","79840"
"310855","BRASILÂNDIA DE MINAS","MG","03/2019","80838"
"310855","BRASILÂNDIA DE MINAS","MG","04/2019","81836"
"310855","BRASILÂNDIA DE MINAS","MG","05/2019","81836"
"310855","BRASILÂNDIA DE MINAS","MG","06/2019","80838"
"310855","BRASILÂNDIA DE MINAS","MG","07/2019","79840"
"310855","BRASILÂNDIA DE MINAS","MG","08/2019","77844"
"310855","BRASILÂNDIA DE MINAS","MG","09/2019","77844"
"310855","BRASILÂNDIA DE MINAS","MG","10/2019","77844"
"310855","BRASILÂNDIA DE MINAS","MG","11/2019","81854.2"
"310855","BRASILÂNDIA DE MINAS","MG","01/2020","85198"
"310855","BRASILÂNDIA DE MINAS","MG","02/2020","88825"
"310855","BRASILÂNDIA DE MINAS","MG","03/2020","87780"
"310855","BRASILÂNDIA DE MINAS","MG","04/2020","87780"
"310855","BRASILÂNDIA DE MINAS","MG","05/2020","85690"
"310855","BRASILÂNDIA DE MINAS","MG","06/2020","83600.00"
"310855","BRASILÂNDIA DE MINAS","MG","07/2020","84645"
"310855","BRASILÂNDIA DE MINAS","MG","08/2020","83600"
"310855","BRASILÂNDIA DE MINAS","MG","09/2020","84645"
"310855","BRASILÂNDIA DE MINAS","MG","10/2020","84645"
"310855","BRASILÂNDIA DE MINAS","MG","11/2020","85704.8"
"310855","BRASILÂNDIA DE MINAS","MG","12/2020","89870"
"310855","BRASILÂNDIA DE MINAS","MG","01/2021","97900"
"310855","BRASILÂNDIA DE MINAS","MG","02/2021","100100"
"310855","BRASILÂNDIA DE MINAS","MG","03/2021","99000"
"310855","BRASILÂNDIA DE MINAS","MG","04/2021","100100"
"310855","BRASILÂNDIA DE MINAS","MG","05/2021","100100"
"310855","BRASILÂNDIA DE MINAS","MG","07/2021","96800"
"310855","BRASILÂNDIA DE MINAS","MG","08/2021","97900"
"310855","BRASILÂNDIA DE MINAS","MG","09/2021","96800"
"310855","BRASILÂNDIA DE MINAS","MG","10/2021","95700"
"310855","BRASILÂNDIA DE MINAS","MG","12/2021","99000"
"310855","BRASILÂNDIA DE MINAS","MG","12/2019","81836"
"310860","BRASÍLIA DE MINAS","MG","01/2018","335026.9"
"310860","BRASÍLIA DE MINAS","MG","02/2018","336934.9"
"310860","BRASÍLIA DE MINAS","MG","03/2018","335026.9"
"310860","BRASÍLIA DE MINAS","MG","04/2018","335980.9"
"310860","BRASÍLIA DE MINAS","MG","05/2018","335980.9"
"310860","BRASÍLIA DE MINAS","MG","06/2018","335980.90"
"310860","BRASÍLIA DE MINAS","MG","07/2018","335026.9"
"310860","BRASÍLIA DE MINAS","MG","08/2018","334072.9"
"310860","BRASÍLIA DE MINAS","MG","09/2018","337888.9"
"310860","BRASÍLIA DE MINAS","MG","10/2018","344566.9"
"310860","BRASÍLIA DE MINAS","MG","11/2018","348365.66"
"310860","BRASÍLIA DE MINAS","MG","12/2018","348382.9"
"310860","BRASÍLIA DE MINAS","MG","01/2019","363272.7"
"310860","BRASÍLIA DE MINAS","MG","02/2019","363272.7"
"310860","BRASÍLIA DE MINAS","MG","03/2019","406186.7"
"310860","BRASÍLIA DE MINAS","MG","04/2019","406186.7"
"310860","BRASÍLIA DE MINAS","MG","05/2019","402194.7"
"310860","BRASÍLIA DE MINAS","MG","06/2019","402194.7"
"310860","BRASÍLIA DE MINAS","MG","07/2019","394210.7"
"310860","BRASÍLIA DE MINAS","MG","08/2019","393212.7"
"310860","BRASÍLIA DE MINAS","MG","09/2019","395208.7"
"310860","BRASÍLIA DE MINAS","MG","10/2019","398202.7"
"310860","BRASÍLIA DE MINAS","MG","11/2019","410286.47"
"310860","BRASÍLIA DE MINAS","MG","01/2020","431186.35"
"310860","BRASÍLIA DE MINAS","MG","02/2020","435766.25"
"310860","BRASÍLIA DE MINAS","MG","03/2020","435766.25"
"310860","BRASÍLIA DE MINAS","MG","04/2020","437856.25"
"310860","BRASÍLIA DE MINAS","MG","05/2020","435766.25"
"310860","BRASÍLIA DE MINAS","MG","06/2020","435766.25"
"310860","BRASÍLIA DE MINAS","MG","07/2020","436811.25"
"310860","BRASÍLIA DE MINAS","MG","08/2020","433676.25"
"310860","BRASÍLIA DE MINAS","MG","09/2020","437856.25"
"310860","BRASÍLIA DE MINAS","MG","10/2020","436811.25"
"310860","BRASÍLIA DE MINAS","MG","11/2020","435867.06"
"310860","BRASÍLIA DE MINAS","MG","12/2020","434721.25"
"310860","BRASÍLIA DE MINAS","MG","01/2021","455400"
"310860","BRASÍLIA DE MINAS","MG","02/2021","460900"
"310860","BRASÍLIA DE MINAS","MG","03/2021","462000"
"310860","BRASÍLIA DE MINAS","MG","12/2019","415168.7"
"310860","BRASÍLIA DE MINAS","MG","04/2021","458700"
"310860","BRASÍLIA DE MINAS","MG","05/2021","463100"
"310860","BRASÍLIA DE MINAS","MG","06/2021","464200"
"310860","BRASÍLIA DE MINAS","MG","12/2021","467500"
"310860","BRASÍLIA DE MINAS","MG","11/2021","468696.82"
"310860","BRASÍLIA DE MINAS","MG","07/2021","463100"
"310860","BRASÍLIA DE MINAS","MG","08/2021","462000"
"310860","BRASÍLIA DE MINAS","MG","09/2021","468600"
"310860","BRASÍLIA DE MINAS","MG","10/2021","469700"
"310870","BRÁS PIRES","MG","11/2020","10451.91"
"310870","BRÁS PIRES","MG","12/2019","8982"
"310870","BRÁS PIRES","MG","01/2018","12402"
"310870","BRÁS PIRES","MG","02/2018","11448"
"310870","BRÁS PIRES","MG","03/2018","11448"
"310870","BRÁS PIRES","MG","04/2018","11448"
"310870","BRÁS PIRES","MG","05/2018","11448"
"310870","BRÁS PIRES","MG","06/2018","11448.00"
"310870","BRÁS PIRES","MG","07/2018","11448"
"310870","BRÁS PIRES","MG","08/2018","11448"
"310870","BRÁS PIRES","MG","09/2018","11448"
"310870","BRÁS PIRES","MG","10/2018","11448"
"310870","BRÁS PIRES","MG","11/2018","10494"
"310870","BRÁS PIRES","MG","12/2018","10494"
"310870","BRÁS PIRES","MG","01/2019","9980"
"310870","BRÁS PIRES","MG","02/2019","9980"
"310870","BRÁS PIRES","MG","03/2019","10978"
"310870","BRÁS PIRES","MG","04/2019","10978"
"310870","BRÁS PIRES","MG","05/2019","9980"
"310870","BRÁS PIRES","MG","06/2019","9980"
"310870","BRÁS PIRES","MG","07/2019","9980"
"310870","BRÁS PIRES","MG","08/2019","9980"
"310870","BRÁS PIRES","MG","09/2019","9980"
"310870","BRÁS PIRES","MG","10/2019","9980"
"310870","BRÁS PIRES","MG","11/2019","8984.02"
"310870","BRÁS PIRES","MG","01/2020","9351"
"310870","BRÁS PIRES","MG","02/2020","9405"
"310870","BRÁS PIRES","MG","03/2020","10450"
"310870","BRÁS PIRES","MG","04/2020","10450"
"310870","BRÁS PIRES","MG","05/2020","10450"
"310870","BRÁS PIRES","MG","06/2020","10450.00"
"310870","BRÁS PIRES","MG","07/2020","10450"
"310870","BRÁS PIRES","MG","08/2020","10450"
"310870","BRÁS PIRES","MG","10/2020","10450"
"310870","BRÁS PIRES","MG","09/2020","10450"
"310870","BRÁS PIRES","MG","12/2020","10450"
"310870","BRÁS PIRES","MG","01/2021","11000"
"310870","BRÁS PIRES","MG","02/2021","11000"
"310870","BRÁS PIRES","MG","03/2021","11000"
"310870","BRÁS PIRES","MG","04/2021","11000"
"310870","BRÁS PIRES","MG","05/2021","9900"
"310870","BRÁS PIRES","MG","06/2021","9900"
"310870","BRÁS PIRES","MG","07/2021","9900"
"310870","BRÁS PIRES","MG","08/2021","9900"
"310870","BRÁS PIRES","MG","09/2021","8800"
"310870","BRÁS PIRES","MG","10/2021","8800"
"310870","BRÁS PIRES","MG","11/2021","8801.64"
"310870","BRÁS PIRES","MG","12/2021","8800"
"310880","BRAÚNAS","MG","04/2018","17172"
"310880","BRAÚNAS","MG","04/2019","17964"
"310880","BRAÚNAS","MG","10/2021","16500"
"310880","BRAÚNAS","MG","09/2021","18700"
"310880","BRAÚNAS","MG","08/2021","18700"
"310880","BRAÚNAS","MG","07/2021","19800"
"310880","BRAÚNAS","MG","06/2021","19800"
"310880","BRAÚNAS","MG","05/2021","19800"
"310880","BRAÚNAS","MG","12/2021","16500"
"310880","BRAÚNAS","MG","04/2021","19800"
"310880","BRAÚNAS","MG","03/2021","19800"
"310880","BRAÚNAS","MG","11/2021","16501.22"
"310880","BRAÚNAS","MG","02/2021","19800"
"310880","BRAÚNAS","MG","01/2021","19800"
"310880","BRAÚNAS","MG","12/2020","18810"
"310880","BRAÚNAS","MG","11/2020","19857.9"
"310880","BRAÚNAS","MG","10/2020","19855"
"310880","BRAÚNAS","MG","09/2020","19855"
"310880","BRAÚNAS","MG","08/2020","20900"
"310880","BRAÚNAS","MG","07/2020","20900"
"310880","BRAÚNAS","MG","06/2020","18810.00"
"310880","BRAÚNAS","MG","05/2020","18810"
"310880","BRAÚNAS","MG","04/2020","17765"
"310880","BRAÚNAS","MG","03/2020","17765"
"310880","BRAÚNAS","MG","02/2020","17765"
"310880","BRAÚNAS","MG","01/2020","18702"
"310880","BRAÚNAS","MG","11/2019","19963.53"
"310880","BRAÚNAS","MG","10/2019","19960"
"310880","BRAÚNAS","MG","09/2019","18962"
"310880","BRAÚNAS","MG","08/2019","18962"
"310880","BRAÚNAS","MG","07/2019","18962"
"310880","BRAÚNAS","MG","06/2019","18962"
"310880","BRAÚNAS","MG","05/2019","18962"
"310880","BRAÚNAS","MG","03/2019","17964"
"310880","BRAÚNAS","MG","12/2019","18962"
"310880","BRAÚNAS","MG","02/2019","17964"
"310880","BRAÚNAS","MG","01/2019","17964"
"310880","BRAÚNAS","MG","12/2018","16218"
"310880","BRAÚNAS","MG","11/2018","17171.46"
"310880","BRAÚNAS","MG","10/2018","18126"
"310880","BRAÚNAS","MG","09/2018","18126"
"310880","BRAÚNAS","MG","08/2018","17172"
"310880","BRAÚNAS","MG","07/2018","17172"
"310880","BRAÚNAS","MG","06/2018","17172.00"
"310880","BRAÚNAS","MG","05/2018","17172"
"310880","BRAÚNAS","MG","01/2018","17172"
"310880","BRAÚNAS","MG","02/2018","17172"
"310880","BRAÚNAS","MG","03/2018","17172"
"310890","BRAZÓPOLIS","MG","11/2019","126758.52"
"310890","BRAZÓPOLIS","MG","12/2021","135300"
"310890","BRAZÓPOLIS","MG","12/2019","126746"
"310890","BRAZÓPOLIS","MG","01/2018","123066"
"310890","BRAZÓPOLIS","MG","02/2018","123066"
"310890","BRAZÓPOLIS","MG","03/2018","122112"
"310890","BRAZÓPOLIS","MG","04/2018","121158"
"310890","BRAZÓPOLIS","MG","05/2018","122112"
"310890","BRAZÓPOLIS","MG","06/2018","122112.00"
"310890","BRAZÓPOLIS","MG","07/2018","122112"
"310890","BRAZÓPOLIS","MG","08/2018","120204"
"310890","BRAZÓPOLIS","MG","09/2018","119250"
"310890","BRAZÓPOLIS","MG","10/2018","119250"
"310890","BRAZÓPOLIS","MG","11/2018","119243.91"
"310890","BRAZÓPOLIS","MG","12/2018","119250"
"310890","BRAZÓPOLIS","MG","01/2019","122754"
"310890","BRAZÓPOLIS","MG","02/2019","122754"
"310890","BRAZÓPOLIS","MG","03/2019","122754"
"310890","BRAZÓPOLIS","MG","04/2019","123752"
"310890","BRAZÓPOLIS","MG","05/2019","121756"
"310890","BRAZÓPOLIS","MG","06/2019","121756"
"310890","BRAZÓPOLIS","MG","07/2019","120758"
"310890","BRAZÓPOLIS","MG","08/2019","117764"
"310890","BRAZÓPOLIS","MG","09/2019","117764"
"310890","BRAZÓPOLIS","MG","10/2019","117764"
"310890","BRAZÓPOLIS","MG","01/2020","129875"
"310890","BRAZÓPOLIS","MG","02/2020","129580"
"310890","BRAZÓPOLIS","MG","03/2020","131670"
"310890","BRAZÓPOLIS","MG","04/2020","130625"
"310890","BRAZÓPOLIS","MG","05/2020","133760"
"310890","BRAZÓPOLIS","MG","06/2020","135850.00"
"310890","BRAZÓPOLIS","MG","07/2020","135850"
"310890","BRAZÓPOLIS","MG","08/2020","136895"
"310890","BRAZÓPOLIS","MG","09/2020","141075"
"310890","BRAZÓPOLIS","MG","10/2020","140030"
"310890","BRAZÓPOLIS","MG","11/2020","140038.31"
"310890","BRAZÓPOLIS","MG","12/2020","135850"
"310890","BRAZÓPOLIS","MG","01/2021","143000"
"310890","BRAZÓPOLIS","MG","02/2021","144100"
"310890","BRAZÓPOLIS","MG","03/2021","146300"
"310890","BRAZÓPOLIS","MG","04/2021","148500"
"310890","BRAZÓPOLIS","MG","05/2021","146300"
"310890","BRAZÓPOLIS","MG","06/2021","144100"
"310890","BRAZÓPOLIS","MG","07/2021","146300"
"310890","BRAZÓPOLIS","MG","08/2021","148500"
"310890","BRAZÓPOLIS","MG","09/2021","148500"
"310890","BRAZÓPOLIS","MG","10/2021","148500"
"310890","BRAZÓPOLIS","MG","11/2021","135306.83"
"310900","BRUMADINHO","MG","04/2021","396010.8"
"310900","BRUMADINHO","MG","05/2021","396010.8"
"310900","BRUMADINHO","MG","06/2021","397111.52"
"310900","BRUMADINHO","MG","07/2021","394911.52"
"310900","BRUMADINHO","MG","08/2021","391611.52"
"310900","BRUMADINHO","MG","09/2021","386111.52"
"310900","BRUMADINHO","MG","10/2021","386111.52"
"310900","BRUMADINHO","MG","11/2021","385065.65"
"310900","BRUMADINHO","MG","12/2021","388311.52"
"310900","BRUMADINHO","MG","06/2018","325962.80"
"310900","BRUMADINHO","MG","07/2018","325008.8"
"310900","BRUMADINHO","MG","08/2018","325008.8"
"310900","BRUMADINHO","MG","09/2018","325962.8"
"310900","BRUMADINHO","MG","10/2018","324054.8"
"310900","BRUMADINHO","MG","11/2018","324999.21"
"310900","BRUMADINHO","MG","12/2018","325962.8"
"310900","BRUMADINHO","MG","01/2019","344310.96"
"310900","BRUMADINHO","MG","02/2019","340318.96"
"310900","BRUMADINHO","MG","03/2019","340318.96"
"310900","BRUMADINHO","MG","04/2019","349300.96"
"310900","BRUMADINHO","MG","05/2019","350298.96"
"310900","BRUMADINHO","MG","06/2019","353304.48"
"310900","BRUMADINHO","MG","07/2019","354305.36"
"310900","BRUMADINHO","MG","08/2019","353308.08"
"310900","BRUMADINHO","MG","09/2019","349315.36"
"310900","BRUMADINHO","MG","10/2019","351311.36"
"310900","BRUMADINHO","MG","11/2019","348366.04"
"310900","BRUMADINHO","MG","01/2020","362624.74"
"310900","BRUMADINHO","MG","02/2020","362628.86"
"310900","BRUMADINHO","MG","03/2020","364717.96"
"310900","BRUMADINHO","MG","04/2020","365762.96"
"310900","BRUMADINHO","MG","05/2020","367852.96"
"310900","BRUMADINHO","MG","06/2020","367852.96"
"310900","BRUMADINHO","MG","07/2020","366807.96"
"310900","BRUMADINHO","MG","08/2020","363672.96"
"310900","BRUMADINHO","MG","12/2019","351309.92"
"310900","BRUMADINHO","MG","01/2018","331686.8"
"310900","BRUMADINHO","MG","09/2020","373077.96"
"310900","BRUMADINHO","MG","02/2018","326916.8"
"310900","BRUMADINHO","MG","03/2018","325008.8"
"310900","BRUMADINHO","MG","04/2018","322146.8"
"310900","BRUMADINHO","MG","05/2018","325962.8"
"310900","BRUMADINHO","MG","10/2020","375167.96"
"310900","BRUMADINHO","MG","11/2020","377317.79"
"310900","BRUMADINHO","MG","12/2020","377256.52"
"310900","BRUMADINHO","MG","01/2021","396011.52"
"310900","BRUMADINHO","MG","02/2021","394911.52"
"310900","BRUMADINHO","MG","03/2021","396011.52"
"310910","BUENO BRANDÃO","MG","09/2020","81510"
"310910","BUENO BRANDÃO","MG","11/2020","83614.57"
"310910","BUENO BRANDÃO","MG","12/2020","82555"
"310910","BUENO BRANDÃO","MG","01/2021","84700"
"310910","BUENO BRANDÃO","MG","02/2021","85800"
"310910","BUENO BRANDÃO","MG","03/2021","85800"
"310910","BUENO BRANDÃO","MG","04/2021","86900"
"310910","BUENO BRANDÃO","MG","05/2021","84700"
"310910","BUENO BRANDÃO","MG","06/2021","82500"
"310910","BUENO BRANDÃO","MG","07/2021","82500"
"310910","BUENO BRANDÃO","MG","08/2021","83600"
"310910","BUENO BRANDÃO","MG","09/2021","83600"
"310910","BUENO BRANDÃO","MG","10/2021","84700"
"310910","BUENO BRANDÃO","MG","11/2021","85812.28"
"310910","BUENO BRANDÃO","MG","12/2021","85800"
"310910","BUENO BRANDÃO","MG","01/2018","75366"
"310910","BUENO BRANDÃO","MG","02/2018","75366"
"310910","BUENO BRANDÃO","MG","03/2018","75366"
"310910","BUENO BRANDÃO","MG","04/2018","76320"
"310910","BUENO BRANDÃO","MG","05/2018","75366"
"310910","BUENO BRANDÃO","MG","06/2018","74412.00"
"310910","BUENO BRANDÃO","MG","07/2018","74412"
"310910","BUENO BRANDÃO","MG","08/2018","74412"
"310910","BUENO BRANDÃO","MG","09/2018","74412"
"310910","BUENO BRANDÃO","MG","10/2018","72504"
"310910","BUENO BRANDÃO","MG","11/2018","71546.68"
"310910","BUENO BRANDÃO","MG","12/2018","70596"
"310910","BUENO BRANDÃO","MG","01/2019","73852"
"310910","BUENO BRANDÃO","MG","02/2019","74850"
"310910","BUENO BRANDÃO","MG","03/2019","75848"
"310910","BUENO BRANDÃO","MG","04/2019","75848"
"310910","BUENO BRANDÃO","MG","05/2019","75848"
"310910","BUENO BRANDÃO","MG","06/2019","73852"
"310910","BUENO BRANDÃO","MG","07/2019","73852"
"310910","BUENO BRANDÃO","MG","08/2019","74850"
"310910","BUENO BRANDÃO","MG","09/2019","75848"
"310910","BUENO BRANDÃO","MG","10/2019","74850"
"310910","BUENO BRANDÃO","MG","11/2019","73868.07"
"310910","BUENO BRANDÃO","MG","01/2020","75847"
"310910","BUENO BRANDÃO","MG","02/2020","78375"
"310910","BUENO BRANDÃO","MG","03/2020","80465"
"310910","BUENO BRANDÃO","MG","12/2019","74850"
"310910","BUENO BRANDÃO","MG","04/2020","80465"
"310910","BUENO BRANDÃO","MG","05/2020","79420"
"310910","BUENO BRANDÃO","MG","06/2020","80465.00"
"310910","BUENO BRANDÃO","MG","07/2020","81510"
"310910","BUENO BRANDÃO","MG","08/2020","83600"
"310910","BUENO BRANDÃO","MG","10/2020","81510"
"310920","BUENÓPOLIS","MG","08/2019","190618"
"310920","BUENÓPOLIS","MG","07/2019","188622"
"310920","BUENÓPOLIS","MG","06/2019","190618"
"310920","BUENÓPOLIS","MG","05/2019","190618"
"310920","BUENÓPOLIS","MG","04/2019","189620"
"310920","BUENÓPOLIS","MG","03/2019","190618"
"310920","BUENÓPOLIS","MG","02/2019","188622"
"310920","BUENÓPOLIS","MG","01/2019","191616"
"310920","BUENÓPOLIS","MG","12/2018","185076"
"310920","BUENÓPOLIS","MG","11/2018","185068.01"
"310920","BUENÓPOLIS","MG","10/2018","185076"
"310920","BUENÓPOLIS","MG","09/2018","187938"
"310920","BUENÓPOLIS","MG","08/2018","186984"
"310920","BUENÓPOLIS","MG","07/2018","186984"
"310920","BUENÓPOLIS","MG","06/2018","186984.00"
"310920","BUENÓPOLIS","MG","05/2018","186984"
"310920","BUENÓPOLIS","MG","04/2018","184122"
"310920","BUENÓPOLIS","MG","12/2019","187624.2"
"310920","BUENÓPOLIS","MG","03/2018","186030"
"310920","BUENÓPOLIS","MG","02/2018","186030.4"
"310920","BUENÓPOLIS","MG","01/2018","186030.4"
"310920","BUENÓPOLIS","MG","12/2021","203500"
"310920","BUENÓPOLIS","MG","11/2021","204650.87"
"310920","BUENÓPOLIS","MG","10/2021","206800"
"310920","BUENÓPOLIS","MG","09/2021","205700"
"310920","BUENÓPOLIS","MG","08/2021","205700"
"310920","BUENÓPOLIS","MG","07/2021","207900"
"310920","BUENÓPOLIS","MG","06/2021","207900"
"310920","BUENÓPOLIS","MG","05/2021","209000"
"310920","BUENÓPOLIS","MG","04/2021","207900"
"310920","BUENÓPOLIS","MG","03/2021","210100"
"310920","BUENÓPOLIS","MG","02/2021","210100"
"310920","BUENÓPOLIS","MG","01/2021","210100"
"310920","BUENÓPOLIS","MG","12/2020","198550.5"
"310920","BUENÓPOLIS","MG","11/2020","195468.58"
"310920","BUENÓPOLIS","MG","10/2020","194370.5"
"310920","BUENÓPOLIS","MG","09/2020","194370.5"
"310920","BUENÓPOLIS","MG","08/2020","192280.5"
"310920","BUENÓPOLIS","MG","07/2020","194370.5"
"310920","BUENÓPOLIS","MG","06/2020","194370.50"
"310920","BUENÓPOLIS","MG","05/2020","194370.5"
"310920","BUENÓPOLIS","MG","04/2020","192280.5"
"310920","BUENÓPOLIS","MG","03/2020","192280.5"
"310920","BUENÓPOLIS","MG","02/2020","196460.5"
