"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"312200","DIVINO","MG","12/2021","2050","826425.00","403.13"
"312200","DIVINO","MG","01/2022","2416","973546","402.96"
"312200","DIVINO","MG","02/2022","2508","1013460.00","404.09"
"312200","DIVINO","MG","03/2022","2621","1059225","404.13"
"312200","DIVINO","MG","04/2022","2682","1083588.00","404.02"
"312200","DIVINO","MG","05/2022","2678","1082242","404.12"
"312200","DIVINO","MG","06/2022","2710","1093972","403.68"
"312200","DIVINO","MG","07/2022","2700","1088081.00","403.74"
"312200","DIVINO","MG","08/2022","2776","1671848","603.34"
"312200","DIVINO","MG","09/2022","2825","1704276.00","603.28"
"312210","DIVINO DAS LARANJEIRAS","MG","11/2021","652","145117.00","222.57"
"312210","DIVINO DAS LARANJEIRAS","MG","12/2021","653","264700.00","405.36"
"312210","DIVINO DAS LARANJEIRAS","MG","01/2022","825","333900","404.73"
"312210","DIVINO DAS LARANJEIRAS","MG","02/2022","850","345540.00","406.52"
"312210","DIVINO DAS LARANJEIRAS","MG","03/2022","832","338016","406.27"
"312210","DIVINO DAS LARANJEIRAS","MG","04/2022","815","330904.00","406.02"
"312210","DIVINO DAS LARANJEIRAS","MG","05/2022","800","324519","405.65"
"312210","DIVINO DAS LARANJEIRAS","MG","06/2022","787","318893","405.20"
"312210","DIVINO DAS LARANJEIRAS","MG","07/2022","791","318529.00","404.74"
"312210","DIVINO DAS LARANJEIRAS","MG","08/2022","935","562334","604.01"
"312210","DIVINO DAS LARANJEIRAS","MG","09/2022","988","596533.00","603.78"
"312220","DIVINOLÂNDIA DE MINAS","MG","11/2021","863","236815.00","274.41"
"312220","DIVINOLÂNDIA DE MINAS","MG","12/2021","870","359735.00","413.49"
"312220","DIVINOLÂNDIA DE MINAS","MG","01/2022","1008","413968","410.68"
"312220","DIVINOLÂNDIA DE MINAS","MG","02/2022","1036","429492.00","414.57"
"312220","DIVINOLÂNDIA DE MINAS","MG","03/2022","1033","427918","414.25"
"312220","DIVINOLÂNDIA DE MINAS","MG","04/2022","1026","425017.00","414.25"
"312220","DIVINOLÂNDIA DE MINAS","MG","05/2022","1013","419395","414.01"
"312220","DIVINOLÂNDIA DE MINAS","MG","06/2022","1004","414780","413.13"
"312220","DIVINOLÂNDIA DE MINAS","MG","07/2022","1001","412983.00","412.98"
"312220","DIVINOLÂNDIA DE MINAS","MG","08/2022","1079","659528","611.81"
"312220","DIVINOLÂNDIA DE MINAS","MG","09/2022","1107","676549.00","611.16"
"312230","DIVINÓPOLIS","MG","11/2021","3747","664603.00","177.37"
"312230","DIVINÓPOLIS","MG","12/2021","3762","1513117.00","402.21"
"312230","DIVINÓPOLIS","MG","01/2022","5510","2215250","402.04"
"312230","DIVINÓPOLIS","MG","02/2022","5863","2363716.00","403.23"
"312230","DIVINÓPOLIS","MG","03/2022","5695","2296764","403.29"
"312230","DIVINÓPOLIS","MG","04/2022","5876","2370374.00","403.40"
"312230","DIVINÓPOLIS","MG","05/2022","6134","2476212","403.69"
"312230","DIVINÓPOLIS","MG","06/2022","6448","2602996","403.69"
"312230","DIVINÓPOLIS","MG","07/2022","6445","2591936.00","403.04"
"312230","DIVINÓPOLIS","MG","08/2022","7200","4331012","602.70"
"312230","DIVINÓPOLIS","MG","09/2022","7620","4591205.00","602.68"
"312235","DIVISA ALEGRE","MG","11/2021","926","208854.00","225.54"
"312235","DIVISA ALEGRE","MG","12/2021","934","382420.00","409.44"
"312235","DIVISA ALEGRE","MG","01/2022","1239","504878","407.49"
"312235","DIVISA ALEGRE","MG","02/2022","1268","518967.00","409.28"
"312235","DIVISA ALEGRE","MG","03/2022","1265","516806","408.54"
"312235","DIVISA ALEGRE","MG","04/2022","1268","518414.00","408.84"
"312235","DIVISA ALEGRE","MG","05/2022","1244","507388","407.87"
"312235","DIVISA ALEGRE","MG","06/2022","1242","505642","407.12"
"312235","DIVISA ALEGRE","MG","07/2022","1251","508512.00","406.81"
"312235","DIVISA ALEGRE","MG","08/2022","1382","837362","606.34"
"312235","DIVISA ALEGRE","MG","09/2022","1451","878581.00","605.50"
"312240","DIVISA NOVA","MG","11/2021","253","56645.00","223.89"
"312240","DIVISA NOVA","MG","12/2021","251","102692.00","409.13"
"312240","DIVISA NOVA","MG","01/2022","305","124411","407.90"
"312240","DIVISA NOVA","MG","02/2022","319","130632.00","410.79"
"312240","DIVISA NOVA","MG","03/2022","322","132532","411.59"
"312240","DIVISA NOVA","MG","04/2022","325","133838.00","411.81"
"312240","DIVISA NOVA","MG","05/2022","329","135599","412.16"
"312240","DIVISA NOVA","MG","06/2022","334","137290","411.05"
"312240","DIVISA NOVA","MG","07/2022","333","136423.00","410.91"
"312240","DIVISA NOVA","MG","08/2022","337","205549","611.75"
"312240","DIVISA NOVA","MG","09/2022","334","204222.00","611.44"
"312245","DIVISÓPOLIS","MG","11/2021","1504","424218.00","282.06"
"312245","DIVISÓPOLIS","MG","12/2021","1510","630053.00","417.25"
"312245","DIVISÓPOLIS","MG","01/2022","2006","828724","413.12"
"312245","DIVISÓPOLIS","MG","02/2022","2024","845113.00","417.55"
"312245","DIVISÓPOLIS","MG","03/2022","2165","900045","415.73"
"312245","DIVISÓPOLIS","MG","04/2022","2150","892498.00","415.12"
"312245","DIVISÓPOLIS","MG","05/2022","2138","886647","414.71"
"312245","DIVISÓPOLIS","MG","06/2022","2144","895744","417.79"
"312245","DIVISÓPOLIS","MG","07/2022","2141","885865.00","414.15"
"312245","DIVISÓPOLIS","MG","08/2022","2617","1598214","611.17"
"312245","DIVISÓPOLIS","MG","09/2022","2804","1708982.00","609.48"
"312247","DOM BOSCO","MG","11/2021","404","77899.00","192.82"
"312247","DOM BOSCO","MG","12/2021","399","160414.00","402.04"
"312247","DOM BOSCO","MG","01/2022","531","213882","402.79"
"312247","DOM BOSCO","MG","02/2022","550","219435.00","404.12"
"312247","DOM BOSCO","MG","03/2022","558","225780","404.62"
"312247","DOM BOSCO","MG","04/2022","551","222980.00","404.68"
"312247","DOM BOSCO","MG","05/2022","532","214170","404.86"
"312247","DOM BOSCO","MG","06/2022","521","209787","404.21"
"312247","DOM BOSCO","MG","07/2022","513","205658.00","404.04"
"312247","DOM BOSCO","MG","08/2022","563","337420","603.61"
"312247","DOM BOSCO","MG","09/2022","559","337568.00","603.88"
"312250","DOM CAVATI","MG","11/2021","285","59917.00","210.24"
"312250","DOM CAVATI","MG","12/2021","282","114245.00","405.12"
"312250","DOM CAVATI","MG","01/2022","306","123847","404.73"
"312250","DOM CAVATI","MG","02/2022","295","120289.00","407.76"
"312250","DOM CAVATI","MG","03/2022","291","118686","407.86"
"312250","DOM CAVATI","MG","04/2022","289","117886.00","407.91"
"312250","DOM CAVATI","MG","05/2022","281","114959","409.11"
"312250","DOM CAVATI","MG","06/2022","282","114906","407.47"
"312250","DOM CAVATI","MG","07/2022","282","114053.00","407.33"
"312250","DOM CAVATI","MG","08/2022","291","175635","607.73"
"312250","DOM CAVATI","MG","09/2022","295","179210.00","607.49"
"312260","DOM JOAQUIM","MG","11/2021","578","150133.00","259.75"
"312260","DOM JOAQUIM","MG","12/2021","574","236585.00","412.17"
"312260","DOM JOAQUIM","MG","01/2022","661","271427","410.63"
"312260","DOM JOAQUIM","MG","02/2022","677","280512.00","414.35"
"312260","DOM JOAQUIM","MG","03/2022","668","276925","414.56"
"312260","DOM JOAQUIM","MG","04/2022","679","281341.00","414.35"
"312260","DOM JOAQUIM","MG","05/2022","697","288371","413.73"
"312260","DOM JOAQUIM","MG","06/2022","702","290052","413.18"
"312260","DOM JOAQUIM","MG","07/2022","700","287983.00","412.58"
"312260","DOM JOAQUIM","MG","08/2022","721","440285","612.36"
"312260","DOM JOAQUIM","MG","09/2022","742","454147.00","612.06"
"312270","DOM SILVÉRIO","MG","11/2021","309","77943.00","252.24"
"312270","DOM SILVÉRIO","MG","12/2021","309","127105.00","411.34"
"312270","DOM SILVÉRIO","MG","01/2022","348","142914","410.67"
"312270","DOM SILVÉRIO","MG","02/2022","352","145990.00","414.74"
"312270","DOM SILVÉRIO","MG","03/2022","338","140192","414.77"
"312270","DOM SILVÉRIO","MG","04/2022","340","141114.00","415.04"
"312270","DOM SILVÉRIO","MG","05/2022","354","146567","414.03"
"312270","DOM SILVÉRIO","MG","06/2022","351","144935","412.92"
"312270","DOM SILVÉRIO","MG","07/2022","350","143172.00","412.60"
"312270","DOM SILVÉRIO","MG","08/2022","367","222698","611.81"
"312270","DOM SILVÉRIO","MG","09/2022","396","242068.00","611.28"
"312280","DOM VIÇOSO","MG","11/2021","116","17719.00","152.75"
"312280","DOM VIÇOSO","MG","12/2021","137","54800.00","400.00"
"312280","DOM VIÇOSO","MG","01/2022","144","57600","400.00"
"312280","DOM VIÇOSO","MG","02/2022","147","58800.00","400.00"
"312280","DOM VIÇOSO","MG","03/2022","154","61668","400.44"
"312280","DOM VIÇOSO","MG","04/2022","164","65312.00","400.69"
"312280","DOM VIÇOSO","MG","05/2022","172","68305","401.79"
"312280","DOM VIÇOSO","MG","06/2022","177","70215","401.23"
"312280","DOM VIÇOSO","MG","07/2022","181","71858.00","401.44"
"312280","DOM VIÇOSO","MG","08/2022","190","113112","601.66"
"312280","DOM VIÇOSO","MG","09/2022","194","115512.00","601.63"
"312290","DONA EUSÉBIA","MG","11/2021","273","53229.00","194.98"
"312290","DONA EUSÉBIA","MG","12/2021","277","111916.00","404.03"
"312290","DONA EUSÉBIA","MG","01/2022","360","145318","403.66"
"312290","DONA EUSÉBIA","MG","02/2022","380","153783.00","404.69"
"312290","DONA EUSÉBIA","MG","03/2022","374","151362","404.71"
"312290","DONA EUSÉBIA","MG","04/2022","371","150232.00","404.94"
"312290","DONA EUSÉBIA","MG","05/2022","366","148230","405.00"
"312290","DONA EUSÉBIA","MG","06/2022","364","147548","405.35"
"312290","DONA EUSÉBIA","MG","07/2022","366","147368.00","404.86"
"312290","DONA EUSÉBIA","MG","08/2022","415","249453","604.00"
"312290","DONA EUSÉBIA","MG","09/2022","439","265063.00","603.79"
"312300","DORES DE CAMPOS","MG","11/2021","276","44620.00","161.67"
"312300","DORES DE CAMPOS","MG","12/2021","280","112106.00","400.38"
"312300","DORES DE CAMPOS","MG","01/2022","315","126106","400.34"
"312300","DORES DE CAMPOS","MG","02/2022","323","129507.00","400.95"
"312300","DORES DE CAMPOS","MG","03/2022","329","132038","401.33"
"312300","DORES DE CAMPOS","MG","04/2022","335","134438.00","401.31"
"312300","DORES DE CAMPOS","MG","05/2022","336","134838","401.30"
"312300","DORES DE CAMPOS","MG","06/2022","338","135506","400.91"
"312300","DORES DE CAMPOS","MG","07/2022","345","138306.00","400.89"
"312300","DORES DE CAMPOS","MG","08/2022","358","215161","601.01"
"312300","DORES DE CAMPOS","MG","09/2022","378","227161.00","600.96"
"312310","DORES DE GUANHÃES","MG","11/2021","422","96757.00","229.28"
"312310","DORES DE GUANHÃES","MG","12/2021","426","173815.00","408.02"
"312310","DORES DE GUANHÃES","MG","01/2022","502","204109","406.59"
"312310","DORES DE GUANHÃES","MG","02/2022","520","212637.00","408.92"
"312310","DORES DE GUANHÃES","MG","03/2022","481","197025","409.62"
"312310","DORES DE GUANHÃES","MG","04/2022","480","196476.00","409.33"
"312310","DORES DE GUANHÃES","MG","05/2022","497","203208","408.87"
"312310","DORES DE GUANHÃES","MG","06/2022","505","205979","407.88"
"312310","DORES DE GUANHÃES","MG","07/2022","502","203409.00","408.45"
"312310","DORES DE GUANHÃES","MG","08/2022","511","308043","607.58"
"312310","DORES DE GUANHÃES","MG","09/2022","519","313665.00","606.70"
"312320","DORES DO INDAIÁ","MG","11/2021","580","97218.00","167.62"
"312320","DORES DO INDAIÁ","MG","12/2021","573","229550.00","400.61"
"312320","DORES DO INDAIÁ","MG","01/2022","666","266851","400.68"
"312320","DORES DO INDAIÁ","MG","02/2022","683","269184.00","401.17"
"312320","DORES DO INDAIÁ","MG","03/2022","675","271145","401.70"
"312320","DORES DO INDAIÁ","MG","04/2022","678","272327.00","401.66"
"312320","DORES DO INDAIÁ","MG","05/2022","679","272489","401.90"
"312320","DORES DO INDAIÁ","MG","06/2022","687","275482","401.58"
"312320","DORES DO INDAIÁ","MG","07/2022","682","272665.00","401.57"
"312320","DORES DO INDAIÁ","MG","08/2022","722","432584","601.65"
"312320","DORES DO INDAIÁ","MG","09/2022","726","436424.00","601.13"
"312330","DORES DO TURVO","MG","11/2021","461","96923.00","210.25"
"312330","DORES DO TURVO","MG","12/2021","463","187283.00","404.50"
"312330","DORES DO TURVO","MG","01/2022","543","219590","404.40"
"312330","DORES DO TURVO","MG","02/2022","553","224721.00","406.37"
"312330","DORES DO TURVO","MG","03/2022","561","227548","405.61"
"312330","DORES DO TURVO","MG","04/2022","569","230746.00","405.53"
"312330","DORES DO TURVO","MG","05/2022","561","227656","405.80"
"312330","DORES DO TURVO","MG","06/2022","565","229085","405.46"
"312330","DORES DO TURVO","MG","07/2022","566","229050.00","405.40"
"312330","DORES DO TURVO","MG","08/2022","570","344191","604.91"
"312330","DORES DO TURVO","MG","09/2022","574","347044.00","604.61"
"312340","DORESÓPOLIS","MG","11/2021","93","20713.00","222.72"
"312340","DORESÓPOLIS","MG","12/2021","96","39181.00","408.14"
"312340","DORESÓPOLIS","MG","01/2022","135","54783","405.80"
"312340","DORESÓPOLIS","MG","02/2022","141","51724.00","407.28"
"312340","DORESÓPOLIS","MG","03/2022","135","54943","406.99"
"312340","DORESÓPOLIS","MG","04/2022","133","54143.00","407.09"
"312340","DORESÓPOLIS","MG","05/2022","132","50121","407.49"
"312340","DORESÓPOLIS","MG","06/2022","130","48097","407.60"
"312340","DORESÓPOLIS","MG","07/2022","129","47117.00","406.18"
"312340","DORESÓPOLIS","MG","08/2022","131","71517","606.08"
"312340","DORESÓPOLIS","MG","09/2022","135","79404.00","606.14"
"312350","DOURADOQUARA","MG","11/2021","111","22612.00","203.71"
"312350","DOURADOQUARA","MG","12/2021","112","45135.00","402.99"
"312350","DOURADOQUARA","MG","01/2022","140","56412","402.94"
"312350","DOURADOQUARA","MG","02/2022","137","54972.00","404.21"
"312350","DOURADOQUARA","MG","03/2022","137","55351","404.02"
"312350","DOURADOQUARA","MG","04/2022","134","54415.00","406.08"
"312350","DOURADOQUARA","MG","05/2022","137","55910","408.10"
"312350","DOURADOQUARA","MG","06/2022","135","54676","405.01"
"312350","DOURADOQUARA","MG","07/2022","134","54276.00","405.04"
"312350","DOURADOQUARA","MG","08/2022","133","80582","605.88"
"312350","DOURADOQUARA","MG","09/2022","132","79856.00","604.97"
"312352","DURANDÉ","MG","11/2021","836","146729.00","175.51"
"312352","DURANDÉ","MG","12/2021","833","333657.00","400.55"
"312352","DURANDÉ","MG","01/2022","887","355257","400.52"
"312352","DURANDÉ","MG","02/2022","900","360910.00","401.01"
"312352","DURANDÉ","MG","03/2022","888","356121","401.04"
"312352","DURANDÉ","MG","04/2022","893","357887.00","400.77"
"312352","DURANDÉ","MG","05/2022","890","357120","401.26"
"312352","DURANDÉ","MG","06/2022","891","357257","400.96"
"312352","DURANDÉ","MG","07/2022","892","356434.00","400.94"
"312352","DURANDÉ","MG","08/2022","909","544229","600.69"
"312352","DURANDÉ","MG","09/2022","889","533974.00","600.65"
"312360","ELÓI MENDES","MG","11/2021","1050","232734.00","221.65"
"312360","ELÓI MENDES","MG","12/2021","1048","425245.00","405.77"
"312360","ELÓI MENDES","MG","01/2022","1348","545516","404.69"
"312360","ELÓI MENDES","MG","02/2022","1422","577721.00","406.85"
"312360","ELÓI MENDES","MG","03/2022","1376","559612","406.69"
"312360","ELÓI MENDES","MG","04/2022","1404","570928.00","406.64"
"312360","ELÓI MENDES","MG","05/2022","1439","584187","406.25"
"312360","ELÓI MENDES","MG","06/2022","1463","593455","405.64"
"312360","ELÓI MENDES","MG","07/2022","1457","588821.00","405.25"
"312360","ELÓI MENDES","MG","08/2022","1550","936203","605.56"
"312360","ELÓI MENDES","MG","09/2022","1579","955600.00","605.19"
"312370","ENGENHEIRO CALDAS","MG","11/2021","1026","217099.00","211.60"
"312370","ENGENHEIRO CALDAS","MG","12/2021","1025","416024.00","405.88"
"312370","ENGENHEIRO CALDAS","MG","01/2022","1181","478567","405.22"
"312370","ENGENHEIRO CALDAS","MG","02/2022","1207","491976.00","407.60"
"312370","ENGENHEIRO CALDAS","MG","03/2022","1198","488581","407.83"
"312370","ENGENHEIRO CALDAS","MG","04/2022","1223","500559.00","409.29"
"312370","ENGENHEIRO CALDAS","MG","05/2022","1224","498851","407.56"
"312370","ENGENHEIRO CALDAS","MG","06/2022","1208","491906","407.21"
"312370","ENGENHEIRO CALDAS","MG","07/2022","1202","488033.00","406.69"
"312370","ENGENHEIRO CALDAS","MG","08/2022","1245","753097","606.36"
"312370","ENGENHEIRO CALDAS","MG","09/2022","1325","802302.00","605.97"
"312380","ENGENHEIRO NAVARRO","MG","11/2021","1309","338739.00","258.78"
"312380","ENGENHEIRO NAVARRO","MG","12/2021","1311","541007.00","412.67"
"312380","ENGENHEIRO NAVARRO","MG","01/2022","1616","663154","410.37"
"312380","ENGENHEIRO NAVARRO","MG","02/2022","1634","676375.00","414.45"
"312380","ENGENHEIRO NAVARRO","MG","03/2022","1552","644086","415.00"
"312380","ENGENHEIRO NAVARRO","MG","04/2022","1531","635575.00","415.14"
"312380","ENGENHEIRO NAVARRO","MG","05/2022","1518","630511","415.36"
"312380","ENGENHEIRO NAVARRO","MG","06/2022","1516","631192","416.35"
"312380","ENGENHEIRO NAVARRO","MG","07/2022","1521","629086.00","413.87"
"312380","ENGENHEIRO NAVARRO","MG","08/2022","1678","1026149","611.90"
"312380","ENGENHEIRO NAVARRO","MG","09/2022","1707","1042650.00","611.17"
"312385","ENTRE FOLHAS","MG","11/2021","549","96243.00","175.31"
"312385","ENTRE FOLHAS","MG","12/2021","544","218132.00","400.98"
"312385","ENTRE FOLHAS","MG","01/2022","603","241732","400.88"
"312385","ENTRE FOLHAS","MG","02/2022","609","244189.00","400.97"
"312385","ENTRE FOLHAS","MG","03/2022","602","241716","401.52"
"312385","ENTRE FOLHAS","MG","04/2022","597","239546.00","401.25"
"312385","ENTRE FOLHAS","MG","05/2022","568","227908","401.25"
"312385","ENTRE FOLHAS","MG","06/2022","566","226974","401.01"
"312385","ENTRE FOLHAS","MG","07/2022","564","224907.00","400.90"
"312385","ENTRE FOLHAS","MG","08/2022","567","339027","601.11"
"312385","ENTRE FOLHAS","MG","09/2022","566","340172.00","601.01"
"312390","ENTRE RIOS DE MINAS","MG","11/2021","686","127307.00","185.58"
"312390","ENTRE RIOS DE MINAS","MG","12/2021","683","275669.00","403.61"
"312390","ENTRE RIOS DE MINAS","MG","01/2022","770","310509","403.26"
"312390","ENTRE RIOS DE MINAS","MG","02/2022","783","316510.00","404.23"
"312390","ENTRE RIOS DE MINAS","MG","03/2022","779","314791","404.10"
"312390","ENTRE RIOS DE MINAS","MG","04/2022","783","316472.00","404.18"
"312390","ENTRE RIOS DE MINAS","MG","05/2022","764","309071","404.54"
"312390","ENTRE RIOS DE MINAS","MG","06/2022","757","306136","404.41"
"312390","ENTRE RIOS DE MINAS","MG","07/2022","769","310479.00","404.27"
"312390","ENTRE RIOS DE MINAS","MG","08/2022","787","474769","604.03"
"312390","ENTRE RIOS DE MINAS","MG","09/2022","818","493415.00","603.94"
"312400","ERVÁLIA","MG","11/2021","1349","213884.00","158.55"
"312400","ERVÁLIA","MG","12/2021","1347","539367.00","400.42"
"312400","ERVÁLIA","MG","01/2022","1504","602167","400.38"
"312400","ERVÁLIA","MG","02/2022","1545","618805.00","400.52"
"312400","ERVÁLIA","MG","03/2022","1568","628358","400.74"
"312400","ERVÁLIA","MG","04/2022","1588","636606.00","400.89"
"312400","ERVÁLIA","MG","05/2022","1596","639881","400.93"
